Campo,Petróleo (bbl/d) Pré Sal,Petróleo (bbl/d) Pós Sal,Gás natural (Mm³/d) Pré Sal,Gás natural (Mm³/d) Pós Sal,Produção (boe/d) Pré Sal,Produção (boe/d) Pós Sal,mes
Sul De Lula,23378.3340662306,0,762.834361935484,0,28176.4172642761,0,2019-03-01
Lapa,22543.8477272774,0,819.625439032258,0,27699.1360099569,0,2019-03-01
Marlim Leste,13816.213486459,30369.8417625377,237.977179677419,531.018531935484,15313.0447309659,33709.8474348909,2019-03-01
Sudoeste De Sapinhoá,5664.49721516303,0,232.62734516129,0,7127.67901703196,0,2019-03-01
Noroeste De Sapinhoa,3294.94852102752,0,135.315582580645,0,4146.05782549909,0,2019-03-01
Barracuda,1994.38897555476,37777.2979318021,49.1966222580645,753.788023548387,2303.82638219976,42518.481380197,2019-03-01
Caratinga,1840.97443897363,9480.48788503727,45.4122651612903,237.675561612903,2126.60895850776,10975.4220092257,2019-03-01
Nordeste De Sapinhoá,685.577503707647,0,28.1548764516129,0,862.666327161766,0,2019-03-01
Voador,450.701696091297,0,26.0942541935484,0,614.829597060419,0,2019-03-01
Pirambu³,437.367822365806,0,12.1963016129032,0,514.080242213661,0,2019-03-01
Marlim,355.995450693542,59696.4396238076,20.6110519354839,851.179643225806,485.635051267868,65050.1978555657,2019-03-01
Outros Campos,0,833911.283795492,0,46021.6445232258,0,1123378.68373412,2019-03-01
Total Geral,1542063.5561108694,1018031.9681492131,62706.764696129074,48784.55084612902,1936477.191764231,1324877.5239067012,2019-03-01
Lula,872798.718116431,0,37240.796473,0,1107036.25218027,0,2019-04-01
Sapinhoá,233813.58088921,0,9560.99905233333,0,293950.448338567,0,2019-04-01
Búzios,165772.65361769,0,6192.908313,0,204724.870253881,0,2019-04-01
Jubarte,96566.4291585921,55297.743930438,3419.32972166667,457.537993333333,118073.363435228,58175.5709762859,2019-04-01
Sul De Lula,49070.8139933595,0,1861.82173933333,0,60781.3189876357,0,2019-04-01
Mero,41224.4355782596,0,2783.151269,0,58729.9282615285,0,2019-04-01
Baleia Franca,29750.794381209,4114.493049082,1169.694209,49.9785806666667,37107.9487139193,4428.84882554501,2019-04-01
Lapa,24178.16172601,0,875.205369,0,29683.0372079999,0,2019-04-01
Baleia Azul,23403.2189758293,0,809.086767333333,0,28492.2210158702,0,2019-04-01
Marlim Leste,16771.9798485803,53143.902277803,291.270071666667,884.884323,18604.0132580501,58709.6565414516,2019-04-01
Sudoeste De Sapinhoá,5275.97903111997,0,215.742777333333,0,6632.96010941894,0,2019-04-01
Anc_Lula,3676.13837115027,0,139.477982333333,0,4553.42837921029,0,2019-04-01
Noroeste De Sapinhoa,3068.9535923123,0,125.494098,0,3858.28762485368,0,2019-04-01
Barracuda,2641.89243177063,40196.477429851,71.0566673333333,786.555259666667,3088.8253685305,45143.760567655,2019-04-01
Caratinga,2438.66993701904,9411.58970634271,65.5907703333333,242.662224333333,2851.22342016934,10937.8889915768,2019-04-01
Nordeste De Sapinhoá,638.554872853041,0,26.1113286666667,0,802.790169013928,0,2019-04-01
Voador,563.23221973218,0,23.4167963333333,0,710.519419477543,0,2019-04-01
Marlim,444.879867298153,50221.6275788415,18.496209,802.575675,561.217507628443,55269.6760852133,2019-04-01
Pirambu,152.989354893667,0,4.56079533333333,0,181.67589098922,0,2019-04-01
Outros Campos,0,819264.345536641,0,44809.725851,0,1101109.00729152,2019-04-01
Total Geral,1572252.0759633197,1031650.1795089992,64894.21041,48033.919907,1980424.3295422418,1333774.4092792477,2019-04-01
Lula,910140.371979341,0,39100.1489506452,0,1156072.8798506,0,2019-05-01
Sapinhoá,247601.428741419,0,10394.3226741935,0,312979.743440788,0,2019-05-01
Búzios,227720.531934177,0,8516.88313419355,0,281290.108640459,0,2019-05-01
Jubarte,147607.354861776,71104.8848137793,5154.48863645161,653.161277419355,180028.109032216,75213.1451481044,2019-05-01
Sul De Lula,53021.4101373147,0,2077.76946129032,0,66090.1852726332,0,2019-05-01
Lapa,24251.0401313032,0,1000.88036,0,30546.3874284348,0,2019-05-01
Mero,18992.6817791028,0,1297.10747032258,0,27151.2413170124,0,2019-05-01
Marlim Leste,20974.3711189958,47472.3233229526,359.762142258065,752.651238064516,23237.206638992,52206.3566066432,2019-05-01
Sudoeste De Sapinhoá,5587.10041529187,0,234.546644193548,0,7062.35424340689,0,2019-05-01
Anc_Lula,3972.09701383269,0,155.655668387097,0,4951.14159341054,0,2019-05-01
Noroeste De Sapinhoa,3249.92806769981,0,136.432013225806,0,4108.05950880761,0,2019-05-01
Barracuda,3105.11308920481,42777.0746207539,69.582584516129,719.583312903226,3542.77432512021,47303.1169380858,2019-05-01
Caratinga,2866.25823618906,7769.7049896393,64.2300770967742,181.121616129032,3270.25321741312,8908.92554198385,2019-05-01
Voador,2350.83068218089,0,75.3776683870968,0,2824.94189457874,0,2019-05-01
Marlim,1856.84910782524,77637.1239994419,59.5385087096774,950.274340967742,2231.33501529246,83614.1690520042,2019-05-01
Nordeste De Sapinhoá,676.21018097834,0,28.3871722580645,0,854.760100918837,0,2019-05-01
Outros Campos,0,810206.938951236,0,45957.3225751613,0,1099269.76605771,2019-05-01
Total Geral,1673973.5774766325,1056968.050697803,68725.11316612901,49214.11436064517,2106241.4815200837,1366515.4793445314,2019-05-01
Lula,798963.014407573,0,32988.2903713333,0,1006453.09306809,0,2019-06-01
Sapinhoá,242229.986040976,0,10155.430473,0,306105.714184356,0,2019-06-01
Búzios,191208.024663103,0,7118.262773,0,235980.545035346,0,2019-06-01
Jubarte,157330.52745364,75777.4912962981,5468.901775,669.494636666667,191728.880527053,79988.4853569505,2019-06-01
Sul De Lula,51209.6444441534,0,2005.425302,0,63823.388562926,0,2019-06-01
Mero,42006.4455799223,0,2882.508971,0,60136.8793308078,0,2019-06-01
Lapa,25228.8514238733,0,1078.93064733333,0,32015.120198777,0,2019-06-01
Marlim Leste,22128.1329681043,41180.7587162023,365.597466,619.711526,24427.6715657258,45078.6264695524,2019-06-01
Sudoeste De Sapinhoá,5465.89431532698,0,229.156057,0,6907.24237420615,0,2019-06-01
Anc_Lula,3836.36753217351,0,150.235831,0,4781.32236435562,0,2019-06-01
Noroeste De Sapinhoa,3179.42438930245,0,133.296384,0,4017.83331834949,0,2019-06-01
Barracuda,2757.01740721593,43726.446526926,52.701451,658.467493,3088.49952073024,47868.0819490724,2019-06-01
Caratinga,2544.9391451224,7105.11319250565,48.6474926666667,150.729644666667,2850.92263097213,8053.1740188265,2019-06-01
Voador,1404.12044721559,0,50.916984,0,1724.37860234863,0,2019-06-01
Marlim,1109.07167864108,59920.6347677582,40.217764,823.843923,1362.03377282592,65102.4565130828,2019-06-01
Nordeste De Sapinhoá,661.540501279279,0,27.7347486666667,0,835.986800790365,0,2019-06-01
Outros Campos,0,778458.676161523,0,45433.661885,0,1064227.77702242,2019-06-01
Total Geral,1551263.0023976224,1006169.1206612132,62796.25449099997,48355.90910833333,1946239.5118576603,1310318.6013299045,2019-06-01
Lula,928383.413850035,0,39456.9336374194,0,1176560.02961201,0,2019-07-01
Búzios,290468.064027632,0,11132.1477374194,0,360487.15818793,0,2019-07-01
Sapinhoá,224183.005122469,0,9549.93070516129,0,284250.254771099,0,2019-07-01
Jubarte,128464.626327466,76001.5692606153,4545.29458548387,678.017329354839,157053.665664188,80266.1694389647,2019-07-01
Sul De Lula,54729.9349138218,0,2140.19606612903,0,68191.3615325208,0,2019-07-01
Mero,41365.1280407215,0,2862.54432645161,0,59369.9879706801,0,2019-07-01
Lapa,27509.8089530419,0,1136.97088483871,0,34661.1397942093,0,2019-07-01
Marlim Leste,16419.9677846077,33204.6893612052,310.889997096774,583.492729677419,18375.406797247,36874.7477672575,2019-07-01
Sudoeste De Sapinhoá,5058.66607796792,0,215.49303483871,0,6414.07632342679,0,2019-07-01
Anc_Lula,4100.08992388828,0,160.332148387097,0,5108.54867413493,0,2019-07-01
Noroeste De Sapinhoa,2942.54604313764,0,125.348827096774,0,3730.9663492992,0,2019-07-01
Barracuda,2434.67652772257,42103.0648466163,46.4883206451613,750.453915483871,2727.07923179971,46823.2773887659,2019-07-01
Caratinga,2247.39371789775,5293.15258692469,42.9122961290322,161.67777,2517.3039072131,6310.07504144839,2019-07-01
Voador,1677.41243626815,0,57.7665364516129,0,2040.75297490687,0,2019-07-01
Marlim,1324.93665774411,63333.9397779537,45.6280151612903,706.732099032258,1611.92820378575,67779.1504017678,2019-07-01
Nordeste De Sapinhoá,612.253365956345,0,26.081115483871,0,776.298626937951,0,2019-07-01
Outros Campos,0,822843.745526367,0,49421.3547583871,0,1133694.67689922,2019-07-01
Total Geral,1731921.9237703774,1042780.1613596822,71854.95823419365,52301.72860193549,2183875.9586213888,1371748.0969374243,2019-07-01
Lula,1026179.2745982,0,43372.129196129,0,1298981.7265373,0,2019-08-01
Búzios,340783.283471287,0,13223.9685974194,0,423959.533395022,0,2019-08-01
Sapinhoá,239327.451689136,0,10213.4505441935,0,303568.11505651,0,2019-08-01
Jubarte,154843.671905241,78483.59361948,5262.33266677419,737.842735483871,187942.744536044,83124.4842355538,2019-08-01
Sul De Lula,59883.3168362491,0,2332.20718709677,0,74552.4569237222,0,2019-08-01
Mero,40203.7146221925,0,2819.46339225806,0,57937.6036614512,0,2019-08-01
Lapa,27983.5899057774,0,1030.51122387097,0,34465.3097067933,0,2019-08-01
Marlim Leste,20125.6389690839,44127.9171148871,380.911411935484,692.782966774194,22521.4993769898,48485.3903471331,2019-08-01
Sudoeste De Sapinhoá,5400.39888941755,0,230.465260967742,0,6849.98159250506,0,2019-08-01
Anc_Lula,4486.15544460845,0,174.716619677419,0,5585.08978622167,0,2019-08-01
Noroeste De Sapinhoa,3141.32661752657,0,134.057928064516,0,3984.52551404604,0,2019-08-01
Barracuda,2382.32304665311,41382.1980859346,47.0686438709677,713.289383548387,2678.37587355916,45868.6527834711,2019-08-01
Caratinga,2199.06742767979,5551.95184716475,43.4479777419355,158.373014193548,2472.3469525608,6548.08801556947,2019-08-01
Nordeste De Sapinhoá,653.61342783308,0,27.8931906451613,0,829.056297284922,0,2019-08-01
Voador,175.759687181542,0,6.36059935483871,0,215.7666486096,0,2019-08-01
Marlim,138.827188939426,62628.2267602749,5.02404258064516,645.258756451613,170.427462203594,66686.7817391919,2019-08-01
Outros Campos,0,829348.911645164,0,51071.248086129,0,1150577.35856978,2019-08-01
Total Geral,1927907.4137270069,1061522.7990729054,79304.00848258058,54018.794942580615,2426714.5593208238,1401290.7556906992,2019-08-01
Lula,962214.72132684,0,39748.3627803333,0,1212224.37102621,0,2019-09-01
Búzios,327828.302083813,0,12537.7555513333,0,406688.402328145,0,2019-09-01
Sapinhoá,239701.233044686,0,10395.1169926667,0,305084.543856331,0,2019-09-01
Jubarte,164953.231218132,82002.3133020959,5617.71663233333,791.417423666667,200287.601469349,86980.1785276487,2019-09-01
Sul De Lula,57527.9243256469,0,2218.30603866667,0,71480.6478307129,0,2019-09-01
Lapa,27693.64346178,0,1027.44926066667,0,34156.1040960138,0,2019-09-01
Marlim Leste,16605.053113368,41612.1975404753,317.228665666667,665.208602333333,18600.3611469649,45796.2332595176,2019-09-01
Mero,12250.3462890952,0,840.169624333333,0,17534.8535939232,0,2019-09-01
Sudoeste De Sapinhoá,5408.83318416622,0,234.564549666667,0,6884.19963430512,0,2019-09-01
Anc_Lula,4309.70087504408,0,166.183695333333,0,5354.96474378863,0,2019-09-01
Noroeste De Sapinhoa,3146.23274744195,0,136.442415666667,0,4004.42961792631,0,2019-09-01
Barracuda,2601.93449325697,38860.4722053753,51.636814,605.168768333333,2926.72024232231,42666.868776126,2019-09-01
Caratinga,2401.78568608336,3304.79734379434,47.6647506666667,50.0743696666667,2701.58791147407,3619.75561486744,2019-09-01
Nordeste De Sapinhoá,654.634176682699,0,28.3893293333333,0,833.197664216792,0,2019-09-01
Outros Campos,0,934197.308966516,0,53377.492663,0,1269931.59609318,2019-09-01
Total Geral,1827297.5760260362,1099977.089358257,73366.98710066664,55489.361827,2288761.9851616835,1448994.6322713397,2019-09-01
Lula,1021616.95085506,0,43010.0726158065,0,1292142.13569468,0,2019-10-01
Búzios,307649.040651642,0,11428.3134490323,0,379530.9608665,0,2019-10-01
Sapinhoá,246269.89542428,0,10442.4464545161,0,311950.89955836,0,2019-10-01
Jubarte,156916.599108719,78700.2532263287,5411.70451548387,702.759554516129,190955.192287255,83120.4772999198,2019-10-01
Sul De Lula,58368.0993875548,0,2238.30547612903,0,72446.615554366,0,2019-10-01
Mero,42860.5587819309,0,2982.28022870968,0,61618.5347872713,0,2019-10-01
Lapa,26733.7052392,0,859.842177741935,0,32141.949167183,0,2019-10-01
Marlim Leste,19636.7312261955,35686.8589943916,363.991323870968,566.960414516129,21926.1674949923,39252.9322792193,2019-10-01
Sudoeste De Sapinhoá,5557.05433581797,0,235.632529677419,0,7039.13817730829,0,2019-10-01
Anc_Lula,4372.6440084605,0,167.682162903226,0,5427.33295351084,0,2019-10-01
Noroeste De Sapinhoa,3232.45066598547,0,137.063648709677,0,4094.55497427609,0,2019-10-01
Marlim,3299.359950285,74360.762629858,98.6583003225806,817.063948064516,3919.90191423697,79499.9396210337,2019-10-01
Barracuda,2225.51571351502,36972.4398138678,53.8490122580645,704.388878387097,2564.21576930592,41402.9120250358,2019-10-01
Tambuatá,1985.68747790926,0,73.7627622580645,0,2449.64123758766,0,2019-10-01
Caratinga,2054.32219709079,7198.97072847797,49.7067806451613,163.655198064516,2366.96840306053,8228.33082981614,2019-10-01
Voador,1714.87659591779,0,51.2786741935484,0,2037.40971364712,0,2019-10-01
Nordeste De Sapinhoá,672.573562980193,0,28.5185896774193,0,851.950073519122,0,2019-10-01
Anc_Brava,119.356029048494,0,3.56900903225806,0,141.804417749681,0,2019-10-01
Outros Campos,0,825690.330097159,0,51003.154966129,0,1146490.48423467,2019-10-01
Total Geral,1905285.4212115929,1058609.6154900831,77636.6777109678,53957.982959677385,2393605.37304481,1397995.0762896948,2019-10-01
Lula,1063232.92575229,0,44713.8318663333,0,1344474.43256347,0,2019-11-01
Búzios,443235.142572893,0,16900.463749,0,549535.848465991,0,2019-11-01
Sapinhoá,203372.708845228,0,8829.82603566667,0,258910.636942624,0,2019-11-01
Jubarte,168005.551053574,78809.0954328441,6020.06289766667,760.596913,205870.602867947,83593.1055022006,2019-11-01
Sul De Lula,61191.5316488066,0,2342.55626,0,75925.7654385172,0,2019-11-01
Mero,42131.3318624621,0,2851.661935,0,60067.7436178444,0,2019-11-01
Lapa,18579.1028534167,0,561.148807,0,22108.6222311733,0,2019-11-01
Berbigão,18676.6682895333,0,217.380297666667,0,20043.9490596001,0,2019-11-01
Marlim Leste,16357.6757247093,21736.8604511707,293.044692333333,291.945153333333,18200.8711609945,23573.1399960582,2019-11-01
Sudoeste De Sapinhoá,4589.08382351193,0,199.243940333333,0,5842.29035185993,0,2019-11-01
Anc_Lula,4584.16017282355,0,175.491885333333,0,5687.970788112,0,2019-11-01
Marlim,3371.97510180286,83340.0667582948,102.994447,942.589161,4019.79060448793,89268.7734890442,2019-11-01
Barracuda,3336.14400617056,44378.9872766294,91.567964,835.950600333333,3912.0891018174,49636.957722112,2019-11-01
Caratinga,3079.51754415744,9057.8517899259,84.5242733333333,252.049734666667,3611.15916381217,10643.1967315296,2019-11-01
Tambuatá,2860.81336348694,0,109.082155666667,0,3546.9193970207,0,2019-11-01
Noroeste De Sapinhoa,2669.3975004388,0,115.896987333333,0,3398.36753033787,0,2019-11-01
Voador,1752.61907140879,0,53.5324316666667,0,2089.32789543011,0,2019-11-01
Nordeste De Sapinhoá,555.419441264053,0,24.1144723333333,0,707.094890490977,0,2019-11-01
Anc_Brava,121.98290834035,0,3.72587233333333,0,145.417937401273,0,2019-11-01
Outros Campos,0,791441.269207356,0,49823.5718036667,0,1104822.06937378,2019-11-01
Total Geral,2061703.7515363186,1028764.130916221,83690.15096999996,52906.70336600004,2588098.9000089313,1361537.2428147246,2019-11-01
Lula,1073854.40919651,0,44997.1087387097,0,1356877.67371233,0,2019-12-01
Búzios,453335.150833715,0,17171.1499229032,0,561338.421330291,0,2019-12-01
Sapinhoá,224672.95497528,0,9841.19445677419,0,286572.198281443,0,2019-12-01
Jubarte,150405.351478139,64375.0762276566,5450.84592612903,614.276788064516,184690.136692764,68238.7605119927,2019-12-01
Sul De Lula,62791.6320127994,0,2413.09173451613,0,77969.5205354762,0,2019-12-01
Mero,43144.1135534698,0,2912.82600451613,0,61465.2356849354,0,2019-12-01
Berbigão,37517.5012923324,0,442.08276483871,0,40298.1178874425,0,2019-12-01
Lapa,29036.8267061613,0,884.017371612903,0,34597.1280103058,0,2019-12-01
Marlim Leste,15916.0064974184,37417.0861029171,295.450448064516,564.219486129032,17774.3336801591,40965.9194689663,2019-12-01
Sudoeste De Sapinhoá,5069.72160396197,0,222.065346774194,0,6466.47044275576,0,2019-12-01
Anc_Lula,4704.03659748591,0,180.776636774194,0,5841.0872952346,0,2019-12-01
Marlim,3275.79292902017,88464.3363913103,89.4766383870968,970.772160322581,3838.58398391372,94570.3088330289,2019-12-01
Noroeste De Sapinhoa,2948.97687473578,0,129.171839354839,0,3761.44320162824,0,2019-12-01
Tambuatá,2926.00281009141,0,110.829266451613,0,3623.09783851143,0,2019-12-01
Barracuda,2996.85393454971,41831.1202710097,86.1332648387097,852.098896774194,3538.61580506488,47190.660432929,2019-12-01
Caratinga,2766.32670881512,8093.09394558355,79.5076277419355,260.966892258065,3266.41458086262,9734.52611417725,2019-12-01
Voador,1702.62738775298,0,46.5064093548387,0,1995.14386637714,0,2019-12-01
Nordeste De Sapinhoá,613.591303904981,0,26.8765425806452,0,782.639650194148,0,2019-12-01
Anc_Brava,118.503477766529,0,3.23685774193548,0,138.862697960332,0,2019-12-01
Outros Campos,0,748626.506686575,0,49136.1655958065,0,1057683.65241273,2019-12-01
Total Geral,2117796.3801739095,988807.2196250523,85382.34779806451,52398.49981935489,2654835.125177648,1318383.827773824,2019-12-01
Lula,1052445.48006748,0,44096.5302025806,0,1329804.27670097,0,2020-01-01
Búzios,487264.237738417,0,18194.4006122581,0,601703.560653404,0,2020-01-01
Sapinhoá,242616.231221327,0,10419.3973229032,0,308152.260696897,0,2020-01-01
Jubarte,152296.859662816,78673.5677943667,5594.36428903226,740.661331612903,187484.348111614,83332.1868445588,2020-01-01
Sul De Lula,60216.3515485796,0,2286.66238483871,0,74599.0234833619,0,2020-01-01
Berbigão,67133.5687102926,0,767.029541612903,0,71958.0387914248,0,2020-01-01
Lapa,29347.1010044903,0,858.951146451613,0,34749.7405149531,0,2020-01-01
Mero,16065.7369664863,0,1068.61621225806,0,22787.1299045092,0,2020-01-01
Marlim Leste,15640.6617458874,40575.0751250997,300.874181935484,619.472847741935,17533.103184167,44471.4416375554,2020-01-01
Sudoeste De Sapinhoá,5474.60984777046,0,235.11244483871,0,6953.42245444143,0,2020-01-01
Anc_Lula,4511.10941767359,0,171.305182258065,0,5588.58646609219,0,2020-01-01
Noroeste De Sapinhoa,3184.49397311899,0,136.76111516129,0,4044.69540287163,0,2020-01-01
Tambuatá,3144.99439037393,0,117.433716774194,0,3883.63015647742,0,2020-01-01
Barracuda,3080.91084988323,40392.1739490937,82.52545,770.009536129032,3599.98025054773,45235.3876295334,2020-01-01
Marlim,2835.01786585309,78047.8345783395,88.4360938709677,1074.88083,3391.26409344364,84808.6307716818,2020-01-01
Caratinga,2843.91770758451,8919.36022315147,76.1773380645161,274.281741935484,3323.05869031609,10644.5402663947,2020-01-01
Voador,1473.52997177244,0,45.9655761290323,0,1762.64471216459,0,2020-01-01
Nordeste De Sapinhoá,662.595233904693,0,28.4556390322581,0,841.57579684618,0,2020-01-01
Anc_Brava,102.558204783181,0,3.19921612903226,0,122.680666383729,0,2020-01-01
Outros Campos,0,771459.537711145,0,50701.4141403226,0,1090361.79938509,2020-01-01
Total Geral,2150339.966128494,1018067.549381196,84572.19766612901,54180.72042774196,2682283.0207308857,1358853.986534814,2020-01-01
Lula,974346.404259797,0,41341.3231055172,0,1234375.47174211,0,2020-02-01
Búzios,408790.328740261,0,15577.9225358621,0,506772.501685552,0,2020-02-01
Sapinhoá,240361.077765113,0,10500.8470948276,0,306409.41083063,0,2020-02-01
Jubarte,145693.00886674,77943.0544074999,5046.94996655172,709.715655172414,177437.365235857,82407.0310325599,2020-02-01
Sul De Lula,54332.3326557133,0,2065.06622172414,0,67321.206827776,0,2020-02-01
Berbigão,62219.2364081708,0,709.459477241379,0,66681.6017227184,0,2020-02-01
Mero,42487.9634897612,0,2867.30934965517,0,60522.7945103158,0,2020-02-01
Lapa,30286.4393507,0,896.99890275862106,0,35928.3920192602,0,2020-02-01
Marlim Leste,10880.16387337,42462.02733243,196.026805517241,722.240848275862,12113.1352349804,47004.785042324,2020-02-01
Sudoeste De Sapinhoá,5423.7225009124,0,236.950342758621,0,6914.09513629901,0,2020-02-01
Anc_Lula,4070.3079775341,0,154.704303103448,0,5043.3686502372,0,2020-02-01
Noroeste De Sapinhoa,3154.8936759179,0,137.830190344828,0,4021.8193854507,0,2020-02-01
Tambuatá,2638.4930763388,0,100.545950344828,0,3270.9080002772,0,2020-02-01
Marlim,2549.4335809115,81955.847904756,75.2079844827586,1175.80696482759,3022.477513791,89351.4503101982,2020-02-01
Barracuda,2430.43832473,37189.1643692663,78.6407237931034,1008.54414310345,2925.0735356511,43532.7154059998,2020-02-01
Caratinga,2243.48153052,8821.2653475837,72.5914365517241,250.308127241379,2700.0678740574,10395.6559093878,2020-02-01
Voador,1325.094573604,0,39.0901293103448,0,1570.9640598415,0,2020-02-01
Nordeste De Sapinhoá,656.436302606999,0,28.6780820689655,0,836.815989985199,0,2020-02-01
Anc_Brava,92.2270610944999,0,2.72068275862069,0,109.3396387165,0,2020-02-01
Outros Campos,0,729324.362361877,0,44939.7558737931,0,1011986.88825442,2020-02-01
Total Geral,1993981.484013796,977695.7217234129,80128.86328517237,48806.3716124138,2497976.809593506,1284678.5259548896,2020-02-01
Lula,876623.369766009,0,37917.8231322581,0,1115119.27288152,0,2020-03-01
Búzios,520044.999925578,0,19792.2324125806,0,644534.381276552,0,2020-03-01
Sapinhoá,231792.138540726,0,10255.6567616129,0,296298.270996487,0,2020-03-01
Jubarte,135266.482861065,76809.0698799033,4791.26002870968,693.131751935484,165402.598102243,81168.7369045447,2020-03-01
Sul De Lula,55174.5150766782,0,2174.78314709677,0,68853.4878631189,0,2020-03-01
Berbigão,62763.4432432045,0,794.976055806452,0,67763.6915887764,0,2020-03-01
Mero,43048.2406071572,0,2929.0965516129,0,61471.7013884576,0,2020-03-01
Lapa,28106.5049670032,0,842.175312580645,0,33403.6276698261,0,2020-03-01
Marlim Leste,7703.05766983935,40217.8441487671,122.230977096774,580.854446129032,8471.86729189241,43871.3082525739,2020-03-01
Sudoeste De Sapinhoá,5230.36534989837,0,231.41766,0,6685.93846194297,0,2020-03-01
Anc_Lula,4133.39557565643,0,162.923225806452,0,5158.15171056611,0,2020-03-01
Tambuatá,3356.57433246351,0,127.746746129032,0,4160.07709373336,0,2020-03-01
Noroeste De Sapinhoa,3042.42088309171,0,134.611930322581,0,3889.10434855398,0,2020-03-01
Barracuda,3052.58984819243,42177.0148691579,80.5578519354839,872.762894193548,3559.28343087475,47666.5276486854,2020-03-01
Caratinga,2817.77524448531,9842.3756378547,74.3610935483871,223.004282258065,3285.49239429689,11245.0302024443,2020-03-01
Marlim,2677.25468043415,72437.5127384371,83.4515719354839,1003.64051354839,3202.14921210968,78750.2208769589,2020-03-01
Voador,1391.53093009811,0,43.3748177419355,0,1664.35029247951,0,2020-03-01
Nordeste De Sapinhoá,633.034236751807,0,28.0084693548387,0,809.202187384565,0,2020-03-01
Anc_Brava,96.8510604629,0,3.01889870967742,0,115.839359756016,0,2020-03-01
Outros Campos,0,744947.186750369,0,37786.2385674194,0,982615.447954109,2020-03-01
Total Geral,1986954.5447987951,986431.0040244891,80589.70664483872,41159.63245548392,2493848.4875505716,1245317.2718393162,2020-03-01
Lula,1032997.51290772,0,45681.675154,0,1320326.5701081,0,2020-04-01
Búzios,514615.365932257,0,19518.1319453333,0,637380.707423334,0,2020-04-01
Sapinhoá,200991.827487345,0,10046.3520293333,0,264181.472944966,0,2020-04-01
Jubarte,94729.5423535151,53161.680425768,3229.36130733333,446.335513333333,115041.611397993,55969.0460008871,2020-04-01
Sul De Lula,61758.0302968612,0,2475.115259,0,77326.035004072,0,2020-04-01
Berbigão,60572.3735058851,0,756.503494,0,65330.6367474813,0,2020-04-01
Mero,36243.1345943127,0,2444.159105,0,51616.4309745328,0,2020-04-01
Lapa,28712.6471934667,0,886.289052,0,34287.2369356268,0,2020-04-01
Marlim Leste,6219.06766828867,39359.3570040247,105.737569333333,565.721206333333,6884.13688925716,42917.6359048321,2020-04-01
Sudoeste De Sapinhoá,4535.35953299992,0,226.694742666667,0,5961.22639237215,0,2020-04-01
Anc_Lula,4626.59910173246,0,185.422501,0,5792.87140274727,0,2020-04-01
Tambuatá,3321.5292825028,0,125.977600333333,0,4113.9044528554,0,2020-04-01
Noroeste De Sapinhoa,2638.1468960409,0,131.864693666667,0,3467.55076491244,0,2020-04-01
Marlim,2264.93936127766,77161.8184934772,63.1715623333333,992.808579666667,2662.27648575748,83406.3958259504,2020-04-01
Voador,1177.22575353741,0,32.834073,0,1383.74583423354,0,2020-04-01
Nordeste De Sapinhoá,548.917192931303,0,27.436874,0,721.489917385243,0,2020-04-01
Barracuda,537.49951259524,9105.42447014323,12.9266766666667,198.548359666667,618.805852760007,10354.2559282582,2020-04-01
Caratinga,496.15339624176,2212.2057451931,11.932316,61.9976763333333,571.20539674172,2602.15934977126,2020-04-01
Anc_Brava,81.9353379375933,0,2.28526,0,96.3091891381933,0,2020-04-01
Outros Campos,0,720295.991802478,0,35776.5206943333,0,945323.509430902,2020-04-01
Total Geral,2057067.8073074487,901296.4779410842,85963.87121499993,38041.932029666634,2597764.2241142658,1140573.0024406011,2020-04-01
Lula,888655.19983898,0,39281.161983871,0,1135726.24529675,0,2020-05-01
Búzios,470989.129143581,0,17755.9853845161,0,582670.903574964,0,2020-05-01
Sapinhoá,218281.507056946,0,10197.7311793548,0,282423.298606164,0,2020-05-01
Jubarte,116566.962136257,54581.610552069,4220.52662870968,465.604914516129,143113.272730781,57510.1769994417,2020-05-01
Sul De Lula,52598.2736045624,0,2110.22890806452,0,65871.2124927956,0,2020-05-01
Berbigão,48169.7449101919,0,593.386841935484,0,51902.0354024661,0,2020-05-01
Lapa,28637.003774171,0,902.540457096774,0,34313.8117666228,0,2020-05-01
Mero,22406.2914431438,0,1506.00123129032,0,31878.753047726,0,2020-05-01
Marlim Leste,6315.9565372729,32293.5896872013,109.385100967742,527.319329677419,7003.96803919082,35610.3280801996,2020-05-01
Sudoeste De Sapinhoá,4925.49932440813,0,230.110587419355,0,6372.85119826426,0,2020-05-01
Anc_Lula,3940.39749548261,0,158.087326129032,0,4934.73674024225,0,2020-05-01
Tambuatá,3039.94848051897,0,114.604014193548,0,3760.78595503369,0,2020-05-01
Noroeste De Sapinhoa,2865.08513184184,0,133.851628709677,0,3706.98644461625,0,2020-05-01
Albacora,2402.03217846193,11116.7619326228,72.7593825806452,193.732441290323,2859.6748706115,12335.3021791751,2020-05-01
Barracuda,1588.17411139769,16535.7489210129,46.6681374193548,345.449744193548,1881.70782881933,18708.5621765389,2020-05-01
Caratinga,1466.00687205941,7406.42562650423,43.0782793548387,203.53613516129,1736.96106432826,8686.62924480306,2020-05-01
Marlim,1273.15818907589,74029.3143252895,42.4181248387097,979.240219354839,1539.96013486765,80188.5492493898,2020-05-01
Voador,661.737192227287,0,22.0472596774194,0,800.410266618916,0,2020-05-01
