Campo,Petróleo (bbl/d) Pré Sal,Petróleo (bbl/d) Pós Sal,Gás natural (Mm³/d) Pré Sal,Gás natural (Mm³/d) Pós Sal,Produção (boe/d) Pré Sal,Produção (boe/d) Pós Sal,mes
Tambuatá,3724.017660735667,0,158.98043333333334,0,4723.97438012,0,2023-04-01
Noroeste de Sapinhoá,2299.910958566667,0,108.94550000000001,0,2985.157453921667,0,2023-04-01
Anc_Norte_Atapu,1517.924669487667,0,56.62536666666667,0,1874.0874670013336,0,2023-04-01
Nordeste de Sapinhoá,478.5413244200001,0,22.668133333333337,0,621.1195761413335,0,2023-04-01
Anc_Forno,104.42698984566667,0,3.7676000000000003,0,128.12447800166666,0,2023-04-01
Total,2370190.587114481,214570.2290458847,103157.42636666667,3545.2136333333333,3019031.1990498044,236868.94920896104,2023-04-01
Tupi,804443.7560049879,0,40009.18970967742,0,1056093.957532814,0,2023-12-01
Búzios,707992.9187900504,0,29814.205064516136,0,895518.6039468946,0,2023-12-01
Mero,218714.27067549358,0,14360.284709677422,0,309037.73304526974,0,2023-12-01
Sapinhoá,159051.17598636096,0,7449.649838709678,0,205908.0580383755,0,2023-12-01
Sépia,144485.53285578455,0,5095.004096774193,0,176532.14057371585,0,2023-12-01
Atapu,130767.52846266549,0,4929.398903225807,0,161772.5109781642,0,2023-12-01
Jubarte,73612.88101551677,58437.506341202585,2552.082935483871,585.9250322580644,89664.99778395258,62122.86346834968,2023-12-01
Berbigão,68115.49191677841,0,1227.850258064516,0,75838.43674845519,0,2023-12-01
Sururu,61426.0829831829,0,2179.572677419355,0,75135.18100534193,0,2023-12-01
Itapu,67705.22749439388,0,956.1511612903226,0,73719.23663018936,0,2023-12-01
Itapu_Eco,63232.39792327838,0,892.9846129032259,0,68849.10147136322,0,2023-12-01
Sul de Tupi,46102.231256905805,0,2112.4011290322574,0,59388.833002304185,0,2023-12-01
Lapa,48203.11747742259,0,1722.914806451613,0,59039.92425619001,0,2023-12-01
Oeste de Atapu,27155.411637562906,0,1023.6474193548387,0,33593.95941229517,0,2023-12-01
Sépia Leste,19835.149166661293,0,699.4483548387097,0,24234.54642340936,0,2023-12-01
Sul de Berbigão,17608.05202447871,0,847.1946129032258,0,22936.745172663548,0,2023-12-01
Barracuda,14441.780134114515,23735.678664937415,243.13125806451615,377.8434838709677,15971.029552401289,26112.242388223865,2023-12-01
Caratinga,13330.874500605807,4397.429357806451,224.42880645161293,69.40254838709679,14742.489051713226,4833.958200677096,2023-12-01
Marlim Leste,11468.435585880323,71250.43852437161,219.70590322580645,1226.7678387096773,12850.343973049032,78966.57514396613,2023-12-01
Marlim,10232.18357523516,43636.13797228516,322.4707096774194,699.7254838709677,12260.463069671288,48037.278317991615,2023-12-01
Anc_Mero,7932.64182175226,0,520.8393870967742,0,11208.622607107422,0,2023-12-01
Voador,5318.283715531935,0,167.60751612903226,0,6372.503146555483,0,2023-12-01
Marlim Sul,5527.16363899871,66936.98381118388,77.26022580645161,1193.6929032258065,6013.115779878387,74445.08537082259,2023-12-01
Tambuatá,4569.663833727743,0,192.43258064516127,0,5780.028203795485,0,2023-12-01
Sudoeste de Sapinhoá,3588.974310575162,0,168.10064516129032,0,4646.2954295170975,0,2023-12-01
Anc_Tupi,3453.749685385162,0,158.25058064516136,0,4449.115770032905,0,2023-12-01
Noroeste de Sapinhoá,2087.6510399970966,0,97.7816129032258,0,2702.6788066519352,0,2023-12-01
Anc_Norte_Atapu,1514.6576677780645,0,57.09629032258065,0,1873.7824856119355,0,2023-12-01
Nordeste de Sapinhoá,434.37630757096775,0,20.345290322580652,0,562.3443180948387,0,2023-12-01
Total,2742351.6614886774,268394.17467178707,118341.4310967742,4153.35729032258,3486696.7782154786,294518.00289003097,2023-12-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-02-01
Tupi,824496.8062840939,0,38805.76021428571,0,1068577.6649375102,0,2023-02-01
Búzios,605416.8349248454,0,26438.95003571429,0,771712.8072489814,0,2023-02-01
Mero,215243.00934748002,0,13935.34192857143,0,302893.6623632279,0,2023-02-01
Sapinhoá,169420.72746852893,0,8442.266000000001,0,222520.97657798894,0,2023-02-01
Sépia,147035.99746334073,0,5051.33575,0,178807.93957704824,0,2023-02-01
Atapu,115571.56460980534,0,4281.499964285714,0,142501.38590016926,0,2023-02-01
Sururu,75874.85635703929,0,2657.654428571429,0,92590.99775841215,0,2023-02-01
Jubarte,65086.16024075965,57008.53756662856,2297.9895714285713,810.3310357142857,79540.07802702679,62105.36581837463,2023-02-01
Sul de Tupi,49621.43674135393,0,2200.1949642857144,0,63460.24502966786,0,2023-02-01
Berbigão,57121.551524892144,0,756.3759642857143,0,61879.012628816075,0,2023-02-01
Lapa,41608.178142225,0,1607.6007142857143,0,51719.68119094643,0,2023-02-01
Oeste de Atapu,23999.79169985286,0,889.1036785714286,0,29592.08490836822,0,2023-02-01
Itapu,26454.123858608215,0,313.44960714285713,0,28425.662332111428,0,2023-02-01
Itapu_Eco,24706.47768650107,0,292.7420714285714,0,26547.769694793213,0,2023-02-01
Sépia Leste,20185.280490971076,0,693.4534642857143,0,24546.971025170005,0,2023-02-01
Sul de Berbigão,20373.923124674642,0,414.3688571428571,0,22980.224506020357,0,2023-02-01
Barracuda,16864.624496770713,20683.719853962142,303.58760714285717,303.5726071428572,18774.13286405393,22593.133874095358,2023-02-01
Caratinga,15567.345793005,3048.924521124643,280.23475,47.61635714285715,17329.969125902502,3348.4223604453573,2023-02-01
Albacora,9269.10924469357,15980.612143153212,311.52403571428573,293.1839642857143,11228.536239769643,17824.68357355714,2023-02-01
Anc_Mero,7806.741448585713,0,505.4270000000001,0,10985.781247455714,0,2023-02-01
Marlim Sul,9630.999078945357,83653.23795087931,173.4509642857143,1423.2411785714287,10721.972688619286,92605.15454826967,2023-02-01
Marlim Leste,9053.636303254641,37438.68106411072,182.12782142857145,578.98875,10199.185695754284,41080.410293748224,2023-02-01
Sudoeste de Sapinhoá,3822.961793252857,0,190.49882142857146,0,5021.1631852625005,0,2023-02-01
Tambuatá,3907.5974766128575,0,170.64735714285715,0,4980.936930043572,0,2023-02-01
Anc_Tupi,3717.3931729407145,0,164.82775,0,4754.128403168214,0,2023-02-01
Noroeste de Sapinhoá,2223.757158870357,0,110.81010714285715,0,2920.7316788785715,0,2023-02-01
Anc_Norte_Atapu,1338.6447624110715,0,49.591857142857144,0,1650.5681213867858,0,2023-02-01
Nordeste de Sapinhoá,462.6959452135714,0,23.056214285714287,0,607.71515239,0,2023-02-01
Anc_Forno,157.42316176857142,0,5.290821428571428,0,190.70142329821428,0,2023-02-01
Total,2566039.6498012966,217813.71309985864,111549.16232142861,3456.933892857143,3267662.6864622417,239557.17046849043,2023-02-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-01-01
Tupi,804538.7004840408,0,38540.38019354841,0,1046950.3692292235,0,2023-01-01
Búzios,579541.0295307315,0,24877.348516129037,0,736014.825000965,0,2023-01-01
Mero,212127.19208106774,0,13815.497096774196,0,299024.0438753291,0,2023-01-01
Sapinhoá,158170.53765928998,0,7783.128,0,207124.93398496998,0,2023-01-01
Sépia,147409.15889073387,0,4928.2466774193545,0,178406.8941248329,0,2023-01-01
Atapu,114039.0233817742,0,4183.391967741935,0,140351.7640143971,0,2023-01-01
Sururu,73304.39870434644,0,2608.0163870967745,0,89708.32625607161,0,2023-01-01
Jubarte,61524.36552527195,53253.38467876483,2177.642870967742,733.2234838709677,75221.32543151356,57865.22107985128,2023-01-01
Berbigão,56242.66719974484,0,763.4345483870968,0,61044.525456535484,0,2023-01-01
Sul de Tupi,46310.220259220645,0,2093.794290322581,0,59479.78852443452,0,2023-01-01
Lapa,32920.573368180645,0,1146.3349032258066,0,40130.80210583936,0,2023-01-01
Oeste de Atapu,23681.541661576128,0,868.7303548387097,0,29145.690534744193,0,2023-01-01
Itapu,26328.34646282129,0,308.4251935483871,0,28268.28232945387,0,2023-01-01
Itapu_Eco,24589.009680444837,0,288.0496129032258,0,26400.787016179675,0,2023-01-01
Sépia Leste,20236.50823257129,0,676.5557096774194,0,24491.91510085742,0,2023-01-01
Sul de Berbigão,19812.30701150645,0,362.5893870967742,0,22092.925364361614,0,2023-01-01
Barracuda,17970.575571580644,26062.36176015871,289.53487096774194,306.7696774193549,19791.69489834226,27991.884744887742,2023-01-01
Caratinga,16588.22344846129,2696.3214319187095,267.26290322580644,31.185322580645167,18269.2563298,2892.4711857396774,2023-01-01
Marlim Leste,12499.507704515485,47030.91642808129,227.85325806451613,712.0440000000001,13932.661405622259,51509.53789972129,2023-01-01
Marlim Sul,12583.387799087097,77380.91870959935,205.4959677419355,1385.5700322580649,13875.91839195,86095.89095419645,2023-01-01
Anc_Mero,7693.73272216871,0,501.0801612903226,0,10845.431731454195,0,2023-01-01
Albacora,6578.64943743742,6611.849286485484,218.38332258064517,103.68564516129032,7952.239043638388,7264.01229427742,2023-01-01
Tambuatá,3740.5849053006455,0,160.56816129032262,0,4750.528131866129,0,2023-01-01
Sudoeste de Sapinhoá,3569.102568917097,0,175.62545161290322,0,4673.753290726452,0,2023-01-01
Anc_Tupi,3469.3319795203224,0,156.8564838709677,0,4455.929460336773,0,2023-01-01
Noroeste de Sapinhoá,2076.0917894967747,0,102.1585806451613,0,2718.6498516245165,0,2023-01-01
Anc_Norte_Atapu,1320.8937809180645,0,48.455548387096776,0,1625.6699737187096,0,2023-01-01
Nordeste de Sapinhoá,431.97136828290326,0,21.256129032258066,0,565.6683812312904,0,2023-01-01
Anc_Forno,111.72934428064517,0,3.708935483870968,0,135.05784377645162,0,2023-01-01
Total,2489409.3625532896,213035.75229500837,107799.80548387098,3272.478161290323,3167449.6570837963,233619.01815867386,2023-01-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-07-01
Tupi,865713.8709753951,0,41632.65170967742,0,1127575.3400254413,0,2023-07-01
Búzios,641485.5545669006,0,27338.994774193554,0,813442.637287571,0,2023-07-01
Mero,217394.8491159097,0,14003.851354838709,0,305476.4134060878,0,2023-07-01
Sapinhoá,174821.4408904752,0,8296.187290322581,0,227002.8826710191,0,2023-07-01
Sépia,145161.6127646529,0,4891.64,0,175929.09895305292,0,2023-07-01
Atapu,88913.88571710871,0,3277.1498709677417,0,109526.53574702033,0,2023-07-01
Sururu,66143.05193524259,0,2363.1574838709676,0,81006.86350886904,0,2023-07-01
Jubarte,62568.477840316766,69627.12844678547,2415.7928709677417,825.8240322580643,77763.35599805838,74821.40470312256,2023-07-01
Sul de Tupi,51319.24395901031,0,2305.724677419355,0,65821.81409228934,0,2023-07-01
Berbigão,56788.24876839548,0,957.526193548387,0,62810.90659583806,0,2023-07-01
Lapa,47225.591728700005,0,1697.998258064516,0,57905.678152256776,0,2023-07-01
Itapu,47821.15253340484,0,710.1055806451614,0,52287.58171560259,0,2023-07-01
Itapu_Eco,44661.930505565164,0,663.1936774193549,0,48833.292729734196,0,2023-07-01
Sépia Leste,19927.96221171258,0,671.5302258064517,0,24151.75974129226,0,2023-07-01
Sul de Berbigão,19245.14632212839,0,586.0516129032259,0,22931.29961748323,0,2023-07-01
Oeste de Atapu,18464.011774771938,0,680.5387096774194,0,22744.470956288067,0,2023-07-01
Barracuda,13804.990030653871,14943.654421766454,242.04296774193546,292.9831935483871,15327.394309586774,16786.463042379033,2023-07-01
Caratinga,12743.067814248385,3183.873822200646,223.42429032258065,57.169612903225804,14148.364149762256,3543.4598251354846,2023-07-01
Marlim Leste,11249.470053527097,53222.613102170966,217.3025806451613,831.8281290322581,12616.261998294838,58454.653986439356,2023-07-01
Anc_Mero,7884.787324095485,0,507.9117419354839,0,11079.45567763871,0,2023-07-01
Marlim Sul,9175.163149790646,76989.48131172163,135.6273548387097,1312.3782580645163,10028.23344252871,85244.0912030784,2023-07-01
Tambuatá,4140.399315612904,0,176.45658064516132,0,5250.277681120646,0,2023-07-01
Sudoeste de Sapinhoá,3944.82923879742,0,187.20264516129035,0,5122.298308359355,0,2023-07-01
Anc_Tupi,3844.5824499145156,0,172.73341935483873,0,4931.042838306774,0,2023-07-01
Noroeste de Sapinhoá,2294.6440204638716,0,108.89287096774194,0,2979.5594892054846,0,2023-07-01
Anc_Norte_Atapu,1029.8738083816131,0,37.95864516129033,0,1268.6264743035485,0,2023-07-01
Nordeste de Sapinhoá,477.4454772003227,0,22.657193548387095,0,619.9549197529034,0,2023-07-01
Total,2638245.284292376,217966.75110464517,114524.30458064516,3320.183225806452,3358581.4004867636,238850.07276015484,2023-07-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-06-01
Tupi,790004.9191908446,0,37782.73073333334,0,1027651.116784672,0,2023-06-01
Búzios,621627.949195942,0,26359.122866666665,0,787421.8237939307,0,2023-06-01
Mero,208691.91833381634,0,13453.429300000002,0,293311.4324792494,0,2023-06-01
Sapinhoá,179468.58364532134,0,8506.1666,0,232970.75538766733,0,2023-06-01
Sépia,146569.76074446633,0,4831.018733333333,0,176955.95068357367,0,2023-06-01
Atapu,108912.23071335068,0,4062.9077666666667,0,134467.14861320835,0,2023-06-01
Sururu,75283.60933494866,0,2696.6159000000002,0,92244.81098892767,0,2023-06-01
Jubarte,56270.456966788326,65780.49411882099,2084.2530333333334,791.7440333333333,69380.01253837867,70760.41365712133,2023-06-01
Sul de Tupi,47577.25605410168,0,2150.1784666666667,0,61101.47007552635,0,2023-06-01
Berbigão,54750.37698907401,0,870.7448333333334,0,60227.19654922234,0,2023-06-01
Lapa,46158.46675730667,0,1660.4703666666667,0,56602.509874270334,0,2023-06-01
Itapu,39057.803175572335,0,518.0463333333333,0,42316.21618343567,0,2023-06-01
Itapu_Eco,36477.516598144,0,483.8224666666667,0,39520.66798720867,0,2023-06-01
Oeste de Atapu,22616.902571886003,0,843.7104333333334,0,27923.680892570337,0,2023-06-01
Sul de Berbigão,20887.764195655334,0,574.3562000000001,0,24500.355565977334,0,2023-06-01
Sépia Leste,20121.274740454333,0,663.2081333333334,0,24292.727889575668,0,2023-06-01
Barracuda,19502.465621186337,22870.551320435337,377.4284,374.9424,21876.418545790337,25228.86777737934,2023-06-01
Caratinga,18002.275909635002,3592.315119485334,348.39543333333336,64.6357,20193.616990169336,3998.861391702334,2023-06-01
Marlim Leste,11699.306369153,54330.734703456,225.1157,911.5157000000002,13115.241350170001,60063.995268473,2023-06-01
Anc_Mero,7569.136807287334,0,487.9481666666667,0,10638.238065469,0,2023-06-01
Marlim Sul,5838.939856033667,55077.38463029468,118.73026666666668,1020.770766666667,6585.730674616334,61497.83880618234,2023-06-01
Sudoeste de Sapinhoá,4049.691023595,0,191.9408,0,5256.962186843,0,2023-06-01
Tambuatá,4012.2303828573345,0,170.1321,0,5082.328966758334,0,2023-06-01
Anc_Tupi,3564.251245227332,0,161.08066666666662,0,4577.418033233998,0,2023-06-01
Noroeste de Sapinhoá,2355.6409814303333,0,111.64903333333335,0,3057.892187780667,0,2023-06-01
Anc_Norte_Atapu,1261.5111301226668,0,47.05993333333334,0,1557.5091694020002,0,2023-06-01
Nordeste de Sapinhoá,490.137218136,0,23.230666666666668,0,636.2536976426667,0,2023-06-01
Total,2552822.3757523363,201651.47989249232,109803.49333333335,3163.6086000000005,3243465.4861552697,221549.97690085834,2023-06-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-05-01
Tupi,835365.4531173058,0,40608.768741935484,0,1090786.892838019,0,2023-05-01
Búzios,539090.4386730043,0,22313.808967741934,0,679440.0574563972,0,2023-05-01
Mero,208181.5904130229,0,13341.751451612903,0,292098.67211089225,0,2023-05-01
Sapinhoá,172661.19915326807,0,8258.365612903226,0,224604.7497689629,0,2023-05-01
Sépia,144718.46379530872,0,4809.524483870968,0,174969.4589892052,0,2023-05-01
Atapu,129356.72549994515,0,4769.0596774193555,0,159353.2047495742,0,2023-05-01
Sururu,70977.27552532226,0,2533.8300322580644,0,86914.58500051935,0,2023-05-01
Jubarte,66217.10328865226,62024.02681428937,2510.4354516129033,844.1875161290325,82007.26529656161,67333.80589511292,2023-05-01
Sul de Tupi,49606.2781180958,0,2288.0799677419354,0,63997.8663799987,0,2023-05-01
Berbigão,56748.32835881097,0,873.5957741935483,0,62243.07979529129,0,2023-05-01
Lapa,46762.377656764525,0,1716.6324193548387,0,57559.66941434678,0,2023-05-01
Oeste de Atapu,26862.442026823548,0,990.3511612903227,0,33091.562664619036,0,2023-05-01
Itapu,26514.152928442905,0,390.5346451612903,0,28970.54164492484,0,2023-05-01
Itapu_Eco,24762.54107460871,0,364.7346451612903,0,27056.652693090648,0,2023-05-01
Sul de Berbigão,21066.01223041613,0,530.3323548387096,0,24401.701979204194,0,2023-05-01
Sépia Leste,19867.126560701294,0,660.2573225806451,0,24020.01967084226,0,2023-05-01
Barracuda,14715.243015072905,21632.87750162129,269.0534516129032,398.4315483870967,16407.53810556226,24138.936238981936,2023-05-01
Caratinga,13583.301619261934,2150.5308792583874,248.35706451612904,35.19425806451613,15145.420367226128,2371.8960755751614,2023-05-01
Marlim Leste,10916.148065284193,39981.77540564128,200.19367741935486,725.6866774193547,12175.328259453225,44546.20672614031,2023-05-01
Anc_Mero,7550.627167945807,0,483.89767741935486,0,10594.25161835484,0,2023-05-01
Albacora,8697.625557308387,12611.153455192258,300.57232258064516,328.18241935483877,10588.168357599356,14675.358518274516,2023-05-01
Sudoeste de Sapinhoá,3896.0834141945156,0,186.34932258064518,0,5068.1852468554835,0,2023-05-01
Anc_Tupi,3716.2561231177433,0,171.41148387096774,0,4794.401788484195,0,2023-05-01
Tambuatá,3479.5009791135485,0,144.02206451612903,0,4385.372400727742,0,2023-05-01
Noroeste de Sapinhoá,2266.290977263548,0,108.39654838709679,0,2948.084671274193,0,2023-05-01
Anc_Norte_Atapu,1498.3161327067744,0,55.23916129032258,0,1845.7599617822582,0,2023-05-01
Nordeste de Sapinhoá,471.5458383174194,0,22.55406451612904,0,613.406618851613,0,2023-05-01
Anc_Forno,147.71720233548388,0,5.1048064516129035,0,179.82546500290323,0,2023-05-01
Marlim Sul,129.75269338709677,38819.64211024195,3.9375483870967742,624.0699677419354,154.51912460774193,42744.92363404485,2023-05-01
Total,2509825.917205802,177220.00616624457,109159.15190322578,2955.7523870967743,3196416.2424382307,195811.12708813,2023-05-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-03-01
Tupi,850439.7296465191,0,40553.41999999999,0,1105513.036296719,0,2023-03-01
Búzios,489959.5427715315,0,21837.094741935485,0,627310.7196503048,0,2023-03-01
Sapinhoá,173080.46814880738,0,8485.552903225807,0,226452.9836550461,0,2023-03-01
Sépia,147006.88942555065,0,5028.88306451613,0,178637.60841357484,0,2023-03-01
Mero,122669.14649526548,0,8022.696387096774,0,173130.38245779063,0,2023-03-01
Atapu,126487.8469857213,0,4707.198483870968,0,156095.23108155775,0,2023-03-01
Jubarte,63347.44382350291,58076.00478677709,2239.3854838709676,645.5481290322582,77432.75303380936,62136.37986424548,2023-03-01
Sururu,62261.49575028001,0,2118.3339032258064,0,75585.41351812871,0,2023-03-01
Sul de Tupi,51755.76103384937,0,2320.5640967741933,0,66351.66829538066,0,2023-03-01
Lapa,47539.968606325805,0,1721.2837096774192,0,58366.51609629193,0,2023-03-01
Berbigão,45938.19422948839,0,612.2515806451613,0,49789.140343946136,0,2023-03-01
Oeste de Atapu,26266.685223523225,0,977.5049354838711,0,32415.00554177903,0,2023-03-01
Itapu,25730.111677278066,0,334.4642258064516,0,27833.828109397742,0,2023-03-01
Itapu_Eco,24030.296205896775,0,312.36845161290324,0,25995.03441653613,0,2023-03-01
Sépia Leste,20181.28430946258,0,690.3711935483872,0,24523.58794635516,0,2023-03-01
Sul de Berbigão,16285.21814152129,0,355.54787096774197,0,18521.546695812904,0,2023-03-01
Barracuda,13605.615633273868,24910.19375566742,257.0695806451613,434.2265483870968,15222.534452311611,27641.396241978066,2023-03-01
Caratinga,12559.029191030968,3194.0278074087105,237.2949677419355,56.518,14051.569452083872,3549.5152889887104,2023-03-01
Albacora,8928.791900781935,14978.302550291293,315.19290322580645,246.6118709677419,10911.295375420645,16529.444362422906,2023-03-01
Marlim Sul,9304.491788245485,75078.98784280193,199.12822580645164,1439.9526774193544,10556.970494205163,84136.01659276096,2023-03-01
Marlim Leste,6039.765501951291,51387.003067654834,111.09690322580646,856.6226774193549,6738.543914830001,56774.996950313864,2023-03-01
Anc_Mero,4449.13991478742,0,290.9786129032258,0,6279.340104012259,0,2023-03-01
Sudoeste de Sapinhoá,3905.54369422871,0,191.47564516129032,0,5109.889121920645,0,2023-03-01
Anc_Tupi,3877.2837807958067,0,173.8452258064516,0,4970.737220525484,0,2023-03-01
Tambuatá,3162.390874697097,0,140.94516129032257,0,4048.9091596325807,0,2023-03-01
Noroeste de Sapinhoá,2271.793546528065,0,111.37822580645162,0,2972.3414249877424,0,2023-03-01
Anc_Norte_Atapu,1465.0862548883874,0,54.522612903225806,0,1808.0231307532263,0,2023-03-01
Nordeste de Sapinhoá,472.6907866345162,0,23.174451612903226,0,618.4536841338711,0,2023-03-01
Anc_Forno,151.64326115806452,0,5.353129032258065,0,185.31342567645163,0,2023-03-01
Total,2363173.3486035266,227624.51981060128,102428.37667741935,3679.4799032258065,3007428.3765129256,250767.74930070998,2023-03-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-11-01
Tupi,887160.8955953023,0,43866.5974,0,1163073.4585877964,0,2023-11-01
Búzios,713072.4967562326,0,29802.526366666665,0,900524.7251225562,0,2023-11-01
Mero,219908.318040749,0,14412.147266666667,0,310557.9860401017,0,2023-11-01
Sapinhoá,140512.30848616565,0,6347.263966666666,0,180435.39285634534,0,2023-11-01
Sépia,145344.007393854,0,5019.185566666667,0,176913.73096292967,0,2023-11-01
Atapu,124752.9052317537,0,4582.203866666667,0,153574.09693435236,0,2023-11-01
Itapu,75940.95549110566,0,1061.4972333333333,0,82617.571404298,0,2023-11-01
Jubarte,67541.08720588069,47168.62177462501,2394.783166666667,567.7076666666668,82603.81831541235,50739.395133501675,2023-11-01
Berbigão,73666.50484477768,0,1302.7821000000001,0,81860.75672517868,0,2023-11-01
Itapu_Eco,70924.04704781766,0,991.3712333333333,0,77159.58374495,0,2023-11-01
Sururu,60032.81018083267,0,2094.113066666667,0,73204.38348868334,0,2023-11-01
Sul de Tupi,51573.953751164,0,2355.9710333333346,0,66392.56391633434,0,2023-11-01
Lapa,49399.93921023667,0,1723.5184666666669,0,60240.542897061336,0,2023-11-01
Oeste de Atapu,25906.404642957004,0,951.5483666666667,0,31891.46307510067,0,2023-11-01
Sul de Berbigão,20281.321262168,0,921.3163666666667,0,26076.226158391666,0,2023-11-01
Sépia Leste,19953.001985902,0,689.0399,0,24286.932039321,0,2023-11-01
Barracuda,13509.680157457666,26864.98699216134,212.15760000000003,372.94329999999997,14844.111151513665,29210.72948993434,2023-11-01
Caratinga,12470.473975371666,4594.23446925,195.8377,67.18363333333333,13702.255899208665,5016.806758026333,2023-11-01
Marlim,9925.417043074,35641.80568728967,298.93170000000003,571.2638333333333,11805.640639051,39234.946658828005,2023-11-01
Anc_Mero,7975.948928807001,0,522.7204333333334,0,11263.761137591335,0,2023-11-01
Marlim Leste,8347.259056423001,61716.09961604934,165.97713333333334,973.6106666666667,9391.223689434335,67839.925723356,2023-11-01
Marlim Sul,6180.100618056001,58854.095383965665,91.15193333333333,1030.1922333333337,6753.428959855334,65333.808795108,2023-11-01
Voador,5158.838634919,0,155.3729,0,6136.104655067999,0,2023-11-01
Tambuatá,4602.449380430668,0,192.3572,0,5812.339620562668,0,2023-11-01
Anc_Tupi,3863.6640223556665,0,176.4976333333333,0,4973.8006014719995,0,2023-11-01
Sudoeste de Sapinhoá,3170.646886066333,0,143.22533333333334,0,4071.5070199196666,0,2023-11-01
Noroeste de Sapinhoá,1844.3150706870006,0,83.31186666666666,0,2368.3308827656674,0,2023-11-01
Anc_Norte_Atapu,1444.9907583120003,0,53.074933333333334,0,1778.8220047413336,0,2023-11-01
Nordeste de Sapinhoá,383.7452916463334,0,17.334733333333336,0,492.77747071366673,0,2023-11-01
Anc_Brava,359.056948755,0,10.814033333333334,0,427.07516375533334,0,2023-11-01
Total,2825207.5438992605,234839.843923341,120834.6305,3582.9013333333337,3585234.4111644654,257375.61255875434,2023-11-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-10-01
Tupi,831080.624546811,0,40539.315290322564,0,1086065.2152530348,0,2023-10-01
Búzios,639709.1752673603,0,25535.556354838718,0,800322.9729835885,0,2023-10-01
Mero,218851.91099351773,0,14108.53477419355,0,307591.9141015881,0,2023-10-01
Sapinhoá,166174.85024281553,0,7477.412677419355,0,213206.35527537458,0,2023-10-01
Sépia,143929.06707527454,0,4914.086483870969,0,174837.737382391,0,2023-10-01
Atapu,132082.34466394677,0,4838.573774193549,0,162516.0543746071,0,2023-10-01
Jubarte,71998.33954176193,63889.69848845775,2685.5303548387087,739.6510000000002,88889.81522292999,68541.96274476775,2023-10-01
Berbigão,73824.70254109257,0,1258.5184516129032,0,81740.54448323192,0,2023-10-01
Sururu,64138.705776547744,0,2224.517580645161,0,78130.49870046548,0,2023-10-01
Itapu,70541.18595466614,0,1016.6513548387097,0,76935.7298128442,0,2023-10-01
Itapu_Eco,65881.00384205162,0,949.4880967741935,0,71853.10356802291,0,2023-10-01
Sul de Tupi,48448.07798291741,0,2180.0550967741933,0,62160.210331158705,0,2023-10-01
Lapa,48499.367528422576,0,1708.270258064516,0,59244.062880299345,0,2023-10-01
Oeste de Atapu,27428.44823172097,0,1004.7866451612904,0,33748.365320322904,0,2023-10-01
Sul de Berbigão,20783.312459127097,0,864.9793870967742,0,26223.868457882258,0,2023-10-01
Sépia Leste,19758.757192343226,0,674.6117741935484,0,24001.93707578355,0,2023-10-01
Barracuda,14635.313326975484,21413.879911526776,236.09732258064517,261.83580645161294,16120.320627516452,23060.777385304194,2023-10-01
Caratinga,13509.520118990968,3116.2614081570964,217.93600000000004,39.839161290322586,14880.296151150967,3366.8421632325803,2023-10-01
Anc_Mero,7937.634104818389,0,511.70851612903226,0,11156.183446651938,0,2023-10-01
Marlim,9500.786816387741,33589.34106857838,230.57603225806452,505.7684516129032,10951.066249844838,36770.52853321774,2023-10-01
Marlim Leste,7577.484859542903,43945.24540941065,166.36270967741936,666.3826774193548,8623.874694499033,48136.66583766968,2023-10-01
Voador,4938.132671559355,0,119.84425806451613,0,5691.930284376129,0,2023-10-01
Marlim Sul,5017.0235265212905,80500.19455992324,82.68680645161291,1420.2030967741932,5537.1078286087095,89433.00220004453,2023-10-01
Tambuatá,4128.933803571291,0,164.81648387096774,0,5165.598171987743,0,2023-10-01
Sudoeste de Sapinhoá,3749.7189268032257,0,168.72729032258064,0,4810.981524747097,0,2023-10-01
Anc_Tupi,3629.4890057561292,0,163.31887096774196,0,4656.733673557743,0,2023-10-01
Noroeste de Sapinhoá,2181.152717794839,0,98.14577419354838,0,2798.470989775162,0,2023-10-01
Anc_Norte_Atapu,1529.8861093764515,0,56.04441935483871,0,1882.3948586787096,0,2023-10-01
Nordeste de Sapinhoá,453.8317043864517,0,20.421161290322583,0,582.2769288819356,0,2023-10-01
Anc_Brava,343.695913903871,0,8.341193548387096,0,396.1604364964516,0,2023-10-01
Total,2722262.4774467656,246454.62084605393,114225.91519354837,3633.6801935483863,3440721.781090298,269309.7788642365,2023-10-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-09-01
Búzios,694287.8181720965,0,29313.48083333333,0,878664.0430524049,0,2023-09-01
Mero,220472.00976464732,0,14269.990666666667,0,310227.53975975397,0,2023-09-01
Sapinhoá,173619.32556564303,0,7794.1138,0,222642.82048602102,0,2023-09-01
