Poço,Campo,Bacia,Localização,Petróleo (bbl/d),mes
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,39037.893201338,2019-11-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,36919.097112061,2019-11-01
7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,35848.6052053747,2019-11-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,32920.7072569314,2019-11-01
7-LL-27-RJS,Lula,Santos,Mar,31627.296296609,2019-11-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,30804.5061273102,2019-11-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,30601.2859262427,2019-11-01
9-LL-20D-RJS,Lula,Santos,Mar,29637.095372782,2019-11-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,29387.0026731463,2019-11-01
7-LL-83D-RJS,Lula,Santos,Mar,28587.4143507823,2019-11-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28204.5617949319,2019-11-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28132.9831260543,2019-11-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28032.7598321818,2019-11-01
7-LL-103D-RJS,Lula,Santos,Mar,27862.0327874777,2019-11-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27517.5631702679,2019-11-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27484.5106233623,2019-11-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,27247.6263255493,2019-11-01
7-LL-51-RJS,Lula,Santos,Mar,26917.8559901163,2019-11-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26675.3888464643,2019-11-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,26636.5880296202,2019-11-01
7-LL-36A-RJS,Lula,Santos,Mar,26635.8695509137,2019-11-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,26506.797827526,2019-11-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,26189.540440107,2019-11-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25908.1102675075,2019-11-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,25243.5018589857,2019-11-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,46902.3056395548,2019-12-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,45280.0011199803,2019-12-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,44971.1572461835,2019-12-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,43144.1135534698,2019-12-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,41888.653654090696,2019-12-01
7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,38572.18434728,2019-12-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,34829.9857993397,2019-12-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,32262.3457661661,2019-12-01
7-LL-27-RJS,Lula,Santos,Mar,31755.1020097452,2019-12-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,30975.8797675258,2019-12-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,30722.5685531761,2019-12-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,30348.2419463064,2019-12-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,29977.7004497042,2019-12-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29726.4533643312,2019-12-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,28351.0030700145,2019-12-01
7-LL-83D-RJS,Lula,Santos,Mar,28324.4460719148,2019-12-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28288.2964135702,2019-12-01
7-LL-84D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28278.9205448152,2019-12-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28013.0600395235,2019-12-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27852.2723888212,2019-12-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27017.0199104305,2019-12-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26759.3696097832,2019-12-01
9-LL-20D-RJS,Lula,Santos,Mar,26679.3813676126,2019-12-01
3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,26208.3880180897,2019-12-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26067.4393797148,2019-12-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,26003.7240933968,2019-12-01
8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25812.6290337889,2019-12-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25780.0311865139,2019-12-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,25655.5273131952,2019-12-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25618.2982504115,2019-12-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,44658.8969910713,2020-01-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,42089.8531108561,2020-01-01
7-BUZ-29D-RJS,Tambuatá,Santos,Mar,41899.4110552645,2020-01-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,38579.8274809155,2020-01-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,37991.0836128681,2020-01-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,37490.3116651429,2020-01-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,33853.2070852639,2020-01-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,33280.3616250285,2020-01-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,33148.0077807159,2020-01-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,32568.6597160632,2020-01-01
7-LL-27-RJS,Lula,Santos,Mar,31974.0618609797,2020-01-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,31286.4594259855,2020-01-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,30565.7629730689,2020-01-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29206.5500565989,2020-01-01
8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28422.2537576965,2020-01-01
7-LL-84D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28307.7207833616,2020-01-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28300.9359267642,2020-01-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27917.6898580139,2020-01-01
7-LL-83D-RJS,Lula,Santos,Mar,27670.4176282152,2020-01-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27294.0953660811,2020-01-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,26862.8961105261,2020-01-01
9-LL-20D-RJS,Lula,Santos,Mar,26849.8510445861,2020-01-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,26750.8428856678,2020-01-01
7-LL-103D-RJS,Lula,Santos,Mar,25882.6904969494,2020-01-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25645.3129803036,2020-01-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25282.1789219244,2020-01-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24956.1827382866,2020-01-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24712.3014424495,2020-01-01
7-LL-51-RJS,Lula,Santos,Mar,24682.4817352665,2020-01-01
3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,24625.1606677655,2020-01-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,42487.9634897612,2020-02-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,41456.50577233,2020-02-01
7-BUZ-31D-RJS,Tambuatá,Santos,Mar,37831.0577701,2020-02-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,36478.90846803,2020-02-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,34674.48799212,2020-02-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,32796.21516987,2020-02-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,32685.6981849976,2020-02-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,32276.90676727,2020-02-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,31994.5703962954,2020-02-01
7-LL-27-RJS,Lula,Santos,Mar,31572.22334923,2020-02-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,31387.71198977,2020-02-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,31041.64751113,2020-02-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,30758.62818391,2020-02-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,30224.6660118754,2020-02-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,28992.25390113,2020-02-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27325.5216366841,2020-02-01
7-LL-83D-RJS,Lula,Santos,Mar,27306.5225737,2020-02-01
9-LL-20D-RJS,Lula,Santos,Mar,26683.59237092,2020-02-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26264.8477626474,2020-02-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26248.2459067529,2020-02-01
7-LL-103D-RJS,Lula,Santos,Mar,25605.57489454,2020-02-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25238.2091805176,2020-02-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24516.3042128129,2020-02-01
7-LL-51-RJS,Lula,Santos,Mar,24246.56991646,2020-02-01
7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24002.0676245332,2020-02-01
7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,23884.3659263385,2020-02-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,23883.14100753,2020-02-01
7-SPH-8-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,23632.0804087966,2020-02-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,23601.2676468207,2020-02-01
7-LL-36A-RJS,Lula,Santos,Mar,23435.81058789,2020-02-01
7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,47189.3321914326,2020-03-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,43048.2406071572,2020-03-01
7-BUZ-31D-RJS,Tambuatá,Santos,Mar,38121.848559871,2020-03-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,38105.0271731658,2020-03-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,36984.6083034806,2020-03-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,35866.3273605042,2020-03-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,33459.9688072477,2020-03-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,32522.8881092777,2020-03-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,32313.6478912913,2020-03-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,31926.4804628152,2020-03-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,31880.5220385277,2020-03-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,31846.2851621284,2020-03-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,30917.1580810761,2020-03-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,30442.4856187871,2020-03-01
8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29520.421982191,2020-03-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28907.6920190702,2020-03-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28682.7120364829,2020-03-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,28439.8991866126,2020-03-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,28376.972681019,2020-03-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28051.3382426151,2020-03-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,28043.1316820026,2020-03-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,28036.1633516474,2020-03-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27967.1568478837,2020-03-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27612.0195829245,2020-03-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26972.0667174904,2020-03-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26759.9725205352,2020-03-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25974.8983161927,2020-03-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,25252.4359118729,2020-03-01
7-LL-51-RJS,Lula,Santos,Mar,25127.9589487961,2020-03-01
7-LL-73D-RJS,Lula,Santos,Mar,25009.7088976194,2020-03-01
7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,51700.299680558,2020-04-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,49437.264410399,2020-04-01
7-BUZ-10-RJS,Berbigão,Santos,Mar,43143.353454279,2020-04-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,38400.6010560643,2020-04-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,36980.8016157833,2020-04-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,36243.1345943127,2020-04-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,34066.3303046037,2020-04-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,32578.5635967833,2020-04-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,32570.5666967071,2020-04-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,32323.0849328447,2020-04-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,31155.7380995589,2020-04-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,30939.9095906679,2020-04-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,30897.531155055,2020-04-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,29416.6354063262,2020-04-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28559.2255231589,2020-04-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,28233.6022292837,2020-04-01
7-LL-103D-RJS,Lula,Santos,Mar,27987.181346708,2020-04-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27967.5235875649,2020-04-01
8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27744.1162622684,2020-04-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27651.0365047901,2020-04-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27545.1257592485,2020-04-01
9-LL-20D-RJS,Lula,Santos,Mar,27487.742128563,2020-04-01
9-LL-2-RJS,Lula,Santos,Mar,27082.8844606707,2020-04-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,27054.310692482,2020-04-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26933.8681795767,2020-04-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,26854.6735907043,2020-04-01
7-LL-51-RJS,Lula,Santos,Mar,26812.046709693,2020-04-01
3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,26731.3463507897,2020-04-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26573.9751096056,2020-04-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25378.5193502493,2020-04-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,51686.9620775839,2020-05-01
7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,50532.0009916584,2020-05-01
7-BUZ-30-RJS,Tambuatá,Santos,Mar,41459.8450457523,2020-05-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,40502.9147726319,2020-05-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,34264.0037412258,2020-05-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,34221.2876125448,2020-05-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,32083.440376599,2020-05-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,31534.0857964348,2020-05-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,29781.666588676,2020-05-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,28187.7822408062,2020-05-01
9-LL-20D-RJS,Lula,Santos,Mar,28142.7793157587,2020-05-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28051.5931381798,2020-05-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,28003.1834755158,2020-05-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27671.3700495061,2020-05-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,27237.791511001,2020-05-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27217.9344266292,2020-05-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26956.9951498403,2020-05-01
7-LL-103D-RJS,Lula,Santos,Mar,26516.8461845055,2020-05-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26000.9957746869,2020-05-01
8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25997.9338525705,2020-05-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25884.996858683,2020-05-01
3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,25746.1928953742,2020-05-01
7-LL-51-RJS,Lula,Santos,Mar,25545.3085378,2020-05-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25446.3169089082,2020-05-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25208.5854281323,2020-05-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,24995.4001885606,2020-05-01
7-LL-36A-RJS,Lula,Santos,Mar,24783.6095033435,2020-05-01
4-BRSA-1047-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24082.052244291,2020-05-01
7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,23830.0337502429,2020-05-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,23520.0992822323,2020-05-01
7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,54093.971788493,2020-06-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,43990.5080454473,2020-06-01
7-BUZ-10-RJS,Berbigão,Santos,Mar,42995.0474919113,2020-06-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,42971.4852346703,2020-06-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,41197.087482283,2020-06-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,40272.454172893304,2020-06-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,35508.102776799,2020-06-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,33497.5232878927,2020-06-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,31384.7247148552,2020-06-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,30467.8253830973,2020-06-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,29134.020644457,2020-06-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,28960.0773913701,2020-06-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,28235.674757321,2020-06-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28184.2838919718,2020-06-01
7-SRR-2-RJS,Sururu,Santos,Mar,27784.8194635961,2020-06-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,27365.3608488165,2020-06-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,27211.5703566299,2020-06-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27084.8546996245,2020-06-01
9-LL-2-RJS,Lula,Santos,Mar,27004.0159040997,2020-06-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26927.4297350766,2020-06-01
7-LL-83D-RJS,Lula,Santos,Mar,26524.496723885,2020-06-01
7-LL-113D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26521.6187458418,2020-06-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,26380.8530118953,2020-06-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26124.3537256472,2020-06-01
3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,26047.8679210257,2020-06-01
4-BRSA-711-RJS,Lula,Santos,Mar,25988.5418041247,2020-06-01
8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25477.1876248786,2020-06-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25473.8097872483,2020-06-01
9-LL-20D-RJS,Lula,Santos,Mar,25277.0428997917,2020-06-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25191.4916486254,2020-06-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,55725.5512821832,2020-07-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,53740.2109003374,2020-07-01
7-BUZ-10-RJS,Berbigão,Santos,Mar,51239.7287896816,2020-07-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,50474.3828828077,2020-07-01
7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,42503.8479992619,2020-07-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,41294.4642308629,2020-07-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,40812.1936578042,2020-07-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,37822.0417227645,2020-07-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,35916.6921010423,2020-07-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,35118.5040527019,2020-07-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,33424.649900921,2020-07-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,31446.6630455106,2020-07-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,31065.1713305655,2020-07-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,31010.1602465113,2020-07-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,29670.1969790558,2020-07-01
7-SRR-2-RJS,Sururu,Santos,Mar,29299.0040184263,2020-07-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26948.1520766876,2020-07-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,26941.5852492524,2020-07-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,26892.1288688717,2020-07-01
9-LL-2-RJS,Lula,Santos,Mar,26836.396938099,2020-07-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26675.2138937084,2020-07-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26588.2317033952,2020-07-01
8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26386.4616878198,2020-07-01
7-LL-83D-RJS,Lula,Santos,Mar,26089.1721767323,2020-07-01
4-BRSA-711-RJS,Lula,Santos,Mar,25924.7537027729,2020-07-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,25887.4390782836,2020-07-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,25121.2503388987,2020-07-01
9-LL-20D-RJS,Lula,Santos,Mar,25042.2645483852,2020-07-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24919.7001237771,2020-07-01
7-LL-113D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24579.7874210238,2020-07-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,56456.2040173768,2020-08-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,51312.8944972639,2020-08-01
7-BUZ-10-RJS,Berbigão,Santos,Mar,51278.6261921042,2020-08-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,47612.2634795687,2020-08-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,42034.5875938426,2020-08-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,42002.7142860132,2020-08-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,41408.9466858497,2020-08-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,39397.2195365684,2020-08-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,37121.1393830768,2020-08-01
