Poço,Campo,Bacia,Localização,Operador,Petróleo (bbl/d),mes
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,267.602401215161,2020-05-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1722.07894088586,2020-06-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1320.921111157,2020-06-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,648.12455249942,2020-06-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,562.776975864,2020-06-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,543.217973027667,2020-06-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,488.908398922333,2020-06-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,475.680718832,2020-06-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,464.075390401,2020-06-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,442.695068249,2020-06-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,431.479051801157,2020-06-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,412.662064140333,2020-06-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,385.539564779,2020-06-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,380.950938723667,2020-06-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,379.274494698333,2020-06-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,372.946316857333,2020-06-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,372.191329997,2020-06-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,355.546605794,2020-06-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,346.942565034667,2020-06-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,336.395811626667,2020-06-01
7-CNC-28-ES,Cancã,Espírito Santo,Terra,NA,319.300527367333,2020-06-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,306.284604213667,2020-06-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,306.233027771667,2020-06-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,304.152987604667,2020-06-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,284.779114842667,2020-06-01
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,NA,276.880581105,2020-06-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,276.032295396333,2020-06-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,272.653828785,2020-06-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,269.083313308333,2020-06-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,268.689990523,2020-06-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,263.579939218667,2020-06-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1692.63383125036,2020-07-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1363.13431880419,2020-07-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,615.028578243226,2020-07-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,602.18177523031,2020-07-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,559.742974417097,2020-07-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,540.063782103871,2020-07-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,475.501317219032,2020-07-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,458.792335505484,2020-07-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,426.251699124839,2020-07-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,421.58019636871,2020-07-01
7-CNC-28-ES,Cancã,Espírito Santo,Terra,NA,408.03945282129,2020-07-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,407.150556582381,2020-07-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,402.003467089355,2020-07-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,401.894511348387,2020-07-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,391.725105960968,2020-07-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,356.743617506129,2020-07-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,351.44252505871,2020-07-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,350.301228889355,2020-07-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,327.702347353548,2020-07-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,304.566194305484,2020-07-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,299.649591856452,2020-07-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,298.107371023871,2020-07-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,297.00543689129,2020-07-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,288.286745745806,2020-07-01
4-BRSA-1228D-BA,Bonsucesso/Gomo,Recôncavo,Terra,NA,277.560590724839,2020-07-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,271.782487202903,2020-07-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,262.185454525484,2020-07-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,256.854739101935,2020-07-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,249.925194555806,2020-07-01
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,NA,242.657014755161,2020-07-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1464.98978137681,2020-08-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1391.43339137677,2020-08-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,641.349473107273,2020-08-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,569.327427474516,2020-08-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,540.846762000323,2020-08-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,529.32585905129,2020-08-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,477.910111551935,2020-08-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,455.938384942258,2020-08-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,445.407416928387,2020-08-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,418.60004381129,2020-08-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,410.482942557742,2020-08-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,395.497368784193,2020-08-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,387.795192093548,2020-08-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,382.282644349813,2020-08-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,356.962340576452,2020-08-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,355.919449499032,2020-08-01
7-CNC-28-ES,Cancã,Espírito Santo,Terra,NA,350.932035963226,2020-08-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,337.280307703871,2020-08-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,302.298819249032,2020-08-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,298.286326263226,2020-08-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,294.656700099032,2020-08-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,294.150471842581,2020-08-01
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,NA,293.87311151129,2020-08-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,285.461200776129,2020-08-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,279.021449821613,2020-08-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,263.799500930323,2020-08-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,254.091483540968,2020-08-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,253.962643884516,2020-08-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,252.467495178387,2020-08-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,251.73158740838701,2020-08-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1346.40511501333,2020-09-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1325.63888588106,2020-09-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,966.66831928,2020-09-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,735.730110123341,2020-09-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,665.684976594669,2020-09-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,506.945058078333,2020-09-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,475.602934848333,2020-09-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,436.913894217667,2020-09-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,385.832669925,2020-09-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,382.775193284,2020-09-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,372.528254152667,2020-09-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,354.324286050667,2020-09-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,339.321411918,2020-09-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,327.772901437333,2020-09-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,326.332954268,2020-09-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,314.930157719,2020-09-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,313.210314004667,2020-09-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,297.649114404333,2020-09-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,296.177927845333,2020-09-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,293.242473518333,2020-09-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,289.832138536333,2020-09-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,280.925138595333,2020-09-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,268.27926593,2020-09-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,NA,263.133153048333,2020-09-01
7-CAM-1432-RN,Canto Do Amaro,Potiguar,Terra,NA,244.817016668,2020-09-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,240.11349675,2020-09-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,236.922676137,2020-09-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,235.536997448347,2020-09-01
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,NA,234.171303582667,2020-09-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,233.795172944667,2020-09-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1177.843658182,2020-11-01
7-LUC-36HP-AM,Leste do Urucu,Solimões,Terra,NA,779.753196868669,2020-11-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,673.309918273559,2020-11-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,628.58520112613,2020-11-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,588.872558912667,2020-11-01
7-CNC-28-ES,Cancã,Espírito Santo,Terra,NA,524.654227793667,2020-11-01
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,NA,512.875929587667,2020-11-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,443.722403882333,2020-11-01
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,NA,437.998676782333,2020-11-01
7-LUC-67HP-AM,Leste do Urucu,Solimões,Terra,NA,424.741224924667,2020-11-01
7-LUC-25-AM,Leste do Urucu,Solimões,Terra,NA,396.209388802667,2020-11-01
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,NA,390.779395829667,2020-11-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,375.252161203333,2020-11-01
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,NA,360.774695866,2020-11-01
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,NA,341.722022734667,2020-11-01
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,NA,331.776994483333,2020-11-01
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,NA,324.060026594333,2020-11-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,321.042804737333,2020-11-01
4-LUC-3-AM,Leste do Urucu,Solimões,Terra,NA,319.670158535,2020-11-01
7-LUC-59HP-AM,Leste do Urucu,Solimões,Terra,NA,315.761880261333,2020-11-01
7-PIR-277D-AL,Pilar,Alagoas,Terra,NA,299.567925775,2020-11-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,290.361530878,2020-11-01
7-MJ-94D-BA,Mata de São João,Recôncavo,Terra,NA,279.456467960333,2020-11-01
7-LUC-32HA-AM,Leste do Urucu,Solimões,Terra,NA,274.938916758,2020-11-01
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,NA,273.175883015,2020-11-01
7-LUC-84HP-AM,Leste do Urucu,Solimões,Terra,NA,260.034582982,2020-11-01
7-CAM-1432-RN,Canto do Amaro,Potiguar,Terra,NA,257.619924923,2020-11-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,247.887911570333,2020-11-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,245.389389378,2020-11-01
4-RUC-10-AM,Rio Urucu,Solimões,Terra,NA,239.053244444333,2020-11-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1353.35325846,2020-12-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,867.73853545226,2020-12-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,827.872064031947,2020-12-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,800.836003568107,2020-12-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,714.838395764693,2020-12-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,569.814989198064,2020-12-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,521.573363880645,2020-12-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,476.506266539355,2020-12-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,410.019931382903,2020-12-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,399.627136291935,2020-12-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,396.25113149871,2020-12-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,355.75226229129,2020-12-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,350.239751069032,2020-12-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,317.368798214839,2020-12-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,310.690034480323,2020-12-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,306.962003224193,2020-12-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,301.004335771613,2020-12-01
7-CAM-1432-RN,Canto Do Amaro,Potiguar,Terra,NA,294.260239171935,2020-12-01
7-CNC-28-ES,Cancã,Espírito Santo,Terra,NA,293.04163920871,2020-12-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,286.068471786774,2020-12-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,283.974167953871,2020-12-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,278.415599090645,2020-12-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,270.167223415484,2020-12-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,263.91981890871,2020-12-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,260.380684849677,2020-12-01
4-BRSA-1228D-BA,Bonsucesso/Gomo,Recôncavo,Terra,NA,256.557900649355,2020-12-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,254.811971131613,2020-12-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,252.947143915161,2020-12-01
8-FAL-174D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,246.245655705806,2020-12-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,244.232104917419,2020-12-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1250.90990560742,2020-10-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,1073.65737868871,2020-10-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1018.9480249361,2020-10-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,679.28333750698,2020-10-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,620.963724118064,2020-10-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,544.688618527742,2020-10-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,489.466927287097,2020-10-01
7-CNC-28-ES,Cancã,Espírito Santo,Terra,NA,485.411825910968,2020-10-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,468.956398612345,2020-10-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,433.454343163226,2020-10-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,379.467889447742,2020-10-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,375.580786867742,2020-10-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,368.553243023871,2020-10-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,352.481358194194,2020-10-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,352.309504353226,2020-10-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,352.217997762581,2020-10-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,346.44963330129,2020-10-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,342.683457390968,2020-10-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,322.176444922903,2020-10-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,307.999618977097,2020-10-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,297.62751939,2020-10-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,294.396788918064,2020-10-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,290.086442994194,2020-10-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,275.226259626452,2020-10-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,274.350352859677,2020-10-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,267.105912019355,2020-10-01
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,NA,261.969369117419,2020-10-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,258.197714985484,2020-10-01
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,NA,252.612769499677,2020-10-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,NA,242.524928745161,2020-10-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,1520.40573238482,2021-01-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1323.41903818451,2021-01-01
7-LUC-36HP-AM,Leste do Urucu,Solimões,Terra,NA,661.132276851934,2021-01-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,600.109351820322,2021-01-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,599.282174849281,2021-01-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,505.835853466452,2021-01-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,487.758929381597,2021-01-01
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,NA,417.052953448387,2021-01-01
7-LUC-69HP-AM,Leste do Urucu,Solimões,Terra,NA,401.672744821613,2021-01-01
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,NA,400.262609999032,2021-01-01
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,NA,397.487789303548,2021-01-01
7-LUC-67HP-AM,Leste do Urucu,Solimões,Terra,NA,389.020081866774,2021-01-01
7-LUC-25-AM,Leste do Urucu,Solimões,Terra,NA,374.435229859355,2021-01-01
7-LUC-50HP-AM,Leste do Urucu,Solimões,Terra,NA,356.182607033548,2021-01-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,348.615154015161,2021-01-01
7-CAM-1432-RN,Canto do Amaro,Potiguar,Terra,NA,346.605864065806,2021-01-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,340.260257364193,2021-01-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,330.7233045461,2021-01-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,312.979728217419,2021-01-01
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,NA,299.603331318387,2021-01-01
4-LUC-3-AM,Leste do Urucu,Solimões,Terra,NA,292.841379774194,2021-01-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,289.410592764839,2021-01-01
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,NA,286.172557997419,2021-01-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,285.738966901613,2021-01-01
7-MJ-94D-BA,Mata de São João,Recôncavo,Terra,NA,285.564475398387,2021-01-01
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,NA,270.398526105806,2021-01-01
8-FAL-174D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,262.717856507419,2021-01-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,259.025940934516,2021-01-01
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,NA,257.56082099871,2021-01-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,256.457669483548,2021-01-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,1407.02888802602,2021-03-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1404.74891914677,2021-03-01
7-LUC-36HP-AM,Leste do Urucu,Solimões,Terra,NA,651.546809309033,2021-03-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,547.815871480322,2021-03-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,546.050553116013,2021-03-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,543.897725644516,2021-03-01
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,NA,468.997247884839,2021-03-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,464.739799263068,2021-03-01
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,NA,445.873471559677,2021-03-01
7-LUC-24DP-AM,Leste do Urucu,Solimões,Terra,NA,415.073895166452,2021-03-01
7-LUC-69HP-AM,Leste do Urucu,Solimões,Terra,NA,385.292253507742,2021-03-01
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,NA,376.933298914839,2021-03-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,368.572392451864,2021-03-01
7-LUC-67HP-AM,Leste do Urucu,Solimões,Terra,NA,366.007290253548,2021-03-01
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,NA,345.56155270871,2021-03-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,343.559972849032,2021-03-01
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,NA,340.798746259032,2021-03-01
7-LUC-25-AM,Leste do Urucu,Solimões,Terra,NA,314.126705505484,2021-03-01
7-CAM-1432-RN,Canto do Amaro,Potiguar,Terra,NA,305.165552329355,2021-03-01
7-CNC-6-ES,Cancã,Espírito Santo,Terra,NA,296.632512027419,2021-03-01
8-FAL-174D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,295.215478703548,2021-03-01
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,NA,294.619772827419,2021-03-01
4-LUC-3-AM,Leste do Urucu,Solimões,Terra,NA,292.123124051613,2021-03-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,291.309709590645,2021-03-01
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,NA,285.270883299355,2021-03-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,280.72051011,2021-03-01
7-LUC-32HA-AM,Leste do Urucu,Solimões,Terra,NA,273.940297827097,2021-03-01
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,NA,256.403901752903,2021-03-01
1-SUC-1-AM,Sudoeste Urucu,Solimões,Terra,NA,254.909361738064,2021-03-01
7-MJ-94D-BA,Mata de São João,Recôncavo,Terra,NA,253.986585741935,2021-03-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,1482.03286880246,2021-04-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1458.22682481567,2021-04-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,613.491084913,2021-04-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,584.590355627707,2021-04-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,566.159635682,2021-04-01
7-CNC-9-ES,Cancã,Espírito Santo,Terra,NA,510.823983905333,2021-04-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,486.624359251,2021-04-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,461.861796601667,2021-04-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,439.609287463,2021-04-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,417.474607431667,2021-04-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,382.986740560333,2021-04-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,373.970926906333,2021-04-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,357.555571108,2021-04-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,350.992993014333,2021-04-01
8-FAL-174D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,345.125438925667,2021-04-01
7-C-207-BA,Candeias,Recôncavo,Terra,NA,323.993354608333,2021-04-01
7-FAL-137D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,318.5159784,2021-04-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,314.379589683667,2021-04-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,306.019803212667,2021-04-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,278.648437035667,2021-04-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,272.438717283,2021-04-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,271.529210757,2021-04-01
8-FAL-171-ES,Fazenda Alegre,Espírito Santo,Terra,NA,256.970606870667,2021-04-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,256.100097166667,2021-04-01
