Operador,Petróleo (bbl/d),Gás Natural (Mm³/d),Produção Total (boe/d),mes
3R FAZENDA BELÉM,684.0164905459645,0.8777806451612904,689.5375640257065,2022-08-01
ORIGEM,17.773775532564517,103.29958516129032,667.5085392758999,2022-08-01
3R AREIA BRANCA,474.9108765225645,0.5184732258064516,478.17197460297416,2022-08-01
CAPIXABA ENERGIA,348.3698798307549,5.026429032258064,379.9851634221419,2022-08-01
PETROSYNERGY,316.050374908971,5.142525806451612,348.39588515164843,2022-08-01
MANDACARU ENERGIA,291.89669089161293,0.41294451612903227,294.49403343860644,2022-08-01
PETROBORN,0.3200790322580645,46.502796129032255,292.49375212034835,2022-08-01
PETROM,208.7779676756452,2.3461416129032258,223.5347526539,2022-08-01
BGM,220.04271304,0.3200790322580645,222.05594933788709,2022-08-01
SLIM DRILLING,181.8674213848387,0.9573548387096774,187.8890014229032,2022-08-01
NOVA PETRÓLEO,136.3182019911645,2.4243522580645163,151.56691706746128,2022-08-01
BARRA BONITA,0.41294451612903227,23.761612903225807,149.45603045483873,2022-08-01
NTF,27.322934639999996,14.024367741935484,115.53354310690324,2022-08-01
RECÔNCAVO E&P,63.97834037499355,0.7909819354838709,68.95346646261936,2022-08-01
ENERGIZZI ENERGIAS,60.75808345119356,1.0631387096774192,67.4450239387097,2022-08-01
PHOENIX ÓLEO & GÁS,32.890025181290326,2.6710429032258065,49.69037754442904,2022-08-01
PETRO-VICTORY,36.156262645161284,0.17012903225806453,37.22634193354838,2022-08-01
GUTO & CACAL,15.73264088387097,0.053965161290322576,16.072071495006455,2022-08-01
VIPETRO,13.29266126719355,0.03170032258064516,13.492050273164518,2022-08-01
EPG BRASIL,8.46750453967742,0.17664516129032257,9.578569041612905,2022-08-01
UBUNTU ENGENHARIA,4.183738135483871,0.006651612903225806,4.22557551683871,2022-08-01
NORD,1.6231767741935483,0.002531612903225806,1.6391001383483874,2022-08-01
PETROIL,0.5871639083548387,0.006651612903225806,0.5871639083548387,2022-08-01
Total Geral,3086623.3727995595,139962.83168129038,3966962.216275929,2022-08-01
PETROBRAS,2793814.9453917374,128996.21481870968,3605176.6273206053,2022-12-01
EQUINOR BRASIL,81496.0422532937,164.44702451612903,82530.3827925655,2022-12-01
PETRO RIO JAGUAR,31166.020723825804,349.30332258064516,33363.07225522677,2022-12-01
ENEVA,776.3077126699452,4452.696921290323,28782.925335171032,2022-12-01
TRIDENT ENERGY,22881.9418937869,387.2554358064516,25317.70500647668,2022-12-01
TOTALENERGIES EP,19787.336465806453,708.0264048387097,24240.688027225013,2022-12-01
KAROON BRASIL,22772.373259529963,149.35060903225806,23711.760213727146,2022-12-01
3R PETROLEUM OFF,18064.783814170256,608.679745483871,21893.263764112162,2022-12-01
PETRO RIO O&G,13992.298989856516,61.42561096774194,14378.65441197753,2022-12-01
POTIGUAR E&P S.A.,9548.770695436217,718.6604719354838,14069.008518420742,2022-12-01
ENAUTA ENERGIA,12958.40047408387,100.244,13588.916187723871,2022-12-01
SHELL BRASIL,12042.437993767206,124.87939903225806,12827.905686594293,2022-12-01
PERENCO BRASIL,10971.964476321076,34.86674,11191.269646240477,2022-12-01
ORIGEM ALAGOAS,2153.9267760829807,847.0707132258066,7481.840618837791,2022-12-01
SPE MIRANGA,1618.976019078558,806.3125674193549,6690.52886875849,2022-12-01
3R CANDEIAS,1915.0988738885903,414.20409677419354,4520.363943819881,2022-12-01
3R MACAU,3414.9369296023838,111.4958593548387,4116.2247007310425,2022-12-01
CARMO,3837.3377635687066,31.688101935483875,4036.6499040035333,2022-12-01
PETRORECÔNCAVO,2706.565458800381,109.18328838709677,3393.3075979304263,2022-12-01
3R RIO VENTURA,1383.6799709953677,248.50800129032257,2946.748082591251,2022-12-01
SPE TIÊTA,2177.2147529706194,47.58979387096774,2476.5455143581717,2022-12-01
ALVOPETRO,31.260179179525807,263.0018922580645,1685.4921111232227,2022-12-01
SEACREST SPE CRICARÉ,1288.0728827776452,25.006229032258066,1445.3573122070322,2022-12-01
IMETAME,44.666580501229035,194.05428290322578,1265.2311496487675,2022-12-01
3R FAZENDA BELÉM,642.9054219574193,0.8223135483870968,648.0776179372,2022-12-01
3R AREIA BRANCA,487.0983999120193,0.7549561290322581,491.8469305219677,2022-12-01
ORIGEM,5.685168535729032,70.81060741935484,451.0704351880613,2022-12-01
PETROSYNERGY,297.81530876894834,3.929131290322581,322.52879805013225,2022-12-01
CAPIXABA ENERGIA,260.91131756892906,3.5787409677419353,283.4209182952419,2022-12-01
MANDACARU ENERGIA,266.79081282806453,0.37955612903225805,269.17814876401286,2022-12-01
PETROBORN,0,39.764327096774196,250.11006221656132,2022-12-01
PETROM,220.11179747248062,2.977483548387097,238.83960326996126,2022-12-01
SLIM DRILLING,170.17060665290322,0.8957870967741935,175.8049372920645,2022-12-01
BARRA BONITA,0,26.903225806451612,169.21617870967742,2022-12-01
NTF,22.471888242935485,22.82192032258065,166.01743090710644,2022-12-01
NÍON ENERGIA,90.41400601080001,8.42208322580645,143.3873093053097,2022-12-01
NOVA PETRÓLEO,119.9874529295387,2.4471051612903225,135.3792794440742,2022-12-01
PETRO-VICTORY,91.46601122580645,0.5502258064516129,94.92682700548387,2022-12-01
RECÔNCAVO E&P,81.94328149419678,0.678938064516129,86.21367292177098,2022-12-01
PHOENIX ÓLEO & GÁS,46.544594000000004,1.8242167741935484,58.01857090849033,2022-12-01
ENERGIZZI ENERGIAS,48.12335659970968,1.302164516129032,56.31372399490323,2022-12-01
BGM,37.68164301870967,0.029954516129032258,37.870051233803224,2022-12-01
GUTO & CACAL,13.348599996774194,0.03046548387096774,13.540222101880646,2022-12-01
EPG BRASIL,8.079565290645162,0.19690322580645161,9.318049169354838,2022-12-01
VIPETRO,6.40602742806129,0.015277096774193548,6.5021174641225805,2022-12-01
NORD,2.0289709677419356,0.0031645161290322584,2.048875172935484,2022-12-01
Total Geral,3073765.3445626316,140143.30387838717,3955240.098729951,2022-12-01
PETROBRAS,2747112.81682468,124627.27326483869,3530994.6864785943,2022-07-01
TOTALENERGIES EP,57302.13517286774,2134.575094516129,70728.20694810624,2022-07-01
PETRO RIO JAGUAR,27811.074620274198,320.5489677419355,29827.266723067103,2022-07-01
ENEVA,235.5351257902613,3826.07420516129,24300.814922155798,2022-07-01
SHELL BRASIL,22832.006031045083,187.10725419354839,24008.875109544206,2022-07-01
TRIDENT ENERGY,20909.63559303227,350.5566570967742,23114.570360406135,2022-07-01
PETRO RIO O&G,17360.482286667007,74.32350032258064,17827.962982230976,2022-07-01
EQUINOR BRASIL,14811.2394445586,20.51510129032258,14940.275533805481,2022-07-01
KAROON BRASIL,14004.096011406607,86.46567741935485,14547.94869389564,2022-07-01
POTIGUAR E&P S.A.,9114.11150264601,555.3264377419355,12607.009284019612,2022-07-01
PERENCO BRASIL,9182.483672984315,30.422896451612903,9373.837911314637,2022-07-01
ORIGEM ALAGOAS,2683.278806830784,892.4850716129033,8296.840335112338,2022-07-01
SPE MIRANGA,1537.3171140972581,742.9561935483871,6210.3704098398375,2022-07-01
3R MACAU,4896.2807363957645,140.52299806451614,5780.143694851939,2022-07-01
3R CANDEIAS,1480.602274715858,399.7903387096774,3995.2075450353736,2022-07-01
PETRORECÔNCAVO,2818.30927775991,103.40924258064517,3468.7337658360775,2022-07-01
3R PETROLEUM OFF,182.38420029032258,412.9318383870968,2779.647006695868,2022-07-01
SPE TIÊTA,1976.6165330561225,59.22919322580645,2349.156904899732,2022-07-01
ALVOPETRO,47.743190338454845,289.02833225806455,1865.6764848585517,2022-07-01
3R RIO VENTURA,1408.3587973365386,21.416163548387097,1543.062396984819,2022-07-01
SEACREST SPE CRICARÉ,1178.3217446111291,28.087432258064517,1354.986356902226,2022-07-01
IMETAME,233.64301500120644,136.74942548387097,1093.7709189039126,2022-07-01
ORIGEM,16.66392638423871,96.29862,622.3639494464386,2022-07-01
3R FAZENDA BELÉM,617.4077496,0.7854103225806451,622.347831301071,2022-07-01
3R AREIA BRANCA,449.9650051385033,0.5253696774193548,453.2694805892323,2022-07-01
CAPIXABA ENERGIA,329.82224259726775,5.053660967741936,361.6088098887807,2022-07-01
PETROSYNERGY,326.02714370580003,4.7194990322580646,355.71189591388713,2022-07-01
ENAUTA ENERGIA,333.99093997096776,1.9974516129032258,346.55453110032255,2022-07-01
MANDACARU ENERGIA,252.81079706612908,0.3617438709677419,255.08609728318066,2022-07-01
PETROM,233.1831406154839,2.5869,249.45425010448386,2022-07-01
PETROBORN,0.3617438709677419,36.78302354838709,231.35822934488064,2022-07-01
BGM,217.81774347677418,0.28500258064516126,219.61035555854195,2022-07-01
SLIM DRILLING,182.5603149703226,0.9610096774193548,188.60488324945163,2022-07-01
NTF,28.162198191096774,19.95115806451613,153.65119169687097,2022-07-01
NOVA PETRÓLEO,122.57327497937742,1.953714193548387,134.8617660511,2022-07-01
RECÔNCAVO E&P,85.10083307023872,1.069098387096774,91.82525879638386,2022-07-01
BARRA BONITA,0.23783870967741935,11.855161290322581,74.56671203548386,2022-07-01
ENERGIZZI ENERGIAS,63.616883255032256,1.1004354838709678,70.53841336583871,2022-07-01
PHOENIX ÓLEO & GÁS,42.69665055967742,3.0816896774193543,62.07989310960645,2022-07-01
PETRO-VICTORY,50.21764014290323,0.22426,51.628192933503236,2022-07-01
UBUNTU ENGENHARIA,19.629482524516128,0.022434193548387094,19.77058933943871,2022-07-01
VIPETRO,13.268289267929035,0.03164225806451613,13.467313059125805,2022-07-01
EPG BRASIL,10.793111062903225,0.23783870967741935,12.289071357419354,2022-07-01
GUTO & CACAL,7.387483293548387,0.024581612903225806,7.542096968203226,2022-07-01
PETROIL,2.3264384013225805,0.23783870967741935,2.3264384013225805,2022-07-01
NORD,1.6231767741935483,0.002531612903225806,1.6391001383483874,2022-07-01
Total Geral,2962526.716024014,135629.9453619354,3815611.2071180935,2022-07-01
PETROBRAS,2827317.6823837576,129955.59825800001,3644713.703862908,2022-11-01
EQUINOR BRASIL,73726.29710369097,143.02501466666666,74625.89727119151,2022-11-01
TOTALENERGIES EP,28368.49394950667,1066.3480339999999,35075.620477240205,2022-11-01
PETRO RIO JAGUAR,30770.452882116668,342.0619666666667,32921.95766067634,2022-11-01
SHELL BRASIL,26288.411405960098,227.09991966666666,27716.8267516787,2022-11-01
ENEVA,509.43285195141004,3927.7711239999994,25214.366945397847,2022-11-01
KAROON BRASIL,21750.215126718107,136.876419,22611.1417957085,2022-11-01
TRIDENT ENERGY,18805.939963884295,289.19814133333335,20624.94132522411,2022-11-01
PETRO RIO O&G,15712.857442285464,66.07872400000001,16128.480061287903,2022-11-01
POTIGUAR E&P S.A.,9562.087965213053,686.2541586666669,13878.496234936243,2022-11-01
ENAUTA ENERGIA,12852.958369773334,95.3573,13452.737668886333,2022-11-01
PERENCO BRASIL,9840.989346957873,33.488094333333336,10051.623097576616,2022-11-01
ORIGEM ALAGOAS,2198.380019484953,853.3351436666667,7565.695939470989,2022-11-01
SPE MIRANGA,1728.3969082686265,771.2970649999999,6579.708900676274,2022-11-01
3R MACAU,3238.9543820081867,110.688686,3935.165186097847,2022-11-01
PETRORECÔNCAVO,2667.4482442911262,92.47444033333335,3249.09490384413,2022-11-01
3R RIO VENTURA,1351.9526729216466,242.37146233333337,2876.4231204204702,2022-11-01
3R PETROLEUM OFF,103.74683495150666,431.81735533333335,2819.7959547006603,2022-11-01
SPE TIÊTA,2261.2885249272963,46.14368066666666,2551.523509021303,2022-11-01
3R CANDEIAS,1324.6043882507433,182.06593333333333,2469.764516390077,2022-11-01
SEACREST SPE CRICARÉ,1840.5902452050002,35.49601,2063.8534038631,2022-11-01
ALVOPETRO,46.12027293438334,265.10164066666664,1713.55922341599,2022-11-01
IMETAME,213.13584751975998,196.40552966666664,1448.4893120724564,2022-11-01
3R FAZENDA BELÉM,641.8380006209999,0.824403,647.0233388544299,2022-11-01
ORIGEM,8.333983573776669,78.13690799999999,499.8002888812567,2022-11-01
3R AREIA BRANCA,485.6287431294967,1.8493730000000002,497.2609479186267,2022-11-01
PETROSYNERGY,326.64688707151333,3.780901,350.4280359903233,2022-11-01
CAPIXABA ENERGIA,295.9449155440733,3.781970333333333,319.7327903663766,2022-11-01
MANDACARU ENERGIA,290.59027030166664,0.41263866666666665,293.18568911365327,2022-11-01
PETROBORN,0.2147666666666667,41.777674000000005,262.77363170194,2022-11-01
PETROM,219.08076836803002,2.7705393333333332,236.50693437222336,2022-11-01
BARRA BONITA,0.2147666666666667,28.35,178.3161135,2022-11-01
SLIM DRILLING,167.75908673566667,0.8830966666666666,173.31359698063335,2022-11-01
BGM,154.75385625899997,0.21932100000000002,156.13334367801002,2022-11-01
NOVA PETRÓLEO,126.68232730223001,2.0617963333333336,139.65063449759333,2022-11-01
NTF,27.378159171800004,15.190296666666667,122.92223904876668,2022-11-01
RECÔNCAVO E&P,88.5907787861,1.061435,95.26700326345001,2022-11-01
ENERGIZZI ENERGIAS,52.29912020296667,1.2217333333333333,59.9835907403,2022-11-01
PHOENIX ÓLEO & GÁS,44.007284646,0.9095286666666667,49.72804714888667,2022-11-01
PETRO-VICTORY,34.321396566666664,0.15966666666666668,35.325669563333335,2022-11-01
VIPETRO,14.448538501143332,0.03445733333333333,14.665268580916667,2022-11-01
EPG BRASIL,9.675824383333332,0.2147666666666667,11.026665911000002,2022-11-01
GUTO & CACAL,10.25868011,0.021329,10.39283546749,2022-11-01
NORD,2.0966033333333334,0.0032700000000000003,2.1171710120333334,2022-11-01
PETROIL,0.17884026433333336,0.17884026433333336,0.17884026433333336,2022-11-01
Total Geral,3095481.380730785,140380.19804626433,3978444.599799539,2022-11-01
PETROBRAS,2937058.062131773,136625.9486229032,3796409.320039596,2022-10-01
TOTALENERGIES EP,55599.07172476129,2371.479678709677,70515.22832270621,2022-10-01
EQUINOR BRASIL,65391.77336292521,109.16805870967742,66078.41971027793,2022-10-01
SHELL BRASIL,41813.49121791829,404.47663935483865,44357.57242889875,2022-10-01
PETRO RIO JAGUAR,31061.58147223226,345.24726193548383,33233.12115282668,2022-10-01
ENEVA,234.73628339878385,4143.30427967742,26295.332974756613,2022-10-01
KAROON BRASIL,23390.48227019172,152.19912612903227,24347.78585570936,2022-10-01
TRIDENT ENERGY,17456.1815226302,282.19665,19231.144833766703,2022-10-01
PETRO RIO O&G,16506.30577055174,70.4337612903226,16949.320746653222,2022-10-01
ENAUTA ENERGIA,14744.83433925484,121.40738709677419,15508.46373669,2022-10-01
POTIGUAR E&P S.A.,9462.106323135438,657.6395877419355,13598.534378510543,2022-10-01
PERENCO BRASIL,11042.557913350589,35.70180322580646,11267.1154722983,2022-10-01
ORIGEM ALAGOAS,2294.874391856519,906.027770967742,7993.616925967133,2022-10-01
SPE MIRANGA,1688.7587280046646,726.7812212903226,6260.074521488748,2022-10-01
3R MACAU,4111.785018052832,114.54037451612903,4832.222211088126,2022-10-01
PETRORECÔNCAVO,2791.2034186658066,94.29514193548388,3384.301945363032,2022-10-01
3R CANDEIAS,1231.9928110214453,308.1787625806451,3170.378673688813,2022-10-01
3R RIO VENTURA,1472.2132122227645,185.7809941935484,2640.740367311287,2022-10-01
3R PETROLEUM OFF,85.11002633769355,383.6449283870968,2498.163733356139,2022-10-01
ALVOPETRO,55.97988928569677,332.50650322580645,2147.382618340406,2022-10-01
SPE TIÊTA,1884.605771531071,34.50790322580646,2101.6539263197806,2022-10-01
SEACREST SPE CRICARÉ,1795.2068312898389,33.558664516129035,2006.2844549500323,2022-10-01
IMETAME,209.12316259329998,127.95415935483871,1013.9305136449581,2022-10-01
3R FAZENDA BELÉM,655.2046767201258,0.8455832258064515,660.5232345496355,2022-10-01
ORIGEM,11.87555490036774,81.52166161290322,524.6313173298225,2022-10-01
3R AREIA BRANCA,494.35175199283225,1.0764751612903227,501.1225762270678,2022-10-01
CAPIXABA ENERGIA,364.79088360793867,4.315074193548387,391.9318804212613,2022-10-01
PETROSYNERGY,345.34017777333224,6.243487419354839,384.61052737846455,2022-10-01
MANDACARU ENERGIA,288.4853820035484,0.40972903225806456,291.06249976793555,2022-10-01
PETROBORN,0,40.322433870967735,253.6204477859516,2022-10-01
PETROM,205.42354301763226,2.5006361290322583,221.1520691483806,2022-10-01
BGM,187.47164209483873,0.23846451612903227,188.97153859303225,2022-10-01
SLIM DRILLING,180.07381104935484,0.9479225806451613,186.0360639763226,2022-10-01
BARRA BONITA,0,26.42258064516129,166.19301196774194,2022-10-01
NOVA PETRÓLEO,131.4094333990387,2.238696774193548,145.49041075632906,2022-10-01
NTF,26.74796484716129,11.885180322580645,101.50349089193226,2022-10-01
RECÔNCAVO E&P,79.25439380610969,0.9685367741935484,85.34630609380001,2022-10-01
ENERGIZZI ENERGIAS,55.91322541558065,1.2700290322580645,63.90146672296775,2022-10-01
PHOENIX ÓLEO & GÁS,39.171313503225804,2.2163000000000004,53.11141940622581,2022-10-01
PETRO-VICTORY,32.34179722580645,0.14483870967741935,33.252805190322576,2022-10-01
VIPETRO,11.733104906664515,0.027981290322580645,11.909101906348388,2022-10-01
EPG BRASIL,9.790393610645161,0.22445161290322582,11.20215161,2022-10-01
GUTO & CACAL,9.710655051612903,0.019301290322580645,9.832056500496774,2022-10-01
PETROIL,5.27500393871613,0,5.27500393871613,2022-10-01
NORD,1.4202796774193547,0.0022151612903225804,1.4342126210548387,2022-10-01
Total Geral,3244517.8225815287,148750.82086032262,4180132.2231369936,2022-10-01
PETROBRAS,2860655.0908677573,129778.21399866664,3676935.3990587117,2022-09-01
TOTALENERGIES EP,54855.90909853667,2281.4943169999997,69206.07486854644,2022-09-01
EQUINOR BRASIL,60299.15368016085,82.91386066666668,60820.66611012065,2022-09-01
SHELL BRASIL,38084.54563246691,367.911325,40398.637963565154,2022-09-01
PETRO RIO JAGUAR,32639.761351479996,355.63533333333334,34876.64002743333,2022-09-01
ENEVA,218.33166876985666,5346.871495,33849.13746673581,2022-09-01
TRIDENT ENERGY,22317.98895407927,311.261665,24275.76568721292,2022-09-01
PETRO RIO O&G,17079.884586247008,70.95329733333332,17526.16734534718,2022-09-01
KAROON BRASIL,15757.631530248183,100.036814,16386.844083313525,2022-09-01
POTIGUAR E&P S.A.,8696.36092790689,641.0989306666668,12728.751393003397,2022-09-01
PERENCO BRASIL,10256.148840960204,37.88649333333333,10494.447685593137,2022-09-01
ORIGEM ALAGOAS,2502.76466079192,890.7164613333333,8105.201966450934,2022-09-01
SPE MIRANGA,1701.4619374958397,762.4744353333333,6497.281265599792,2022-09-01
3R MACAU,5134.964185055254,126.98161266666666,5933.65440222218,2022-09-01
ENAUTA ENERGIA,5488.3645064033335,44.9799,5771.279531222333,2022-09-01
3R CANDEIAS,1142.0001087259036,413.56918066666657,3743.27167697491,2022-09-01
PETRORECÔNCAVO,2841.0289632126505,90.74142866666668,3411.775308654537,2022-09-01
3R PETROLEUM OFF,212.83495139577334,491.73527033333335,3305.7563720910766,2022-09-01
3R RIO VENTURA,1440.3664941932066,161.28772066666667,2454.8356125196133,2022-09-01
ALVOPETRO,46.50608358997333,301.50371999999993,1942.907196683173,2022-09-01
SPE TIÊTA,1567.8584940605133,39.388685333333335,1815.6058409569664,2022-09-01
SEACREST SPE CRICARÉ,1586.8878236103335,28.44985,1765.8319746388333,2022-09-01
