Operador,Petróleo (bbl/d),Gás Natural (Mm³/d),Produção Total (boe/d),mes
NA,2927274.66538429,128856.348927667,3737756.61743302,2019-09-01
Petrobras,2757037.95075326,121813.073957097,3523219.04145935,2019-10-01
Equinor Brasil,61380.2430508,139.263870967742,62256.1863390516,2019-10-01
Shell Brasil,47767.5931415566,482.30561483871,50801.2038208253,2019-10-01
Eneva,98.7885816511839,7540.88807129032,47529.5417813338,2019-10-01
Total E&P do Brasil,26733.7052392,859.842177741935,32141.949167183,2019-10-01
Enauta Energia S.A.,30022.4338462484,202.725838709677,31297.5408538229,2019-10-01
Petro Rio Jaguar,19220.5089334613,226.375161290323,20644.3656866968,2019-10-01
Petro Rio O&G,6629.01425710535,24.1977580645161,6781.21355775713,2019-10-01
Dommo Energia,5756.12161394949,17.9060993548387,5868.74757673255,2019-10-01
Maha Energy,3189.41230425129,92.3475161290322,3770.26063467484,2019-10-01
Perenco Brasil,2835.02547855216,16.4526141935484,2938.50929583288,2019-10-01
SHB,1621.62819253698,9.48513580645161,1681.28789458376,2019-10-01
Imetame,180.755005588239,145.581798387097,1096.43685690138,2019-10-01
Petrosynergy,422.875221581377,8.25854258064516,474.819885290545,2019-10-01
Nova Petróleo,226.049396373219,2.43516709677419,241.366134730181,2019-10-01
Partex Brasil,228.088800309677,0.326369032258065,230.141599512465,2019-10-01
Petrogal Brasil,158.73924827959,2.47023387096774,174.276549983542,2019-10-01
Geopark Brasil,163.739580273548,1.01525806451613,170.125360600323,2019-10-01
Phoenix Óleo & Gás,51.1158655903226,7.34796967741935,97.3331987470516,2019-10-01
Recôncavo E&P,68.5075960345161,0.699051290322581,72.9044958309,2019-10-01
Santana,27.3642850683226,0.562954838709677,30.9051640423871,2019-10-01
Perícia,18.6868226129032,0.0594193548387097,19.0605590651613,2019-10-01
Newo,17.0307765090323,0.0174838709677419,17.1407467354839,2019-10-01
EPG Brasil,13.0401964096774,0.31191935483871,15.0021098869355,2019-10-01
Vipetro,10.5271515194806,0.0251054838709677,10.6850602429871,2019-10-01
Guto & Cacal,6.47404056387097,0.0204812903225806,6.60286398855484,2019-10-01
Ubuntu Engenharia,3.90455173032258,0.00620774193548387,3.94359724762581,2019-10-01
Petroborn,0,0.621770967741935,3.9108212506129,2019-10-01
Alvopetro,1.9254934483871,0.0230267741935484,2.07032748297742,2019-10-01
Nord,2.02897096774194,0.00317096774193548,2.04891575235484,2019-10-01
Leros,1.19019436967742,0.00189225806451613,1.20209631337419,2019-10-01
Energizzi Energias,0.568111870967742,0.00903225806451613,0.624923058064516,2019-10-01
Total Geral,2963895.03670167,131594.660670645,3791600.4493345,2019-10-01
Petrobras,2890582.10506314,126746.362240333,3687792.64174601,2019-11-01
Equinor Brasil,65670.7342087367,111.289,66370.7208738267,2019-11-01
Shell Brasil,48743.7791633868,503.368253,51909.8698347888,2019-11-01
Eneva,89.5694837051167,7928.24470333333,49956.7223011782,2019-11-01
Enauta Energia S.A.,27669.9832931633,191.3234,28873.3711277173,2019-11-01
Total E&P do Brasil,18579.1028534167,561.148807,22108.6222311733,2019-11-01
Petro Rio Jaguar,19398.3610889333,237.4588,20891.9318237613,2019-11-01
Petro Rio O&G,7716.87718574659,26.1817386666667,7881.55534742958,2019-11-01
Dommo Energia,5651.19506784787,17.501543,5761.2764480247,2019-11-01
Maha Energy,2719.50586094933,84.2042666666667,3249.134699472,2019-11-01
SHB,1579.19268765184,9.60467333333333,1639.60425803058,2019-11-01
Imetame,186.134697462757,152.611875333333,1146.03439705311,2019-11-01
Perenco Brasil,511.48889020345,3.71632166666667,534.863847385667,2019-11-01
Petrosynergy,406.877321690127,7.65003633333333,454.99459671989,2019-11-01
Nova Petróleo,221.7997085654,2.352542,236.59675076242,2019-11-01
Partex Brasil,223.6656436,0.32004,225.6786343924,2019-11-01
Petrogal Brasil,157.093028211587,2.54066733333333,173.07334301146,2019-11-01
Geopark Brasil,136.541711404,0.846626666666667,141.866832278267,2019-11-01
Phoenix Óleo & Gás,46.0145726773333,7.17331766666667,91.13337787031,2019-11-01
Recôncavo E&P,67.3366092566667,0.721732333333333,71.87616850419,2019-11-01
Newo,21.6538659889,0.0222,21.7934997709,2019-11-01
Santana,19.6654264215333,0.300576666666667,21.5559965453,2019-11-01
EPG Brasil,16.9382486696667,0.395043333333333,19.4229961781,2019-11-01
Guto & Cacal,17.6129356223333,0.0387963333333333,17.8569571876967,2019-11-01
Perícia,14.7810535,0.047,15.07667457,2019-11-01
Vipetro,12.0344213658033,0.0286996666666667,12.2149368162,2019-11-01
Petroborn,0,1.38273,8.6971089813,2019-11-01
Ubuntu Engenharia,4.15987067366667,0.00661366666666667,4.20146938040333,2019-11-01
Nord,2.09660333333333,0.00327666666666667,2.1172129441,2019-11-01
Leros,1.14139085466667,0.00181466666666667,1.15280476321333,2019-11-01
Energizzi Energias,0.4402867,0.007,0.48431537,2019-11-01
Central Resources,2.09660333333333e-4,3.33333333333333e-7,2.11756936666667e-4,2019-11-01
Total Geral,3090467.88245254,136596.854336,3949636.14282366,2019-11-01
Petrobras,2918209.44947332,128239.649313226,3724812.47812014,2019-12-01
Equinor Brasil,50727.3034472032,93.2890322580645,51314.0737351903,2019-12-01
Eneva,82.8248531479129,7230.0485983871,45558.4568277691,2019-12-01
Shell Brasil,38091.5036738426,426.097538709677,40771.5762337942,2019-12-01
Total E&P do Brasil,29036.8267061613,884.017371612903,34597.1280103058,2019-12-01
Enauta Energia S.A.,27684.2050946323,194.387516129032,28906.8656374558,2019-12-01
Petro Rio Jaguar,19147.9022073806,241.21064516129,20665.0713354226,2019-12-01
Petro Rio O&G,8094.8696116998,23.7599903225806,8244.31543643067,2019-12-01
Dommo Energia,5706.6046160322,17.2243738709677,5814.94265504955,2019-12-01
Potiguar,4009.23335670102,171.069346451613,5085.22704270584,2019-12-01
Maha Energy,2652.76317883758,75.7784516129032,3129.39524157693,2019-12-01
SHB,1543.89972286864,9.76003741935484,1605.28850382927,2019-12-01
Imetame,192.828450085032,144.245501290323,1100.10524655592,2019-12-01
Petrosynergy,373.181309569523,7.73332258064516,421.82243927049,2019-12-01
Nova Petróleo,230.771653838106,3.16674516129032,250.689879221042,2019-12-01
Partex Brasil,215.955553922581,0.309007741935484,217.899153907884,2019-12-01
Petrogal Brasil,164.333139498394,2.51237741935484,180.135516114426,2019-12-01
Geopark Brasil,146.271357623871,0.906954838709677,151.975931237935,2019-12-01
Recôncavo E&P,95.8254582470968,0.826799677419355,101.025871126126,2019-12-01
Phoenix Óleo & Gás,44.8065774690322,6.58255903225806,86.2096230957193,2019-12-01
Santana,49.1176741121613,1.26987741935484,57.1049618031935,2019-12-01
Petroborn,0,6.38118064516129,40.1364138337419,2019-12-01
Newo,20.877766333,0.0213870967741935,21.0122871081613,2019-12-01
Perícia,20.512896483871,0.0652258064516129,20.9231544135484,2019-12-01
Vipetro,20.2463079594484,0.0482835483870968,20.550002304929,2019-12-01
EPG Brasil,15.6074533751613,0.345987096774193,17.7836464763226,2019-12-01
Ubuntu Engenharia,3.71890088677419,0.00591258064516129,3.75608989564194,2019-12-01
Nord,2.02897096774194,0.00317096774193548,2.04891575235484,2019-12-01
Guto & Cacal,1.71650943870968,0.00378354838709677,1.74030723919032,2019-12-01
Leros,1.08367339387097,0.00172290322580645,1.09451012780968,2019-12-01
Energizzi Energias,0.486953032258065,0.00774193548387097,0.535648335483871,2019-12-01
Petroil,0.341427118567742,0,0.341427118567742,2019-12-01
Total Geral,3106603.59979896,137780.847617419,3973218.95295148,2019-12-01
Petrobras,2961746.94894085,128384.904645484,3769263.60602906,2020-01-01
Equinor Brasil,58498.3068910161,112.546129032258,59206.2006588645,2020-01-01
Eneva,88.1588270988355,7940.94821451613,50035.2143162445,2020-01-01
Shell Brasil,43486.87576334,500.913291612903,46637.5251940597,2020-01-01
Total E&P do Brasil,29347.1010044903,858.951146451613,34749.7405149531,2020-01-01
Enauta Energia S.A.,30678.0998724161,211.065935483871,32005.6645040819,2020-01-01
Petro Rio Jaguar,18976.8680706839,235.39264516129,20457.4430841458,2020-01-01
Petro Rio O&G,8290.18070863199,23.0192777419355,8434.96759196599,2020-01-01
Dommo Energia,5749.73444580657,16.4174125806452,5852.99685163044,2020-01-01
Potiguar E&P S.A.,4308.72589605972,211.386976451613,5638.30981441484,2020-01-01
Maha Energy,3087.16535578839,84.0560322580645,3615.86182804548,2020-01-01
SHB,1575.6166660214,9.74695032258065,1636.92313162987,2020-01-01
Perenco Brasil,1119.62909273597,7.47927,1166.67227997467,2020-01-01
Imetame,191.877875157674,127.295035483871,992.539462294481,2020-01-01
Petrosynergy,332.572478251535,7.53840903225806,379.987638766723,2020-01-01
Partex Brasil,216.170624845161,0.309315483870968,218.116160468768,2020-01-01
Nova Petróleo,176.861010593861,2.45933193548387,192.329741194987,2020-01-01
Petrogal Brasil,158.879772779845,2.26555612903226,173.129690375794,2020-01-01
Recôncavo E&P,100.625597762581,1.04128967741935,107.17511198851,2020-01-01
Phoenix Óleo & Gás,60.3716253509677,5.99273838709677,98.0648111855129,2020-01-01
Geopark Brasil,65.7003118035484,0.407387096774193,68.2626992387097,2020-01-01
Santana,48.4091777399355,1.19731612903226,55.9400687014839,2020-01-01
Petroborn,0,6.85107419354839,43.0919549733226,2020-01-01
Perícia,19.8271042967742,0.0630451612903226,20.2236463827097,2020-01-01
Newo,18.5406555443871,0.0189677419354839,18.6599590372903,2020-01-01
EPG Brasil,15.1884708703226,0.341277419354839,17.3350409953548,2020-01-01
Alvopetro,15.879944176129,0.189908387096774,17.0744318483742,2020-01-01
Vipetro,13.4349651749871,0.0320396774193548,13.6364886584161,2020-01-01
Guto & Cacal,8.72782151483871,0.0193593548387097,8.84958817849677,2020-01-01
Ubuntu Engenharia,5.47619264193548,0.0516051612903226,5.80077930147097,2020-01-01
Central Resources,3.63388700322581,0.00451612903225806,3.66229259677419,2020-01-01
Leros,1.05141275548387,0.00167161290322581,1.06192688303871,2020-01-01
Energizzi Energias,0.649270709677419,0.0103225806451613,0.714197780645161,2020-01-01
Petroil,0.225775773406452,0,0.225775773406452,2020-01-01
Total Geral,3168407.51550969,138752.918093871,4041137.0072657,2020-01-01
Petrobras,2766888.88152831,121413.12032,3530554.33984825,2020-02-01
Equinor Brasil,55920.6510995,94.1868965517241,56513.0687833,2020-02-01
Shell Brasil,45033.7001697782,580.409243793103,48684.3640354805,2020-02-01
Total E&P do Brasil,30286.4393507,896.99890275862106,35928.3920192602,2020-02-01
Eneva,70.4728140758,5081.30563241379,32030.9197938884,2020-02-01
Enauta Energia S.A.,30594.6725742,209.042103448276,31909.50768689,2020-02-01
Petro Rio Jaguar,18865.4153661,243.612310344828,20397.69051183,2020-02-01
Petro Rio O&G,8102.6293134255,23.6953331034483,8251.6684565329,2020-02-01
Potiguar E&P S.A.,4646.3465449629,141.483354827586,5536.249964991,2020-02-01
Maha Energy,2814.40476465,79.5942755172414,3315.0376347411,2020-02-01
Dommo Energia,3025.2966760378,9.17958586206897,3083.0345269889,2020-02-01
Perenco Brasil,2243.9387172888,11.0194327586207,2313.2488556483,2020-02-01
SHB,1538.1349149136,9.78402620689655,1599.67458079,2020-02-01
Imetame,178.680553767,104.292258965517,834.6590471309,2020-02-01
Petrosynergy,372.4090615302,7.65523586206897,420.5590406078,2020-02-01
Geopark Brasil,243.2486417,1.54693793103448,252.978587368,2020-02-01
Partex Brasil,212.11842,0.30351724137931,214.02748578,2020-02-01
Nova Petróleo,176.1821609857,2.07848655172414,189.2554464836,2020-02-01
Petrogal Brasil,156.7717552721,2.22445620689655,170.7631621668,2020-02-01
Phoenix Óleo & Gás,64.06605265,7.10083517241379,108.7289567258,2020-02-01
Recôncavo E&P,89.22225619,0.752030689655173,93.9523863421,2020-02-01
Petroborn,0,13.8916827586207,87.376045132,2020-02-01
Santana,43.492561298,1.18525517241379,50.947591134,2020-02-01
Guto & Cacal,21.6282708,0.0530689655172414,21.96206451,2020-02-01
Alvopetro,18.91020532,0.226147586206897,20.3326306692,2020-02-01
EPG Brasil,16.12859107,0.36688275862069,18.436213914,2020-02-01
Perícia,17.3707201,0.0552344827586207,17.718134502,2020-02-01
Vipetro,16.0407245932,0.0382537931034483,16.2813336836,2020-02-01
Newo,12.66030308,0.0129310344827586,12.74163683,2020-02-01
Ubuntu Engenharia,3.76846375,0.00599137931034483,3.8061483875,2020-02-01
Nord,1.73512,0.00270689655172414,1.752145865,2020-02-01
Leros,1.18053227,0.00187689655172414,1.1923375927,2020-02-01
Energizzi Energias,0.607292,0.0096551724137931,0.6680212,2020-02-01
Central Resources,2.1689e-4,3.44827586206896e-5,4.3378e-4,2020-02-01
Total Geral,2971677.20573721,128935.234897586,3782655.33554839,2020-02-01
Petrobras,2778248.02427656,118968.074364516,3526534.60809524,2020-03-01
Equinor Brasil,59647.7777844,93.6687096774193,60236.9361712161,2020-03-01
Shell Brasil,51112.6500568432,565.646846451613,54670.461248123,2020-03-01
Total E&P do Brasil,28106.5049670032,842.175312580645,33403.6276698261,2020-03-01
Petro Rio Jaguar,19422.8318314516,253.89661290322601,21019.7932862565,2020-03-01
Petro Rio O&G,9433.99762485082,28.6883822580645,9614.44209846142,2020-03-01
Enauta Energia S.A.,7548.53489308387,53.4532058064516,7884.74540149735,2020-03-01
Potiguar E&P S.A.,4819.38063267545,140.205111935484,5701.24414777838,2020-03-01
Dommo Energia,5324.84760501717,15.2463774193548,5420.7444221732,2020-03-01
Eneva,32.9566991962613,661.221056451613,4191.91151227618,2020-03-01
Perenco Brasil,3569.43993809373,15.2171796774194,3665.15310700056,2020-03-01
Maha Energy,2993.04419257477,59.5177290322581,3367.39939981916,2020-03-01
SHB,1490.32356157534,9.86453483870968,1552.36961144921,2020-03-01
Petrosynergy,406.068897956681,8.11412741935484,457.105217740213,2020-03-01
Imetame,177.501002819303,12.1198529032258,253.732574808542,2020-03-01
Geopark Brasil,229.814034323548,1.46150064516129,239.00659569649,2020-03-01
Nova Petróleo,195.558846461177,2.24533903225806,209.681602359665,2020-03-01
Partex Brasil,192.63861956129,0.275643870967742,194.372367137342,2020-03-01
Petrogal Brasil,156.84482040569,2.24915612903226,170.991585117639,2020-03-01
Phoenix Óleo & Gás,62.4070890258064,4.06918774193548,88.0015067769097,2020-03-01
Recôncavo E&P,72.1369259689484,0.655333548387097,76.258849474929,2020-03-01
Petroborn,0,9.51433548387097,59.8433624698065,2020-03-01
Santana,42.4312814468065,1.20164838709677,49.9894214884516,2020-03-01
BGM,29.3618475654839,0.0234245161290323,29.5091833212774,2020-03-01
Guto & Cacal,21.0505737903226,0.0499290322580645,21.3646179167097,2020-03-01
EPG Brasil,16.3729841212903,0.384264516129032,18.7899349174839,2020-03-01
Perícia,16.596982516129,0.0527741935483871,16.9289221664516,2020-03-01
Vipetro,9.10068348060968,0.0217035483870968,9.23719467629032,2020-03-01
Ubuntu Engenharia,4.10988359225806,0.0065341935483871,4.15098242818065,2020-03-01
Nord,1.21738258064516,0.00189903225806452,1.22932713273226,2020-03-01
Alvopetro,0.855211262903226,0.0102274193548387,0.919539787435484,2020-03-01
Leros,0.822747727419355,0.00130806451612903,0.830975204693548,2020-03-01
Energizzi Energias,0.344925064516129,0.00548387096774194,0.379417570967742,2020-03-01
Central Resources,2.02897096774194e-5,3.2258064516129e-6,4.05794193548387e-5,2020-03-01
Total Geral,2973385.54882328,121749.339100323,3739165.75938988,2020-03-01
Petrobras,2783112.21291956,121634.260349,3548168.60000531,2020-04-01
Shell Brasil,54373.3571396683,585.880278666667,58058.4327752287,2020-04-01
Total E&P do Brasil,28712.6471934667,886.289052,34287.2369356268,2020-04-01
Enauta Energia S.A.,29647.7008310833,221.269966666667,31039.446880123,2020-04-01
Petro Rio Jaguar,19076.8092289067,256.1356,20687.8534871427,2020-04-01
Equinor Brasil,12481.7526530033,18.773,12599.8312561333,2020-04-01
Petro Rio O&G,10628.8002349164,35.806166,10854.0142158849,2020-04-01
Potiguar E&P S.A.,4775.14919049566,154.315579333333,5745.76486454225,2020-04-01
Dommo Energia,5447.04464371679,15.137326,5542.25554816485,2020-04-01
Perenco Brasil,4012.85848328393,18.6653016666667,4130.25968435995,2020-04-01
Maha Energy,2845.03607536745,50.1791906666667,3160.65365061456,2020-04-01
SHB,1563.79069152902,13.3477036666667,1647.74521152866,2020-04-01
Eneva,13.29264544122,73.9854546666667,478.647098058167,2020-04-01
Petrosynergy,367.44762448291,6.77436433333333,410.057089010353,2020-04-01
Nova Petróleo,249.481487348917,2.169008,263.124135557397,2020-04-01
Geopark Brasil,239.266469003333,1.52161333333333,248.837127763467,2020-04-01
Imetame,151.91171126335001,11.03243,221.30359980165,2020-04-01
Partex Brasil,192.925245526667,0.276054,194.661572736407,2020-04-01
Petrogal Brasil,159.13704873332,2.32406733333333,173.754990687193,2020-04-01
Recôncavo E&P,146.84819407,1.05542066666667,153.486589533407,2020-04-01
Phoenix Óleo & Gás,61.737001074,5.29781866666667,95.0592739017867,2020-04-01
Petroborn,0,9.55989333333333,60.1299126869333,2020-04-01
Santana,38.0568727936,1.19526333333333,45.5748520602333,2020-04-01
Guto & Cacal,18.9532941333333,0.059483,19.3274309015633,2020-04-01
EPG Brasil,15.9907936233333,0.369416666666667,18.3143542675,2020-04-01
Perícia,14.466563,0.046,14.75589426,2020-04-01
Vipetro,6.23148668847333,0.0148576666666667,6.32493858885,2020-04-01
Alvopetro,4.305374945,0.051488,4.62922468228,2020-04-01
Ubuntu Engenharia,3.87221669633333,0.00615633333333333,3.91093886329667,2020-04-01
Nord,2.09660333333333,0.00327066666666667,2.11717520524,2020-04-01
Leros,0.996515564333333,0.00158433333333333,1.00648071997667,2020-04-01
BGM,0.108813713,8.63333333333333e-5,0.109356733263333,2020-04-01
Central Resources,2.09660333333333e-6,3.33333333333333e-7,4.19320666666667e-6,2020-04-01
Total Geral,2958364.28524853,124005.803244667,3738337.22655487,2020-04-01
Petrobras,2603502.20977081,111705.167682258,3306106.49051036,2020-05-01
Shell Brasil,52262.3921323418,567.983844193548,55834.9025953888,2020-05-01
Total E&P do Brasil,28637.003774171,902.540457096774,34313.8117666228,2020-05-01
Enauta Energia S.A.,28148.4620576452,205.588741935484,29441.5761825584,2020-05-01
Petro Rio Jaguar,18645.4092864806,245.666741935484,20190.6064165739,2020-05-01
Petro Rio O&G,9949.2179986045,31.2143829032258,10145.550536333,2020-05-01
Dommo Energia,5664.46288497425,15.3005832258065,5760.70064635376,2020-05-01
Potiguar E&P S.A.,4434.76160796657,143.158981612903,5335.20440210523,2020-05-01
3R PETROLEUM,3794.7801056362,204.962295806452,5083.95400342258,2020-05-01
Perenco Brasil,4100.89126394302,20.0338387096774,4226.90030299753,2020-05-01
Maha Energy,3258.72297105278,60.928975483871,3641.95465034099,2020-05-01
SHB,1526.84872766392,17.6062129032258,1637.58846164475,2020-05-01
Eneva,3.41556566915484,125.026470322581,789.808308968826,2020-05-01
Petrosynergy,352.629777420484,17.2181919354839,460.92893323821,2020-05-01
Imetame,166.612371861181,36.3047648387097,394.962444791345,2020-05-01
Nova Petróleo,225.895429940303,2.0510764516129,238.796311116423,2020-05-01
Partex Brasil,199.269296683871,0.285131612903226,201.062720354026,2020-05-01
Petroborn,0,30.8279483870968,193.901938044645,2020-05-01
Alvopetro,11.4943924143677,25.6410258064516,172.771572942045,2020-05-01
Petrogal Brasil,156.606170811494,2.29913290322581,171.067279937532,2020-05-01
Recôncavo E&P,115.016277248387,1.02692032258065,121.475410962558,2020-05-01
Geopark Brasil,72.8203767235484,0.46310064516129,75.7331917924903,2020-05-01
Phoenix Óleo & Gás,45.4623408858064,4.20372193548387,71.9029531528323,2020-05-01
BGM,43.6736000806452,0.03472,43.8919822838452,2020-05-01
Santana,28.8131529466774,1.05933225806452,35.4761515767742,2020-05-01
Vipetro,19.8759253962,0.0474003225806452,20.174064419171,2020-05-01
EPG Brasil,15.8923208990322,0.375077419354839,18.2514866020645,2020-05-01
Newo,17.7104614935161,0.018,17.8236780735161,2020-05-01
Perícia,16.353506,0.052,16.68057612,2020-05-01
Guto & Cacal,10.4106500354839,0.0331290322580645,10.619025353871,2020-05-01
Ubuntu Engenharia,3.80148000516129,0.00604387096774194,3.8394948052129,2020-05-01
Nord,3.0434564516129,0.00474774193548387,3.07331884631613,2020-05-01
Leros,0.96477569516129,0.00153387096774194,0.974423452112903,2020-05-01
Central Resources,2.02897096774194e-6,3.2258064516129e-7,4.05794193548387e-6,2020-05-01
Total Geral,2765434.92391199,114367.132208064,3484782.45574559,2020-05-01
Petrobras,2868419.9973907,123914.045645333,3647815.80083117,2020-06-01
Shell Brasil,47279.2555217228,512.764641333333,50504.4476904276,2020-06-01
Total E&P do Brasil,29129.46241915,931.045248,34985.5601304729,2020-06-01
Petro Rio Jaguar,18311.5070801733,229.623,19755.7921218033,2020-06-01
Enauta Energia S.A.,17583.6712330067,129.065233333333,18395.467028279,2020-06-01
Eneva,12.9436448503533,2234.57512333333,14067.9966013436,2020-06-01
Petro Rio O&G,7759.36737660701,25.2954203333333,7918.47076437381,2020-06-01
Dommo Energia,5853.98276900019,15.0307726666667,5948.52347322672,2020-06-01
Potiguar E&P S.A.,4516.44913117758,130.725750666667,5338.68926497829,2020-06-01
3R PETROLEUM,3598.18703870214,174.801623,4697.65603506377,2020-06-01
Perenco Brasil,4196.67389717332,21.6374856666667,4332.76957089438,2020-06-01
Maha Energy,3579.69668087462,69.0687766666667,4014.12616304038,2020-06-01
SHB,1453.31441192115,16.395808,1556.44092903763,2020-06-01
Petrosynergy,342.697830147877,11.908475,417.599875287627,2020-06-01
Nova Petróleo,208.234703868163,1.923404,220.332549581403,2020-06-01
Petroborn,0,34.9339966666667,219.728201573967,2020-06-01
Imetame,157.35499460488,9.53429433333333,217.323894445623,2020-06-01
Partex Brasil,206.049982393333,0.294834,207.904432234873,2020-06-01
Petrogal Brasil,163.1206244191,2.50476633333333,178.875128750163,2020-06-01
BGM,95.5715663466667,0.0759766666666667,96.0494451444333,2020-06-01
Recôncavo E&P,81.2066886083333,0.783350333333333,86.1338133684366,2020-06-01
Phoenix Óleo & Gás,45.31808105,4.175144,71.57894353264,2020-06-01
Santana,38.8194703240333,1.04849,45.4142732109333,2020-06-01
Vipetro,26.9380213306367,0.064242,27.3420913046567,2020-06-01
Newo,20.9548794036,0.0213,21.0888523566,2020-06-01
Alvopetro,12.54817095,0.776031666666667,17.4292626873167,2020-06-01
EPG Brasil,14.616889459,0.326746666666667,16.6720639104667,2020-06-01
Perícia,14.9697478,0.0476,15.269142756,2020-06-01
Guto & Cacal,14.0063585683333,0.0466,14.2994637143333,2020-06-01
Nord,3.98354633333333,0.004906,4.01440414119333,2020-06-01
Ubuntu Engenharia,2.892683619,0.004599,2.92161045519,2020-06-01
Leros,1.07765411333333,0.00171333333333333,1.08843065446667,2020-06-01
Petroil,1.01565126295667,0,1.01565126295667,2020-06-01
Central Resources,2.09660333333333e-6,3.33333333333333e-7,4.19320666666667e-6,2020-06-01
Total Geral,3013145.88614176,128472.550998667,3821213.82213868,2020-06-01
Petrobras,2906996.91399367,125085.40345871,3693760.3355223,2020-07-01
Shell Brasil,43579.3696005337,484.339128709677,46625.7706956832,2020-07-01
Total E&P do Brasil,32303.8290920871,1103.09574290323,39242.0917267572,2020-07-01
Trident Energy,24956.55471765,320.606943870968,26973.111479279,2020-07-01
Petro Rio Jaguar,18123.3367957419,217.203027419355,19489.5025696345,2020-07-01
Enauta Energia S.A.,16925.7590007129,129.676903225806,17741.4020833916,2020-07-01
Petro Rio O&G,16009.1054691164,46.3659835483871,16300.7386960989,2020-07-01
Eneva,42.6327318872806,2188.59474451613,13808.4778418923,2020-07-01
Potiguar E&P S.A.,4764.27840927436,152.341415483871,5722.47696779896,2020-07-01
3R PETROLEUM,3804.0390488523,161.059851612903,4817.07491412565,2020-07-01
Perenco Brasil,3991.00360646493,19.4651722580645,4113.43584158543,2020-07-01
Maha Energy,3412.13562474886,67.4032425806452,3836.08921396503,2020-07-01
SHB,1409.90388713407,13.6840151612903,1495.9737425357,2020-07-01
Alvopetro,41.102711257129,188.721099354839,1228.12256919019,2020-07-01
Imetame,173.825743069074,82.6172464516129,693.472525972894,2020-07-01
Central Resources,453.739079832803,1.60205516129032,463.815702406839,2020-07-01
Petrosynergy,351.445357502181,15.8731651612903,451.284550465316,2020-07-01
Petroborn,0,41.1718377419355,258.963036747603,2020-07-01
Nova Petróleo,229.0439343348,2.04827387096774,241.927187811152,2020-07-01
Partex Brasil,199.882045916129,0.286008387096774,201.680984329374,2020-07-01
Petrogal Brasil,135.601910312481,2.13885161290323,149.054880575835,2020-07-01
Recôncavo E&P,104.26618037,0.996691290322581,110.535179214784,2020-07-01
Phoenix Óleo & Gás,51.67707896,5.45313322580645,85.9762508550097,2020-07-01
Oeste de Canoas,57.732339916129,0.367148387096774,60.0416335127742,2020-07-01
BGM,58.5561021290322,0.0466254838709677,58.8493675637387,2020-07-01
Santana,46.4366121650968,1.22001290322581,54.1102615239355,2020-07-01
Vipetro,19.7034811246806,0.0469890322580645,19.9990332096677,2020-07-01
Newo,18.9842088876452,0.019741935483871,19.108381910871,2020-07-01
EPG Brasil,14.4156358287097,0.31741935483871,16.4121432609677,2020-07-01
Perícia,14.9940954516129,0.0476774193548387,15.2939773606452,2020-07-01
Guto & Cacal,6.49270709677419,0.0213858064516129,6.62721975605161,2020-07-01
Ubuntu Engenharia,3.36748311516129,0.00535387096774194,3.4011579463129,2020-07-01
Nord,3.2463535483871,0.00474774193548387,3.27621594309032,2020-07-01
Leros,1.06013733064516,0.00168548387096774,1.07073870395161,2020-07-01
Energizzi Energias,0.486953032258065,0.00774193548387097,0.535648335483871,2020-07-01
Total Geral,3078304.92212906,130332.254521613,3898070.03994164,2020-07-01
Petrobras,2915925.57989536,127642.629415161,3718773.46681713,2020-08-01
Total E&P do Brasil,44967.9679067194,1768.95025709677,56094.3289233092,2020-08-01
Shell Brasil,37534.2612093331,477.987647741935,40540.7126959768,2020-08-01
Trident Energy,22124.3222353152,252.22313483871,23710.7578310551,2020-08-01
Petro Rio Jaguar,18236.4093188032,218.414225806452,19610.1933004229,2020-08-01
Petro Rio O&G,18841.3250532827,53.9796141935484,19180.8465704334,2020-08-01
Eneva,37.8166974132355,2185.70983645161,13785.516283825,2020-08-01
Enauta Energia S.A.,10636.2147959097,79.5252251612903,11136.4133523814,2020-08-01
Potiguar E&P S.A.,4733.89636467173,177.811344193548,5852.29593549375,2020-08-01
SPE 3R Petroleum,3904.93120064679,160.162961290323,4912.32579620028,2020-08-01
Perenco Brasil,3530.34469477003,17.0258948387097,3637.43433838549,2020-08-01
Maha Energy,3141.0290932818,66.9804338709677,3562.32329604775,2020-08-01
SHB,1436.49363688311,14.2980032258065,1526.42536055282,2020-08-01
Alvopetro,32.2931526468548,175.389492903226,1135.45973900449,2020-08-01
Imetame,185.02700598979,147.736854516129,1114.26375089388,2020-08-01
Central Resources,461.406818799213,1.59492096774194,471.438568651326,2020-08-01
Petrosynergy,326.893289093248,10.5418190322581,393.199327860535,2020-08-01
Petroborn,0,55.485664516129,348.994287530194,2020-08-01
Nova Petróleo,193.226349552545,1.52975612903226,202.848224950494,2020-08-01
Partex Brasil,194.671648470968,0.278552903225806,196.423693307206,2020-08-01
BGM,115.186710809677,0.0915754838709677,115.762703203884,2020-08-01
Petrogal Brasil,100.299781546639,0.794321290322581,105.295911541723,2020-08-01
Recôncavo E&P,98.5016709535484,0.834587741935484,103.751069278652,2020-08-01
Phoenix Óleo & Gás,57.1001125625806,4.23358870967742,83.7285811645968,2020-08-01
Santana,46.7627083790322,1.20395806451613,54.3353758528065,2020-08-01
Oeste de Canoas,40.0275392516129,0.254554838709677,41.6286408216774,2020-08-01
