"","Nome ANP do Poço","Campo","Bacia","Petróleo (bbl/d)","Gás natural (Mm³/d)","Produção Total (boe/d)","mes"
"3568","7-BUZ-24D-RJS","Búzios/Tambuatá","Santos",48740.6527559065,1978.48335129032,61184.9371236858,"2020-10-01"
"3569","7-BUZ-10-RJS","Búzios/Tambuatá","Santos",47436.7305055452,1813.16305935484,58841.1816479058,"2020-10-01"
"3570","7-BUZ-12-RJS","Búzios/Tambuatá","Santos",47942.3665053713,1720.99739709677,58767.1131436046,"2020-10-01"
"3571","7-BUZ-30-RJS","Búzios/Tambuatá","Santos",42354.3022882903,1483.82219032258,51687.2619392032,"2020-10-01"
"3572","7-BUZ-14DA-RJS","Búzios/Tambuatá","Santos",38980.2077712306,1462.94974032258,48181.883677409,"2020-10-01"
"3573","7-BUZ-23-RJS","Búzios/Tambuatá","Santos",38310.8581619594,1485.25582225806,47652.8350853564,"2020-10-01"
"3574","9-BUZ-3-RJS","Búzios/Tambuatá","Santos",36355.691013169,1692.6674016129,47002.2473625079,"2020-10-01"
"3575","7-BUZ-31D-RJS","Búzios/Tambuatá","Santos",34096.7901568613,1424.55950935484,43056.9988043964,"2020-10-01"
"3576","9-BUZ-4-RJS","Búzios/Tambuatá","Santos",34847.1588087426,1222.0122516129,42533.3836890599,"2020-10-01"
"3577","9-ATP-1-RJS","Anc_Norte_Atapu/Atapu/Oeste De Atapu","Santos",34063.3545109522,1222.09476322581,41750.0983736375,"2020-10-01"
"3578","3-BRSA-1064-RJS","Búzios/Tambuatá","Santos",31562.991937121,1264.38157419355,39515.7118062993,"2020-10-01"
"3579","9-LL-2-RJS","Tupi","Santos",27404.1482609258,1875.61220677419,39201.3926752162,"2020-10-01"
"3580","7-SPH-20D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",31460.7869335749,1201.03518,39015.0700190907,"2020-10-01"
"3581","3-BRSA-1305A-RJS","Mero","Santos",26829.5840837312,1811.36868193548,38222.7489330558,"2020-10-01"
"3582","7-BUZ-25-RJS","Búzios/Tambuatá","Santos",30636.6930387006,1170.76810258065,38000.6019579934,"2020-10-01"
"3583","9-BUZ-1-RJS","Búzios/Tambuatá","Santos",29785.2420676919,1146.14659096774,36994.2863570267,"2020-10-01"
"3584","9-LL-12D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",27372.3970180188,1088.13969935484,34216.5889804179,"2020-10-01"
"3585","7-SPH-17-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",24749.4778960449,1423.54298354839,33703.2927893974,"2020-10-01"
"3586","7-LL-80DB-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",26547.9155450524,1122.69830032258,33609.4745414044,"2020-10-01"
"3587","3-BRSA-1184-RJS","Búzios/Tambuatá","Santos",26889.4626447894,1009.08112225806,33236.3911783794,"2020-10-01"
"3588","7-SRR-2-RJS","Sururu","Santos",26732.0327239388,914.778610967742,32485.8163789898,"2020-10-01"
"3589","7-SLL-5-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",26424.8275992684,922.413086451613,32226.6306545626,"2020-10-01"
"3590","7-SLL-2-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",26584.0097110411,897.092128387097,32226.5487510915,"2020-10-01"
"3591","7-LL-61-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",26571.0845593143,898.849693225806,32224.6783482629,"2020-10-01"
"3592","8-LL-87D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",26490.3735185551,884.452487741935,32053.4116204792,"2020-10-01"
"3593","7-LL-66-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",26133.2667111878,875.3531,31639.0713930988,"2020-10-01"
"3594","7-LL-70-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",23662.4193345478,1168.39474741935,31011.4003008135,"2020-10-01"
"3595","7-LL-15D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",23446.6770356188,1163.57292580645,30765.3296600855,"2020-10-01"
"3596","4-BRSA-711-RJS","Tupi","Santos",21271.25055679,1473.00383903226,30536.1648335735,"2020-10-01"
"3597","9-BUZ-7-RJS","Búzios/Tambuatá","Santos",24345.8933066626,927.081454516129,30177.0595100927,"2020-10-01"
"3598","3-BRSA-1053-RJS","Búzios/Tambuatá","Santos",21661.3553265361,1311.49115741935,29910.385523384,"2020-10-01"
"3599","7-SPH-7D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",24060.1757880131,860.342391612903,29471.5659662038,"2020-10-01"
"3600","7-LL-59-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",23049.5165071585,988.982396451613,29270.0278741838,"2020-10-01"
"3601","9-BRSA-1191-RJS","Búzios/Tambuatá","Santos",22601.0054626155,984.580080967742,28793.8271016872,"2020-10-01"
"3602","7-LL-91-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",23322.5916537939,810.145221612903,28418.251170147,"2020-10-01"
"3603","3-BRSA-883-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",19118.4374138862,1439.20790806452,28170.7817061095,"2020-10-01"
"3604","4-BRSA-1047-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",23187.4842990679,777.523959677419,28077.9622758865,"2020-10-01"
"3605","7-SPH-14D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",20819.7103255482,1104.89372483871,27769.2819249759,"2020-10-01"
"3606","7-LL-28D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",22597.1862473751,808.859832903226,27684.7609129681,"2020-10-01"
"3607","7-LL-69-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",22719.3972698779,767.125868387097,27544.4732281177,"2020-10-01"
"3608","7-LL-22D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",22258.0496463067,816.816788709677,27395.6720521007,"2020-10-01"
"3609","9-LL-7-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",21519.3826746297,897.671646129032,27165.5667711685,"2020-10-01"
"3610","7-LL-83D-RJS","Tupi","Santos",21112.0254369197,961.356611612903,27158.7758662086,"2020-10-01"
"3611","7-SLL-3-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",19976.2106421986,1089.23582677419,26827.2970378012,"2020-10-01"
"3612","7-LL-102D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",19210.5052138431,1097.46378677419,26113.3439145333,"2020-10-01"
"3613","3-BRSA-830-RJS","Tupi","Santos",18647.573792709,1130.69282516129,25759.4168313368,"2020-10-01"
"3614","7-LL-90D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",20733.5317862877,789.970187741935,25702.2941728488,"2020-10-01"
"3615","7-LL-110D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",20750.8551424392,753.913043870968,25492.8249449093,"2020-10-01"
"3616","3-BRSA-788-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",20516.2075210138,785.587858064516,25457.4058865466,"2020-10-01"
"3617","7-BBG-2D-RJS","Berbigão","Santos",22796.9283348739,316.746209677419,24789.201811965,"2020-10-01"
"3618","6-BRSA-1222A-ESS","Jubarte","Campos",20037.5800059071,722.926068064516,24584.64761808,"2020-10-01"
"3619","7-LL-95D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",20371.1689154257,648.890410645161,24452.5663092057,"2020-10-01"
"3620","7-LL-97-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",19685.808903203,751.449129032258,24412.2811494813,"2020-10-01"
"3621","7-LL-113D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",20278.8795782157,655.050469354839,24399.0225708685,"2020-10-01"
"3622","7-LL-100-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",18947.8279347261,789.529970322581,23913.8214373607,"2020-10-01"
"3623","9-BBG-1D-RJS","Berbigão","Santos",21868.1597871944,304.570322903226,23783.8492498943,"2020-10-01"
"3624","7-LL-68-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",18982.3596043753,679.286030645161,23254.9396727875,"2020-10-01"
"3625","3-BRSA-496-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",17437.4258286268,887.331511612903,23018.5724436847,"2020-10-01"
"3626","9-LL-19-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",18765.2347646289,602.32855483871,22553.7669321389,"2020-10-01"
"3627","8-LL-81D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",16629.9789750404,938.33212483871,22531.9097571721,"2020-10-01"
"3628","3-BRSA-1132-RJS","Berbigão","Santos",20349.5699858547,254.896460322581,21952.8202909563,"2020-10-01"
"3629","7-LL-46-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",14967.6063469397,847.078968709677,20295.5721151196,"2020-10-01"
"3630","3-BRSA-854-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",16312.6000482025,551.217196451613,19779.6514826158,"2020-10-01"
"3631","7-LPA-6D-SPS","Lapa","Santos",15214.8576377581,566.907654516129,18780.5990722102,"2020-10-01"
"3632","7-LL-34D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",14719.0732395098,529.724270645161,18050.9382542564,"2020-10-01"
"3633","6-BRSA-639-ESS","Jubarte","Campos",15065.5428236826,442.675186451613,17849.8856381778,"2020-10-01"
"3634","7-LL-67D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",12936.9722560432,775.04940483871,17811.8857530918,"2020-10-01"
"3635","7-BFR-7-ESS","Jubarte","Campos",14310.2520911306,525.295209677419,17614.2591539118,"2020-10-01"
"3636","7-LL-31D-RJS","Tupi","Santos",13373.5048038148,580.750581290323,17026.3156175205,"2020-10-01"
"3637","8-LPA-2D-SPS","Lapa","Santos",13882.0286380194,415.790840967742,16497.2740274467,"2020-10-01"
"3638","7-BUZ-17-RJS","Búzios/Tambuatá","Santos",11569.9393222777,753.923217096774,16311.9731124052,"2020-10-01"
"3639","7-LL-79D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",12625.6702494265,460.183059032258,15520.1342559582,"2020-10-01"
"3640","3-BRSA-861-SPS","Lapa","Santos",11985.6144015419,502.91302,15148.8417438681,"2020-10-01"
"3641","9-LL-20D-RJS","Tupi","Santos",11285.3491587381,555.566530645161,14779.7570788553,"2020-10-01"
"3642","7-LL-36A-RJS","Tupi","Santos",10278.3806065084,687.145686129032,14600.3964145796,"2020-10-01"
"3643","7-JUB-34H-ESS","Jubarte","Campos",11235.3762124939,477.408421290323,14238.18447481,"2020-10-01"
"3644","7-LL-51-RJS","Tupi","Santos",10459.329309839,581.678672903226,14117.9776434525,"2020-10-01"
"3645","7-JUB-57DPA-ESS","Jubarte","Campos",11595.3635458861,388.472712903226,14038.783100232,"2020-10-01"
"3646","7-LL-17D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",11757.432177264,349.979964516129,13958.7396578772,"2020-10-01"
"3647","7-BFR-12PA-ESS","Jubarte","Campos",10125.1553566868,554.172137419355,13610.7928083484,"2020-10-01"
"3648","9-BRSA-908D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",10202.5791824512,496.192103870968,13323.5332392999,"2020-10-01"
"3649","7-SPH-3-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",9715.46165340092,519.766787096774,12984.6959885501,"2020-10-01"
"3650","7-SPH-5-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",8552.51598643167,678.246684193548,12818.5587631391,"2020-10-01"
"3651","7-JUB-58DPA-ESS","Jubarte","Campos",10386.5359184294,375.871273548387,12750.6948135067,"2020-10-01"
"3652","7-SLL-8D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",9543.07538001668,455.817981612903,12410.0838789453,"2020-10-01"
"3653","7-SPH-1-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",10122.1291383725,346.477989032258,12301.4098585675,"2020-10-01"
"3654","7-LL-45D-RJS","Tupi","Santos",9399.9258579929,444.047741290323,12192.9017816382,"2020-10-01"
"3655","7-LL-103D-RJS","Tupi","Santos",8802.77515163774,426.032636451613,11482.4394887175,"2020-10-01"
"3656","7-SPH-6-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",9085.75808408606,279.568666129032,10844.1918759911,"2020-10-01"
"3657","3-BRSA-839A-RJS","Tupi","Santos",8456.67206657774,350.813345806452,10663.2213571646,"2020-10-01"
"3658","7-LL-58-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",7847.29206234987,328.442309354839,9913.13178415303,"2020-10-01"
"3659","7-LL-73D-RJS","Tupi","Santos",7165.78088225677,356.409723548387,9407.53032552865,"2020-10-01"
"3660","3-BRSA-1123-RJS","Albacora","Campos",7729.62724755903,188.126457419355,8912.90692069986,"2020-10-01"
"3661","7-LL-63D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",6785.56912944387,301.890397096774,8684.40236800713,"2020-10-01"
"3662","9-BRSA-928-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",5997.98819842681,394.460939354839,8479.07255939026,"2020-10-01"
"3663","7-BAZ-10DA-ESS","Jubarte","Campos",6346.47834754065,216.304428387097,7706.99210425409,"2020-10-01"
"3664","7-BAZ-4-ESS","Jubarte","Campos",5545.43776891677,190.902478709677,6746.17808852969,"2020-10-01"
"3665","7-LL-114D-RJS","Tupi","Santos",5338.01261763387,220.896024516129,6727.40664159566,"2020-10-01"
"3666","8-JUB-39-ESS","Jubarte","Campos",5117.32266285516,183.589060322581,6272.06297036273,"2020-10-01"
"3667","7-BAZ-8-ESS","Jubarte","Campos",4899.07173407677,160.190828709677,5906.64161040319,"2020-10-01"
"3668","7-LL-85-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",4017.05807106429,263.302229354839,5673.17906628265,"2020-10-01"
"3669","7-LL-8H-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",4031.39256631503,152.242079032258,4988.96631743292,"2020-10-01"
"3670","7-JUB-44-ESS","Jubarte","Campos",3751.26885772548,108.829183225806,4435.78374267099,"2020-10-01"
"3671","7-BAZ-9HA-ESS","Jubarte","Campos",3178.10139979742,103.306364516129,3827.87880439461,"2020-10-01"
"3672","7-JUB-55-ESS","Jubarte","Campos",2454.82295958613,83.0539909677419,2977.21678251494,"2020-10-01"
"3673","7-BAZ-3-ESS","Jubarte","Campos",2320.60348661355,72.7866958064516,2778.41797376392,"2020-10-01"
"3674","7-MLL-72-RJS","Marlim Leste","Campos",2444.57300405129,20.955315483871,2576.3779569349,"2020-10-01"
"3675","7-CRT-49-RJS","Barracuda/Caratinga","Campos",1735.20072505871,53.5274138709677,2071.87798809846,"2020-10-01"
"3676","7-MLL-77D-RJS","Marlim Leste","Campos",1759.93022900774,36.6087738709677,1990.19246098909,"2020-10-01"
"3677","7-BR-69DA-RJS","Barracuda/Caratinga","Campos",1709.32221485064,38.0685274193548,1948.76601929818,"2020-10-01"
"3678","6-BRSA-631DB-ESS","Jubarte","Campos",1350.93289899258,51.9763906451613,1677.85452063642,"2020-10-01"
"3679","8-LL-37D-RJS","Tupi","Santos",1313.39774767774,57.7045183870968,1676.34820447409,"2020-10-01"
"3680","7-MLL-78D-RJS","Marlim Leste","Campos",472.165080256774,7.36820129032258,518.509666414658,"2020-10-01"
"3681","7-JUB-45-ESS","Jubarte","Campos",180.097144215484,5.11904612903226,212.294971748332,"2020-10-01"
"3682","7-SPH-4D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",0.800788174635484,0.0259922580645161,0.964274539332258,"2020-10-01"
"3683","7-SPH-2D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",0.797744718183871,0.0262264516129032,0.962704115803226,"2020-10-01"
"3684","7-LL-84D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",0.640138311351613,0.0215012903225806,0.775377342235484,"2020-10-01"
"3685","Total Geral",NA,NA,2013501.93408153,82985.8734229032,2535467.31059564,"2020-10-01"
"3686","7-BUZ-30-RJS","Búzios/Tambuatá","Santos",47597.0760231839,1815.77549741935,59017.9589046071,"2021-01-01"
"3687","9-ATP-1-RJS","Tambuatá","Santos",48370.1908294587,1689.91498451613,58999.4349982181,"2021-01-01"
"3688","7-BUZ-24D-RJS","Búzios/Tambuatá","Santos",42331.02512176,1789.05636096774,53583.8497115385,"2021-01-01"
"3689","7-BUZ-23-RJS","Tambuatá","Santos",43016.4821228529,1529.36953451613,52635.9259147478,"2021-01-01"
"3690","7-BUZ-10-RJS","Albacora","Santos",40336.9490054126,1437.90796129032,49381.1168794161,"2021-01-01"
"3691","7-BUZ-25-RJS","Berbigão","Santos",39182.8816811984,1452.01172387097,48315.7595421192,"2021-01-01"
"3692","7-BUZ-12-RJS","Búzios/Tambuatá","Santos",38118.5961194097,1460.91495645161,47307.4736216486,"2021-01-01"
"3693","9-BUZ-4-RJS","Tambuatá","Santos",35123.4953212826,1312.06205612903,43376.1163625435,"2021-01-01"
"3694","3-BRSA-1305A-RJS","Mero","Santos",27634.2617916539,1854.12816225806,39296.3756479063,"2021-01-01"
"3695","7-BUZ-14DA-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",30916.0614425577,1187.08783096774,38382.618352657,"2021-01-01"
"3696","7-BUZ-31D-RJS","Sul de Tupi/Tupi","Santos",30073.873129811,1290.26434709677,38189.3907228237,"2021-01-01"
"3697","9-LL-20D-RJS","Tupi","Santos",28666.8537921513,1474.76698354839,37942.8579129438,"2021-01-01"
"3698","7-LL-36A-RJS","Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá","Santos",26085.3528417826,1712.51991258065,36856.7777131314,"2021-01-01"
"3699","7-SPH-22-SPS","Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá","Santos",28383.1135280285,1335.83423612903,36785.2570647753,"2021-01-01"
"3700","7-SPH-20D-SPS","Sapinhoá/Sudoeste de Sapinhoá","Santos",29415.1847079103,1155.94688903226,36685.8710100142,"2021-01-01"
"3701","9-BUZ-7-RJS","Sudoeste de Sapinhoá","Santos",29861.1343064606,1075.24864032258,36624.243956848,"2021-01-01"
"3702","7-LL-103D-RJS","Tupi","Santos",27770.7222427706,1354.58689387097,36290.8164337092,"2021-01-01"
"3703","7-SRR-2-RJS","Tupi","Santos",29880.1757607352,1012.82873806452,36250.6760857007,"2021-01-01"
"3704","7-LL-15D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",26966.7691980608,1448.65493387097,36078.5334876718,"2021-01-01"
"3705","3-BRSA-1064-RJS","Sul de Tupi/Tupi","Santos",28286.7883707535,1141.08794548387,35464.0147411375,"2021-01-01"
"3706","9-BUZ-1-RJS","Tupi","Santos",27470.2407728174,1065.13198612903,34169.7185904917,"2021-01-01"
"3707","7-LL-80DB-RJS","Lapa","Santos",26795.8740580492,1005.88182064516,33122.6795923613,"2021-01-01"
"3708","7-LL-84D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",26630.0872298374,922.259560645161,32430.924636979,"2021-01-01"
"3709","3-BRSA-1184-RJS","Sul de Tupi/Tupi","Santos",25684.8355959271,1071.51658,32424.4712959769,"2021-01-01"
"3710","7-LL-61-RJS","Tupi","Santos",26038.7696202333,902.002666774194,31712.1950137363,"2021-01-01"
"3711","8-LL-87D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",25958.9182544732,878.499609354839,31484.5138823893,"2021-01-01"
"3712","9-LL-12D-RJS","Sul de Tupi/Tupi","Santos",24734.0497895005,1014.12009129032,31112.6724808993,"2021-01-01"
"3713","7-SLL-5-RJS","Tupi","Santos",25205.3486898773,931.854038387097,31066.5335390648,"2021-01-01"
"3714","7-LL-28D-RJS","Tupi","Santos",25068.8198522941,949.959274193548,31043.8831947094,"2021-01-01"
"3715","7-LL-66-RJS","Jubarte","Santos",25512.6777278626,868.521733548387,30975.5144127526,"2021-01-01"
"3716","7-SPH-17-SPS","Jubarte","Santos",22051.4959421123,1329.62506774194,30414.5849894462,"2021-01-01"
"3717","7-SLL-2-RJS","Jubarte","Santos",24851.8729330118,875.262251935484,30357.1061978581,"2021-01-01"
"3718","9-LL-2-RJS","Anc_Brava/Marlim/Voador","Santos",20898.67995125,1456.32473516129,30058.6858337148,"2021-01-01"
"3719","7-LL-70-RJS","Marlim/Voador","Santos",21489.88589035,1339.37096064516,29914.2747523255,"2021-01-01"
"3720","7-LL-59-RJS","Voador","Santos",23186.4391822093,1030.40158709677,29667.4693887465,"2021-01-01"
"3721","7-SPH-7D-SPS","Jubarte","Santos",23552.5079705729,880.532361612903,29090.8892239694,"2021-01-01"
"3722","7-LL-105-RJS","Jubarte","Santos",23988.2073498223,798.996709354839,29013.7448422894,"2021-01-01"
"3723","7-LL-91-RJS","Jubarte","Santos",23244.273380526,821.2971,28410.076093077,"2021-01-01"
"3724","7-SPH-14D-SPS","Jubarte","Santos",20441.6738730892,1202.14830548387,28002.9583064047,"2021-01-01"
"3725","7-LL-73D-RJS","Jubarte","Santos",21204.6761642935,1068.53167096774,27925.5373536632,"2021-01-01"
"3726","7-LL-69-RJS","Berbigão","Santos",22613.2650266481,768.418796451613,27446.4732567574,"2021-01-01"
"3727","9-BUZ-3-RJS","Jubarte","Santos",21631.296121649,891.134767741935,27236.3644951399,"2021-01-01"
"3728","9-LL-7-RJS","Jubarte","Santos",21054.3167527761,896.067765483871,26690.4127447942,"2021-01-01"
"3729","3-BRSA-839A-RJS","Barracuda/Caratinga","Santos",20603.302154869,966.999243225806,26685.5436649031,"2021-01-01"
"3730","7-LL-102D-RJS","Caratinga","Santos",18823.2008257687,1203.6735583871,26394.0788100474,"2021-01-01"
"3731","4-BRSA-711-RJS","Búzios/Tambuatá","Santos",18136.0174584961,1291.21138645161,26257.4917491133,"2021-01-01"
"3732","7-LL-113D-RJS","Tambuatá","Santos",21749.7171420354,711.570432258065,26225.3599625565,"2021-01-01"
"3733","7-LL-83D-RJS","Búzios/Tambuatá","Santos",20312.4394275826,939.555779677419,26222.0667661554,"2021-01-01"
"3734","7-SPH-5-SPS","Tambuatá","Santos",17172.8693652947,1409.70606419355,26039.6526649199,"2021-01-01"
"3735","9-BRSA-1191-RJS","Búzios/Tambuatá","Santos",20030.2621163177,953.415657096774,26027.0654504816,"2021-01-01"
"3736","3-BRSA-788-SPS","Tambuatá","Santos",20723.2236236337,820.417251612903,25883.4922570011,"2021-01-01"
"3737","7-SLL-8D-RJS","Búzios/Tambuatá","Santos",20647.4232668153,801.737681935484,25690.2009560299,"2021-01-01"
"3738","7-SPH-1-SPS","Tambuatá","Santos",20838.7495885341,736.946499677419,25474.0030516701,"2021-01-01"
"3739","7-LL-95D-RJS","Búzios/Tambuatá","Santos",21133.067418018,647.017869032258,25202.6868808357,"2021-01-01"
"3740","8-LL-81D-RJS","Tambuatá","Santos",18448.0199450208,915.554011935484,24206.6807248327,"2021-01-01"
"3741","7-SLL-3-RJS","Búzios/Tambuatá","Santos",16622.2159211048,1122.94647225806,23685.3358717783,"2021-01-01"
"3742","9-BBG-1D-RJS","Tambuatá","Santos",21731.9523223807,281.324369677419,23501.4291560214,"2021-01-01"
"3743","3-BRSA-496-RJS","Búzios/Tambuatá","Santos",17608.3179373558,900.820243548387,23274.3061134289,"2021-01-01"
"3744","7-SPH-4D-SPS","Tambuatá","Santos",18924.9959508027,686.823446774194,23244.9849345575,"2021-01-01"
