"","Nome ANP do Poço","Campo","Bacia","Petróleo (bbl/d)","Gás natural (Mm³/d)","Produção Total (boe/d)","mes"
"2000","3-BRSA-861-SPS","Lapa","Santos",13243.0569849742,535.623878709677,16612.0294135211,"2019-10-01"
"2001","7-JUB-57DPA-ESS","Jubarte","Campos",13206.728665591,471.106852580645,16169.9012580212,"2019-10-01"
"2002","8-LPA-2D-SPS","Lapa","Santos",13490.6482542258,324.218299032258,15529.9197536619,"2019-10-01"
"2003","7-LL-17D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",12396.9546167971,447.170152258065,15209.5699121714,"2019-10-01"
"2004","7-LL-45D-RJS","Lula","Santos",11494.1878940942,518.405535483871,14754.860215236,"2019-10-01"
"2005","7-JUB-58DPA-ESS","Jubarte","Campos",11709.473076009,383.128616129032,14119.2792770236,"2019-10-01"
"2006","3-BRSA-821-RJS","Anc_Lula/Lula/Sul De Lula","Santos",10262.6538841328,574.627289032258,13876.9503529608,"2019-10-01"
"2007","7-BAZ-10DA-ESS","Jubarte","Campos",11375.056457929,344.817206451613,13543.8911712405,"2019-10-01"
"2008","7-MLL-73D-RJS","Marlim Leste","Campos",11234.7695501745,193.669784193548,12452.9156954929,"2019-10-01"
"2009","8-LL-37D-RJS","Lula","Santos",9407.22974768258,454.678461612903,12267.07088232,"2019-10-01"
"2010","7-LL-114D-RJS","Lula","Santos",9192.81742907806,342.309966451613,11345.8820791651,"2019-10-01"
"2011","7-BFR-12PA-ESS","Jubarte","Campos",7983.75789023968,386.84820516129,10416.9595995452,"2019-10-01"
"2012","7-LL-11-RJS","Anc_Lula/Lula/Sul De Lula","Santos",8568.92511261281,283.469462258065,10351.8941710182,"2019-10-01"
"2013","9-BRSA-908D-RJS","Anc_Lula","Santos",6073.2459779739,561.429920645161,9604.53350714705,"2019-10-01"
"2014","7-BAZ-4-ESS","Jubarte","Campos",7529.5506233271,253.682485806452,9125.16525937738,"2019-10-01"
"2015","9-BRSA-1191-RJS","Búzios","Santos",6410.43009216419,231.966007096774,7869.45220326156,"2019-10-01"
"2016","7-BAZ-8-ESS","Jubarte","Campos",6421.12459523806,190.653356774194,7620.29798520995,"2019-10-01"
"2017","7-JUB-44-ESS","Jubarte","Campos",6090.83003457613,219.767794193548,7473.12770417265,"2019-10-01"
"2018","7-BUZ-17-RJS","Búzios/Tambuatá","Santos",5731.38727699161,267.240105483871,7412.27676486512,"2019-10-01"
"2019","8-JUB-39-ESS","Jubarte","Campos",5484.94501399903,176.419503548387,6594.59017161271,"2019-10-01"
"2020","7-LL-8H-RJS","Anc_Lula/Lula/Sul De Lula","Santos",4944.56981934412,238.758858709677,6446.31767644484,"2019-10-01"
"2021","6-BRSA-770D-RJS","Anc_Brava/Marlim/Voador","Campos",5133.59257525129,153.505983548387,6099.11604563377,"2019-10-01"
"2022","6-BRSA-631DB-ESS","Jubarte","Campos",4076.22377549161,148.248085483871,5008.67606604892,"2019-10-01"
"2023","7-BR-69DA-RJS","Barracuda/Caratinga","Campos",3715.46380995484,81.5049951612903,4228.11474357027,"2019-10-01"
"2024","7-MLL-72-RJS","Marlim Leste","Campos",3772.99690492194,65.1359541935484,4182.68968096806,"2019-10-01"
"2025","7-BAZ-3-ESS","Jubarte","Campos",3035.86140458935,106.200244516129,3703.84076454935,"2019-10-01"
"2026","7-BAZ-9HA-ESS","Jubarte","Campos",2782.98060802484,104.297166774194,3438.98997057283,"2019-10-01"
"2027","8-LL-87D-RJS","Anc_Lula","Santos",2767.97188166358,92.3020677419355,3348.53435036748,"2019-10-01"
"2028","7-MLL-77D-RJS","Marlim Leste","Campos",2595.41644485387,54.3897387096774,2937.51756728739,"2019-10-01"
"2029","7-JUB-55-ESS","Jubarte","Campos",1734.68090269677,68.1741725806452,2163.48349513624,"2019-10-01"
"2030","7-JUB-45-ESS","Jubarte","Campos",1783.43261131548,54.0940819354839,2123.67410881411,"2019-10-01"
"2031","7-LL-58-RJS","Anc_Lula/Lula/Sul De Lula","Santos",1310.44089785189,44.0964787096774,1587.7993706048,"2019-10-01"
"2032","7-SPH-3-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",841.509356162868,78.6853880645161,1336.42549686494,"2019-10-01"
"2033","3-BRSA-839A-RJS","Lula","Santos",975.264257681935,42.5501641935484,1242.89670592816,"2019-10-01"
"2034","7-MLL-78D-RJS","Marlim Leste","Campos",1060.27002534645,22.4201464516129,1201.28848669927,"2019-10-01"
"2035","3-BRSA-1017D-RJS","Marlim Leste","Campos",973.27830089871,28.3757003225806,1151.75606454468,"2019-10-01"
"2036","7-LL-3D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",848.110842480135,30.3180070967742,1038.8053466975,"2019-10-01"
"2037","7-LL-63D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",602.730776223732,30.6156312903226,795.297280069916,"2019-10-01"
"2038","7-CRT-49-RJS","Anc_Lula/Lula/Sul De Lula","Santos",564.374100650968,22.0507977419355,703.069428796171,"2019-10-01"
"2039","7-LL-48D-RJS","Barracuda/Caratinga","Campos",1.02238832579032,0.0377474193548387,1.25981242152258,"2019-10-01"
"2040","Total Geral",NA,NA,1905285.42121159,77636.6777109678,2393605.37304481,"2019-10-01"
"2041","7-BUZ-24D-RJS","Búzios/Tambuatá","Santos",50842.7694188137,2112.47431133333,64129.8314669812,"2019-11-01"
"2042","7-BUZ-31D-RJS","Búzios/Tambuatá","Santos",49792.361923759,1987.62583166667,62294.1507560343,"2019-11-01"
"2043","3-BRSA-1305A-RJS","Mero","Santos",42131.3318624621,2851.661935,60067.7436178444,"2019-11-01"
"2044","7-BUZ-10-RJS","Búzios/Tambuatá","Santos",43003.6626446683,1499.18376533333,52433.2436836996,"2019-11-01"
"2045","9-BRSA-1191-RJS","Búzios","Santos",40131.3110461537,1599.42301233333,50191.377903358,"2019-11-01"
"2046","7-BUZ-14DA-RJS","Búzios/Tambuatá","Santos",39037.893201338,1538.24181533333,48713.1419538398,"2019-11-01"
"2047","9-BUZ-4-RJS","Búzios","Santos",36919.097112061,1253.07741966667,44800.7159970546,"2019-11-01"
"2048","7-BUZ-29D-RJS","Búzios/Tambuatá","Santos",35848.6052053747,1316.68386633333,44130.2965546767,"2019-11-01"
"2049","7-LL-15D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",32920.7072569314,1530.13336866667,42544.9554205046,"2019-11-01"
"2050","7-LL-27-RJS","Lula","Santos",31627.296296609,1595.177066,41660.6569581065,"2019-11-01"
"2051","9-LL-20D-RJS","Lula",NA,29637.095372782,1475.98224733333,38920.7432718817,"2019-11-01"
"2052","9-LL-12D-RJS","Anc_Lula",NA,30601.2859262427,1187.53266466667,38070.6407557897,"2019-11-01"
"2053","7-LL-83D-RJS","Lula","Santos",28587.4143507823,1387.61300366667,37315.236497375,"2019-11-01"
"2054","7-LL-61-RJS","Anc_Lula/Lula/Sul De Lula","Santos",30804.5061273102,1002.18639,37108.0681049961,"2019-11-01"
"2055","9-BUZ-1-RJS","Búzios","Santos",29387.0026731463,1175.571891,36781.126508877,"2019-11-01"
"2056","7-LL-103D-RJS","Lula","Santos",27862.0327874777,1356.32793033333,36393.0777669676,"2019-11-01"
"2057","7-LL-36A-RJS","Lula","Santos",26635.8695509137,1544.52009666667,36350.6075001286,"2019-11-01"
"2058","7-LL-51-RJS","Lula","Santos",26917.8559901163,1420.124219,35850.1675040247,"2019-11-01"
"2059","7-LL-80DB-RJS","Anc_Lula/Lula/Sul De Lula","Santos",28032.7598321818,1005.58399333333,34357.6920892897,"2019-11-01"
"2060","7-SLL-5-RJS","Anc_Lula/Lula/Sul De Lula","Santos",28204.5617949319,969.472821666667,34302.3616433792,"2019-11-01"
"2061","7-LL-66-RJS","Anc_Lula/Lula/Sul De Lula","Santos",28132.9831260543,911.980382,33869.1664525618,"2019-11-01"
"2062","7-LL-28D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",27484.5106233623,974.870357,33616.2599435245,"2019-11-01"
"2063","9-BUZ-3-RJS","Búzios","Santos",27247.6263255493,994.639090333333,33503.7172223188,"2019-11-01"
"2064","7-SLL-2-RJS","Anc_Lula/Lula/Sul De Lula","Santos",27517.5631702679,919.644636,33301.953198227,"2019-11-01"
"2065","9-BUZ-7-RJS","Búzios","Santos",26506.797827526,1010.64492766667,32863.5624000131,"2019-11-01"
"2066","7-LL-70-RJS","Anc_Lula/Lula/Sul De Lula","Santos",26675.3888464643,965.703039,32749.4774781969,"2019-11-01"
"2067","7-SPH-1-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",26636.5880296202,942.899277666667,32567.2453352807,"2019-11-01"
"2068","7-LL-73D-RJS","Lula","Santos",24803.2602359573,1200.644552,32355.0863455725,"2019-11-01"
"2069","7-SPH-20D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",25908.1102675075,1021.91962433333,32335.7905398356,"2019-11-01"
"2070","6-BRSA-1222A-ESS","Jubarte","Campos",26189.540440107,863.217026,31619.0115224121,"2019-11-01"
"2071","7-LL-59-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24805.3239372946,1009.70725266667,31156.1907121899,"2019-11-01"
"2072","3-BRSA-1053-RJS","Búzios/Tambuatá","Santos",25219.9792275477,863.132769666667,30648.9203535248,"2019-11-01"
"2073","7-LL-91-RJS","Anc_Lula/Lula/Sul De Lula","Santos",25106.1026389149,838.680117666667,30381.2412298159,"2019-11-01"
"2074","3-BRSA-1184-RJS","Búzios/Tambuatá","Santos",25243.5018589857,795.774459333333,30248.7720110451,"2019-11-01"
"2075","4-BRSA-1047-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24942.2289669936,839.00843,30219.4325800919,"2019-11-01"
"2076","7-SPH-2D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",24388.1975232615,882.874162,29941.3082561507,"2019-11-01"
"2077","8-LL-81D-RJS","Anc_Lula","Santos",22639.3848645568,1103.92375133333,29582.8555149307,"2019-11-01"
"2078","7-LL-79D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24173.6812763003,794.364338,29170.082033096,"2019-11-01"
"2079","9-LL-7-RJS","Anc_Lula","Santos",23066.4717692908,929.835765333333,28914.962064442,"2019-11-01"
"2080","7-LL-22D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",23217.5215816,861.585570666667,28636.7311198349,"2019-11-01"
"2081","3-BRSA-496-RJS","Anc_Lula/Lula/Sul De Lula","Santos",21170.7519788998,1172.264489,28544.0728844569,"2019-11-01"
"2082","8-LL-87D-RJS","Anc_Lula","Santos",23558.3158301039,786.250165666667,28503.6799846157,"2019-11-01"
"2083","9-LL-2-RJS","Lula",NA,19898.3835821257,1259.51751366667,27820.5094347614,"2019-11-01"
"2084","7-LL-95D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",23161.6185658987,731.410034333333,27762.0487139489,"2019-11-01"
"2085","7-SLL-3-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22266.4976761067,857.745739,27661.5554027263,"2019-11-01"
"2086","7-SPH-4D-SPS","Nordeste De Sapinhoá","Santos",22480.5430196694,785.468766333333,27420.9923208405,"2019-11-01"
"2087","7-LL-67D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22711.8791305931,742.094349666667,27379.51159207,"2019-11-01"
"2088","7-LL-97-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22021.5972334954,785.558055333333,26962.6081455116,"2019-11-01"
"2089","7-LL-69-RJS","Anc_Lula/Lula/Sul De Lula","Santos",21623.0939425994,721.951266,26164.0302349988,"2019-11-01"
"2090","7-LL-110D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",21602.9719954782,663.031382666667,25773.3134164888,"2019-11-01"
"2091","3-BRSA-854-RJS","Anc_Lula/Lula/Sul De Lula","Santos",20994.32931416,721.540528666667,25532.6821467728,"2019-11-01"
"2092","7-LL-90D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",20357.1092941376,713.337194333333,24843.8647124273,"2019-11-01"
"2093","4-BRSA-711-RJS","Lula","Santos",18635.7293838657,984.368963,24827.2231310327,"2019-11-01"
"2094","7-SPH-5-SPS","Nordeste De Sapinhoá","Santos",16098.452925572,1280.49052466667,24152.4950325256,"2019-11-01"
"2095","7-LL-100-RJS","Anc_Lula/Lula/Sul De Lula","Santos",18417.9409450195,758.772116333333,23190.473390054,"2019-11-01"
"2096","7-SPH-8-SPS","Nordeste De Sapinhoá","Santos",18229.068704198,666.411459333333,22420.6701652274,"2019-11-01"
"2097","7-BFR-7-ESS","Jubarte","Campos",18306.8735868067,630.199388,22270.7079994429,"2019-11-01"
"2098","7-LL-102D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",18194.8036496527,625.815930333333,22131.0669464226,"2019-11-01"
"2099","7-LL-34D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",18321.7783482897,551.036356666667,21787.6923348153,"2019-11-01"
"2100","7-LL-46-RJS","Anc_Lula/Lula/Sul De Lula","Santos",16368.6841585577,805.507875333333,21435.1756479081,"2019-11-01"
"2101","3-BRSA-788-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",17114.0293984945,674.662534333333,21357.5285535697,"2019-11-01"
"2102","7-LL-31D-RJS","Lula","Santos",16319.8590807257,792.171642333333,21302.4681983903,"2019-11-01"
"2103","7-LL-60D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",14528.1532472271,981.390272666667,20700.9115981486,"2019-11-01"
"2104","7-JUB-34H-ESS","Jubarte","Campos",16400.782098903,648.979258,20482.738325664,"2019-11-01"
"2105","3-BRSA-883-RJS","Anc_Lula/Lula/Sul De Lula","Santos",14930.847851557,819.104486,20082.8594386447,"2019-11-01"
"2106","9-BBG-1D-RJS","Berbigão","Santos",18676.6682895333,217.380297666667,20043.9490596001,"2019-11-01"
"2107","7-JUB-57DPA-ESS","Jubarte","Campos",15746.364478282,595.903926333333,19494.4869531727,"2019-11-01"
"2108","7-BUZ-17-RJS","Búzios/Tambuatá","Santos",14397.9049016623,762.707243,19195.1885457562,"2019-11-01"
"2109","7-LL-84D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",15720.2930879392,514.072954333333,18953.7142968345,"2019-11-01"
"2110","6-BRSA-639-ESS","Jubarte","Campos",15122.4230837143,518.455375333333,18383.4088880397,"2019-11-01"
"2111","3-BRSA-830-RJS","Lula","Santos",12539.9449268217,916.110193,18302.103979855,"2019-11-01"
"2112","7-JUB-58DPA-ESS","Jubarte","Campos",13456.874896244,470.420456333333,16415.730186694,"2019-11-01"
"2113","7-SPH-14D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",11069.4102751791,788.689142666667,16030.1151316153,"2019-11-01"
"2114","7-BFR-12PA-ESS","Jubarte","Campos",11786.0688469343,590.31506,15499.0384144729,"2019-11-01"
"2115","7-SPH-7D-SPS","Nordeste De Sapinhoá","Santos",12319.691106792,445.296786,15120.5232843427,"2019-11-01"
"2116","7-LL-17D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",12507.246301235,399.562281,15020.4171318916,"2019-11-01"
"2117","7-LL-58-RJS","Anc_Lula/Lula/Sul De Lula","Santos",12310.4693668552,415.524769333333,14924.0412162557,"2019-11-01"
"2118","7-SPH-6-SPS","Nordeste De Sapinhoá","Santos",12486.5665339276,369.426894333333,14810.1915081743,"2019-11-01"
"2119","7-SPH-17-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",11309.3155771215,527.919738333333,14629.8304264879,"2019-11-01"
"2120","7-LL-45D-RJS","Lula","Santos",11238.6207670213,489.208723333333,14315.6506871306,"2019-11-01"
"2121","3-BRSA-821-RJS","Anc_Lula/Lula/Sul De Lula","Santos",10368.0775194646,533.904172666667,13726.2333237451,"2019-11-01"
"2122","7-MLL-73D-RJS","Marlim Leste","Campos",11590.8497077007,204.508768666667,12877.171005948,"2019-11-01"
"2123","7-BAZ-10DA-ESS","Jubarte","Campos",10598.0302453837,331.791194666667,12684.93381951,"2019-11-01"
"2124","9-BRSA-928-SPS","Nordeste De Sapinhoá","Santos",9933.80968960904,433.63235,12661.2747809625,"2019-11-01"
"2125","7-LL-63D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",9005.67059946723,459.814589,11897.8169995053,"2019-11-01"
"2126","8-LPA-2D-SPS","Lapa","Santos",9859.54763683,245.931507,11406.4100888737,"2019-11-01"
"2127","7-LL-114D-RJS","Lula","Santos",9093.494065462,351.401943666667,11303.745524756,"2019-11-01"
"2128","9-BRSA-908D-RJS","Anc_Lula","Santos",7015.9597608626,633.636082666667,11001.4103299802,"2019-11-01"
"2129","3-BRSA-861-SPS","Lapa","Santos",8719.55521658667,315.2173,10702.2121422997,"2019-11-01"
"2130","7-LL-11-RJS","Anc_Lula/Lula/Sul De Lula","Santos",8722.25817018362,297.826578666667,10595.530762947,"2019-11-01"
"2131","8-LL-37D-RJS","Lula","Santos",7305.93425666867,349.176947666667,9502.19091387194,"2019-11-01"
"2132","7-BAZ-4-ESS","Jubarte","Campos",7180.87207749567,237.525722333333,8674.86374108509,"2019-11-01"
"2133","7-BAZ-8-ESS","Jubarte","Campos",7169.29044068233,222.593817333333,8569.36325888371,"2019-11-01"
"2134","7-JUB-44-ESS","Jubarte","Campos",6258.823880016,208.250335,7568.67891960235,"2019-11-01"
"2135","3-BRSA-839A-RJS","Lula","Santos",5933.95624181767,259.686648,7567.33591727455,"2019-11-01"
"2136","8-JUB-39-ESS","Jubarte","Campos",5644.960438351,196.077442,6878.25029381702,"2019-11-01"
"2137","6-BRSA-770D-RJS","Anc_Brava/Marlim/Voador","Campos",5246.577081552,160.252751,6254.53643731931,"2019-11-01"
"2138","7-BR-69DA-RJS","Barracuda/Caratinga","Campos",4931.867696164,106.889262666667,5604.18084937743,"2019-11-01"
"2139","7-LL-8H-RJS","Anc_Lula/Lula/Sul De Lula","Santos",4234.85549270602,203.676575666667,5515.94245509997,"2019-11-01"
"2140","7-SPH-3-SPS","Nordeste De Sapinhoá","Santos",3212.82655949006,349.390175666667,5410.42438030002,"2019-11-01"
"2141","6-BRSA-631DB-ESS","Jubarte","Campos",4003.38837761967,144.310518,4911.07411684125,"2019-11-01"
"2142","7-MLL-72-RJS","Marlim Leste","Campos",3831.17883098833,60.604412,4212.36906763005,"2019-11-01"
"2143","7-LL-68-RJS","Anc_Lula/Lula/Sul De Lula","Santos",3272.56127922149,102.070557,3914.56568934566,"2019-11-01"
"2144","7-BAZ-3-ESS","Jubarte","Campos",2924.31717009333,102.061141333333,3566.26235746315,"2019-11-01"
"2145","7-BAZ-9HA-ESS","Jubarte","Campos",2691.16796063567,97.411462,3303.86754843789,"2019-11-01"
"2146","3-BRSA-1064-RJS","Búzios/Tambuatá","Santos",2517.44256979433,100.365501666667,3148.72250583235,"2019-11-01"
"2147","7-JUB-55-ESS","Jubarte","Campos",2404.90717621733,98.250314,3022.88298371767,"2019-11-01"
"2148","7-CRT-49-RJS","Barracuda/Caratinga","Campos",1483.793854164,69.2029746666667,1919.06741625215,"2019-11-01"
"2149","7-JUB-45-ESS","Jubarte","Campos",1538.86826916533,47.3565853333333,1836.73219316079,"2019-11-01"
"2150","3-BRSA-1017D-RJS","Marlim Leste","Campos",935.647186020333,27.9315116666667,1111.33108741645,"2019-11-01"
"2151","7-PRB-1-ESS","Jubarte","Campos",581.997586922333,16.9438756666667,688.57134552929,"2019-11-01"
"2152","7-LL-3D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",258.964455674633,8.729844,313.873515764273,"2019-11-01"
"2153","7-LL-85-RJS","Anc_Lula/Lula/Sul De Lula","Santos",0.08616410719,0.00433866666666667,0.113453496176667,"2019-11-01"
"2154","7-LL-106DA-RJS","Anc_Lula/Lula/Sul De Lula","Santos",0.0735865837933333,0.002459,0.0890532265833333,"2019-11-01"
"2155","Total Geral",NA,NA,2061703.75153632,83690.15097,2588098.90000894,"2019-11-01"
"2156","3-BRSA-1305A-RJS","Mero","Santos",43144.1135534698,2912.82600451613,61465.2356849354,"2019-12-01"
"2157","7-BUZ-14DA-RJS","Búzios/Tambuatá","Santos",46902.3056395548,1845.3525383871,58509.2224890274,"2019-12-01"
"2158","9-BRSA-1191-RJS","Búzios","Santos",44971.1572461835,1750.14524387097,55979.2383025356,"2019-12-01"
"2159","7-BUZ-10-RJS","Búzios/Tambuatá","Santos",45280.0011199803,1596.62423064516,55322.4641721346,"2019-12-01"
"2160","9-BUZ-4-RJS","Búzios","Santos",41888.6536540906,1409.0361116129,50751.2230792746,"2019-12-01"
"2161","7-BUZ-29D-RJS","Búzios/Tambuatá","Santos",38572.18434728,1371.17246935484,47196.5986567528,"2019-12-01"
"2162","7-LL-27-RJS","Lula","Santos",31755.1020097452,1577.73641,41678.7642587273,"2019-12-01"
"2163","7-LL-15D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",30722.5685531761,1467.74373774194,39954.3977922627,"2019-12-01"
"2164","9-BUZ-3-RJS","Búzios","Santos",32262.3457661661,1183.24977612903,39704.7620405603,"2019-12-01"
"2165","7-BUZ-24D-RJS","Búzios/Tambuatá","Santos",30975.8797675258,1273.02924741935,38982.9918582365,"2019-12-01"
"2166","9-BUZ-7-RJS","Búzios","Santos",30348.2419463065,1131.49150064516,37465.1085019794,"2019-12-01"
"2167","9-BBG-1D-RJS","Berbigão","Santos",34829.9857993397,411.115486129032,37415.824095149,"2019-12-01"
"2168","7-SPH-20D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",29977.7004497042,1170.53697451613,37340.1556173855,"2019-12-01"
"2169","9-LL-12D-RJS","Anc_Lula","Santos",29726.4533643312,1185.33006677419,37181.9542716282,"2019-12-01"
"2170","7-LL-83D-RJS","Lula","Santos",28324.4460719148,1349.88168580645,36814.9453981171,"2019-12-01"
"2171","3-BRSA-1064-RJS","Búzios/Tambuatá","Santos",28351.0030700145,1145.22830064516,35554.2714876955,"2019-12-01"
"2172","9-LL-20D-RJS","Lula","Santos",26679.3813676126,1286.35685709677,34770.3215909484,"2019-12-01"
"2173","7-LL-80DB-RJS","Anc_Lula/Lula/Sul De Lula","Santos",28013.0600395235,1036.24646741935,34530.8534327624,"2019-12-01"
"2174","7-LL-61-RJS","Anc_Lula/Lula/Sul De Lula","Santos",28288.2964135702,936.550880967742,34179.0235101899,"2019-12-01"
"2175","7-LL-84D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",28278.9205448152,937.636322580645,34176.4748629461,"2019-12-01"
"2176","7-LL-66-RJS","Anc_Lula/Lula/Sul De Lula","Santos",27852.2723888212,909.114617741935,33570.4306026406,"2019-12-01"
"2177","7-SLL-5-RJS","Anc_Lula/Lula/Sul De Lula","Santos",27017.0199104305,922.787912580645,32821.1805508594,"2019-12-01"
"2178","7-BUZ-31D-RJS","Búzios/Tambuatá","Santos",26003.7240933968,1031.18731935484,32489.696406548,"2019-12-01"
"2179","7-SLL-2-RJS","Anc_Lula/Lula/Sul De Lula","Santos",26759.3696097832,905.98631516129,32457.8513947478,"2019-12-01"
"2180","3-BRSA-1053-RJS","Búzios/Tambuatá","Santos",26208.3880180897,922.913163225806,32013.336461279,"2019-12-01"
"2181","7-LL-28D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",26067.4393797148,927.256315806452,31899.7054274373,"2019-12-01"
"2182","7-LL-70-RJS","Anc_Lula/Lula/Sul De Lula","Santos",25780.0311865139,927.249537096774,31612.2545974405,"2019-12-01"
"2183","7-LL-36A-RJS","Lula","Santos",22573.8980046923,1421.86046967742,31517.130205474,"2019-12-01"
"2184","7-LL-51-RJS","Lula","Santos",23820.4758543865,1216.39854032258,31471.3915572928,"2019-12-01"
"2185","7-LL-103D-RJS","Lula","Santos",24241.63219872,1133.23381806452,31369.4575999204,"2019-12-01"
"2186","7-LL-67D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",25618.2982504115,906.802280322581,31321.9123012073,"2019-12-01"
"2187","8-LL-87D-RJS","Anc_Lula","Santos",25812.6290337889,866.416808064516,31262.2261373212,"2019-12-01"
"2188","6-BRSA-1222A-ESS","Jubarte","Campos",25655.5273131952,832.383386774194,30891.0606631614,"2019-12-01"
"2189","7-SPH-2D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",24957.9041436322,904.354610322581,30646.1228151853,"2019-12-01"
"2190","7-LL-59-RJS","Anc_Lula/Lula/Sul De Lula","Santos",23729.9211838764,969.323551612903,29826.7821520468,"2019-12-01"
"2191","7-LL-91-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24240.7718480736,838.127378387097,29512.4338139266,"2019-12-01"
"2192","7-LL-68-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24578.4039590536,766.366340645161,29398.7026321069,"2019-12-01"
"2193","7-LL-110D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24258.5551475959,813.119530645161,29372.9225026432,"2019-12-01"
"2194","4-BRSA-1047-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24266.4634778817,808.951616451613,29354.6154445553,"2019-12-01"
"2195","7-LL-97-RJS","Anc_Lula/Lula/Sul De Lula","Santos",23678.6683526009,857.83610483871,29074.2944631765,"2019-12-01"
"2196","9-LL-2-RJS","Lula","Santos",20651.0864501303,1321.95391612903,28965.9254113379,"2019-12-01"
"2197","9-LL-7-RJS","Anc_Lula","Santos",23056.0175452101,939.331472580645,28964.2340347625,"2019-12-01"
"2198","7-LL-73D-RJS","Lula","Santos",22075.9477468919,1043.60196967742,28640.0058517887,"2019-12-01"
"2199","7-LL-34D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",23547.9904383077,775.811747096774,28427.6989233144,"2019-12-01"
"2200","3-BRSA-1184-RJS","Búzios/Tambuatá","Santos",23739.678172509,745.222647096774,28426.9870304448,"2019-12-01"
"2201","7-SPH-4D-SPS","Nordeste De Sapinhoá","Santos",23188.6043397374,814.000515806452,28308.512924062,"2019-12-01"
"2202","7-LL-22D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22854.3126798924,845.480340645161,28172.2233812857,"2019-12-01"
"2203","7-LL-69-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22817.2993778815,771.969518709677,27672.8409763568,"2019-12-01"
"2204","7-SLL-3-RJS","Anc_Lula/Lula/Sul De Lula","Santos",21491.6312111764,822.223920322581,26663.2634474606,"2019-12-01"
"2205","3-BRSA-496-RJS","Anc_Lula/Lula/Sul De Lula","Santos",19663.706924773,1065.04615548387,26362.644883997,"2019-12-01"
"2206","7-LL-90D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",21192.3837613658,771.532946451613,26045.1794032866,"2019-12-01"
"2207","7-SPH-5-SPS","Nordeste De Sapinhoá","Santos",17167.8316150182,1406.33466645161,26013.4094634122,"2019-12-01"
"2208","4-BRSA-711-RJS","Lula","Santos",19517.7464846313,1022.94255032258,25951.8607670758,"2019-12-01"
"2209","7-SPH-8-SPS","Nordeste De Sapinhoá","Santos",21051.0905164748,768.853043870968,25887.0300803449,"2019-12-01"
"2210","7-LL-95D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",21620.0525039594,668.030487096774,25821.8373420055,"2019-12-01"
"2211","8-LL-81D-RJS","Anc_Lula","Santos",19577.9924294336,963.718229354839,25639.596985612,"2019-12-01"
