Poço,Campo,Bacia,Localização,Gás natural (Mm³/d),mes,Operador
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,245.86383333333333,2023-09-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,236.47783333333334,2023-09-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,231.06583333333336,2023-09-01,NA
7-LUC-50HP-AM,Leste Do Urucu,Solimões,Terra,222.00820000000002,2023-09-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,217.20756666666665,2023-09-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,205.47560000000001,2023-09-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,203.2637,2023-09-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,195.23910000000004,2023-09-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,584.7600645161291,2023-08-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,515.5397741935484,2023-08-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,498.4852580645162,2023-08-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,462.85103225806455,2023-08-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,415.4434193548387,2023-08-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,413.61509677419355,2023-08-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,396.5563870967742,2023-08-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,357.86148387096773,2023-08-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,348.1412903225807,2023-08-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,303.99841935483875,2023-08-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,299.83516129032256,2023-08-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,293.6894193548388,2023-08-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,292.5101935483871,2023-08-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,292.43387096774194,2023-08-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,287.0945483870968,2023-08-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,269.4447096774194,2023-08-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,268.91922580645166,2023-08-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,267.2729032258065,2023-08-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,265.58190322580646,2023-08-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,260.0005161290323,2023-08-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,258.2226129032258,2023-08-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,253.59067741935485,2023-08-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,252.22151612903227,2023-08-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,236.35487096774193,2023-08-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,231.43664516129033,2023-08-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,218.16993548387097,2023-08-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,215.89238709677423,2023-08-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,201.91003225806452,2023-08-01,NA
7-LUC-31HP-AM,Leste Do Urucu,Solimões,Terra,201.28916129032257,2023-08-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,197.61783870967741,2023-08-01,NA
7-RUC-59DP-AM,Rio Urucu,Solimões,Terra,1508.26016666666,2024-04-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,533.25,2024-04-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,470.1792,2024-04-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,443.026733333333,2024-04-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,401.575633333333,2024-04-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,383.5372,2024-04-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,373.941966666666,2024-04-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,373.380666666666,2024-04-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,363.7785,2024-04-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,361.278533333333,2024-04-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,350.704033333333,2024-04-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,342.477566666666,2024-04-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,321.334833333333,2024-04-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,319.5771,2024-04-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,316.289933333333,2024-04-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,299.8693,2024-04-01,NA
7-RUC-92DP-AM,Rio Urucu,Solimões,Terra,269.3393,2024-04-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,251.6484,2024-04-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,235.1414,2024-04-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,232.482233333333,2024-04-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,228.774666666666,2024-04-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,225.446533333333,2024-04-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,222.791533333333,2024-04-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,213.8416,2024-04-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,208.025233333333,2024-04-01,NA
7-LUC-31HP-AM,Leste Do Urucu,Solimões,Terra,201.1592,2024-04-01,NA
7-AZU-2DA-AM,Azulão,Amazonas,Terra,196.395166666666,2024-04-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,193.9698,2024-04-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,193.207866666666,2024-04-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,187.473266666666,2024-04-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,583.633064516129,2024-01-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,583.6088064516128,2024-01-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,491.13625806451614,2024-01-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,450.00332258064515,2024-01-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,428.92951612903227,2024-01-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,418.6916129032258,2024-01-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,407.0137741935484,2024-01-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,402.873935483871,2024-01-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,391.4140967741935,2024-01-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,389.1343870967742,2024-01-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,370.6884838709678,2024-01-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,329.2354193548387,2024-01-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,318.08329032258064,2024-01-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,315.87193548387097,2024-01-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,293.1315483870968,2024-01-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,285.01554838709677,2024-01-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,275.6146129032258,2024-01-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,270.59119354838714,2024-01-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,270.45622580645164,2024-01-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,269.4877419354839,2024-01-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,265.38070967741936,2024-01-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,263.9769677419355,2024-01-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,262.791935483871,2024-01-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,260.00048387096774,2024-01-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,257.4163548387097,2024-01-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,246.72887096774195,2024-01-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,245.93174193548387,2024-01-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,245.9171290322581,2024-01-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,244.2632258064516,2024-01-01,NA
7-LUC-31HP-AM,Leste Do Urucu,Solimões,Terra,241.26506451612906,2024-01-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,568.7670645161292,2024-03-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,494.7461612903226,2024-03-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,473.0462258064516,2024-03-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,457.56641935483873,2024-03-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,430.4517096774194,2024-03-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,413.55441935483873,2024-03-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,378.3178387096774,2024-03-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,361.7339677419355,2024-03-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,349.4321612903226,2024-03-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,343.63422580645164,2024-03-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,332.7753870967742,2024-03-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,311.87803225806454,2024-03-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,300.9069677419355,2024-03-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,299.8699677419355,2024-03-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,293.7824516129033,2024-03-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,271.21890322580646,2024-03-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,266.05600000000004,2024-03-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,262.94800000000004,2024-03-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,256.7316129032258,2024-03-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,253.6965483870968,2024-03-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,249.81164516129033,2024-03-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,248.29122580645162,2024-03-01,NA
7-RUC-92DP-AM,Rio Urucu,Solimões,Terra,248.19351612903228,2024-03-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,247.05629032258068,2024-03-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,246.45322580645163,2024-03-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,235.8003870967742,2024-03-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,225.3948064516129,2024-03-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,213.7083870967742,2024-03-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,208.53393548387098,2024-03-01,NA
7-LUC-29H-AM,Leste Do Urucu,Solimões,Terra,205.28651612903226,2024-03-01,NA
